"Subject" "Condition" "Block" "TB" "TrialNum" "Trial" "Lat"
1165 "S4" "T" "1" "58" "1" "13" 287.308
1166 "S4" "T" "1" "4" "2" "14" 264.231
1167 "S4" "T" "1" "4" "3" "15" 287.308
1168 "S4" "T" "1" "0" "1" "16" 310.385
1169 "S4" "T" "1" "51" "1" "17" 287.308
1170 "S4" "T" "1" "13" "1" "18" 310.385
1171 "S4" "T" "1" "7" "1" "19" 318.077
1172 "S4" "T" "1" "3" "1" "20" 310.385
1173 "S4" "T" "1" "17" "1" "21" 271.923
1174 "S4" "T" "1" "13" "2" "22" 241.154
1175 "S4" "T" "1" "50" "1" "23" 287.308
1176 "S4" "T" "1" "55" "1" "24" 310.385
1177 "S4" "T" "1" "3" "2" "25" 333.462
1178 "S4" "T" "1" "15" "1" "26" 333.462
1179 "S4" "T" "1" "49" "1" "27" 325.769
1180 "S4" "T" "1" "58" "2" "28" 256.538
1181 "S4" "T" "1" "11" "1" "29" 310.385
1182 "S4" "T" "1" "12" "1" "30" 264.231
1183 "S4" "T" "1" "52" "1" "31" 318.077
1184 "S4" "T" "1" "6" "2" "32" 295.000
1185 "S4" "T" "1" "5" "2" "33" 287.308
1186 "S4" "T" "1" "60" "1" "34" 333.462
1187 "S4" "T" "1" "8" "1" "35" 233.462
1188 "S4" "T" "1" "1" "1" "36" 248.846
1189 "S4" "T" "1" "18" "1" "37" 318.077
1190 "S4" "T" "1" "0" "2" "38" 310.385
1191 "S4" "T" "1" "1" "2" "39" 302.692
1192 "S4" "T" "1" "2" "3" "40" 295.000
1193 "S4" "T" "1" "63" "1" "41" 341.154
1194 "S4" "T" "1" "62" "2" "42" 356.538
1195 "S4" "T" "1" "61" "1" "43" 295.000
1196 "S4" "T" "1" "6" "3" "44" 333.462
1197 "S4" "T" "1" "22" "1" "45" 356.538
1198 "S4" "T" "1" "16" "1" "46" 279.615
1199 "S4" "T" "1" "21" "1" "47" 302.692
1200 "S4" "T" "1" "9" "1" "48" 279.615
1201 "S4" "T" "1" "5" "3" "49" 271.923
1202 "S4" "T" "1" "0" "3" "50" 279.615
1203 "S4" "T" "1" "59" "1" "51" 218.077
1204 "S4" "T" "1" "57" "1" "52" 318.077
1205 "S4" "T" "1" "7" "2" "53" 333.462
1206 "S4" "T" "1" "20" "1" "54" 341.154
1207 "S4" "T" "1" "9" "2" "55" 341.154
1208 "S4" "T" "1" "11" "2" "56" 333.462
1209 "S4" "T" "1" "7" "3" "57" 233.462
1210 "S4" "T" "1" "1" "3" "58" 356.538
1211 "S4" "T" "1" "56" "1" "59" 348.846
1212 "S4" "T" "1" "60" "2" "60" 287.308
1213 "S4" "T" "1" "56" "2" "61" 264.231
1214 "S4" "T" "1" "54" "1" "62" 318.077
1215 "S4" "T" "1" "15" "2" "63" 325.769
1216 "S4" "T" "1" "3" "3" "64" 341.154
1217 "S4" "T" "1" "2" "4" "65" 325.769
1218 "S4" "T" "1" "21" "2" "66" 356.538
1219 "S4" "T" "1" "3" "4" "67" 325.769
1220 "S4" "T" "1" "53" "2" "68" 318.077
1221 "S4" "T" "1" "13" "3" "69" 318.077
1222 "S4" "T" "1" "5" "4" "70" 233.462
1223 "S4" "T" "1" "55" "2" "71" 287.308
1224 "S4" "T" "1" "12" "2" "72" 302.692
1225 "S4" "T" "1" "7" "4" "73" 264.231
1226 "S4" "T" "1" "52" "2" "74" 310.385
1227 "S4" "T" "1" "59" "2" "75" 310.385
1228 "S4" "T" "1" "0" "4" "76" 310.385
1229 "S4" "T" "1" "15" "3" "77" 341.154
1230 "S4" "T" "1" "1" "4" "78" 295.000
1231 "S4" "T" "1" "17" "2" "79" 302.692
1232 "S4" "T" "1" "6" "4" "80" 310.385
1233 "S4" "T" "1" "15" "4" "81" 271.923
1234 "S4" "T" "1" "60" "3" "82" 248.846
1235 "S4" "T" "1" "56" "3" "83" 202.692
1236 "S4" "T" "1" "2" "5" "84" 295.000
1237 "S4" "T" "1" "5" "5" "85" 295.000
1238 "S4" "T" "1" "10" "2" "86" 287.308
1239 "S4" "T" "1" "13" "4" "87" 333.462
1240 "S4" "T" "1" "9" "3" "88" 302.692
1241 "S4" "T" "1" "23" "2" "89" 302.692
1242 "S4" "T" "1" "3" "5" "90" 310.385
1243 "S4" "T" "1" "7" "5" "91" 302.692
1244 "S4" "T" "1" "7" "6" "92" 348.846
1245 "S4" "T" "1" "57" "2" "93" 333.462
1246 "S4" "T" "1" "61" "2" "94" 248.846
1247 "S4" "T" "1" "56" "4" "95" 318.077
1248 "S4" "T" "1" "16" "2" "96" 325.769
1249 "S4" "T" "1" "3" "6" "97" 302.692
1250 "S4" "T" "1" "1" "5" "98" 325.769
1251 "S4" "T" "1" "8" "2" "99" 287.308
1252 "S4" "T" "1" "20" "2" "100" 341.154
1253 "S4" "T" "1" "9" "4" "101" 295.000
1254 "S4" "T" "1" "11" "3" "102" 310.385
1255 "S4" "T" "1" "62" "3" "103" 302.692
1256 "S4" "T" "1" "54" "2" "104" 271.923
1257 "S4" "T" "1" "2" "6" "105" 264.231
1258 "S4" "T" "1" "51" "2" "106" 279.615
1259 "S4" "T" "1" "22" "2" "107" 387.308
1260 "S4" "T" "1" "4" "4" "108" 271.923
1261 "S4" "T" "1" "63" "2" "109" 333.462
1262 "S4" "T" "1" "0" "5" "110" 295.000
1263 "S4" "T" "1" "6" "5" "111" 248.846
1264 "S4" "T" "1" "18" "2" "112" 279.615
1265 "S4" "T" "1" "4" "5" "113" 348.846
1266 "S4" "T" "1" "58" "3" "114" 287.308
1267 "S4" "T" "1" "6" "6" "115" 295.000
1268 "S4" "T" "1" "19" "2" "116" 371.923
1269 "S4" "T" "1" "50" "2" "117" 333.462
1270 "S4" "T" "1" "4" "6" "118" 318.077
1271 "S4" "T" "1" "0" "6" "119" 318.077
1272 "S4" "T" "1" "5" "6" "120" 333.462
1273 "S4" "T" "1" "49" "2" "121" 295.000
1274 "S4" "T" "1" "60" "4" "122" 264.231
1275 "S4" "T" "1" "1" "6" "123" 356.538
1276 "S4" "T" "1" "62" "4" "124" 302.692
1277 "S4" "T" "1" "11" "4" "125" 271.923
1278 "S4" "T" "1" "48" "2" "126" 310.385
1279 "S4" "T" "1" "58" "4" "127" 271.923
1280 "S4" "T" "1" "14" "2" "128" 264.231
1281 "S4" "NT" "2" "4" "1" "1" 364.231
1282 "S4" "NT" "2" "21" "1" "2" 333.462
1283 "S4" "NT" "2" "0" "1" "3" NaN
1284 "S4" "NT" "2" "3" "1" "4" 256.538
1285 "S4" "NT" "2" "13" "1" "5" 318.077
1286 "S4" "NT" "2" "7" "1" "6" 287.308
1287 "S4" "NT" "2" "6" "1" "7" 271.923
1288 "S4" "NT" "2" "22" "1" "8" 287.308
1289 "S4" "NT" "2" "50" "1" "9" 318.077
1290 "S4" "NT" "2" "60" "1" "10" 279.615
1291 "S4" "NT" "2" "10" "1" "11" 310.385
1292 "S4" "NT" "2" "51" "1" "12" 371.923
1293 "S4" "NT" "2" "59" "1" "13" 348.846
1294 "S4" "NT" "2" "3" "2" "14" 295.000
1295 "S4" "NT" "2" "12" "1" "15" 287.308
1296 "S4" "NT" "2" "3" "3" "16" 302.692
1297 "S4" "NT" "2" "2" "1" "17" 287.308
1298 "S4" "NT" "2" "2" "2" "18" 279.615
1299 "S4" "NT" "2" "15" "1" "19" 341.154
1300 "S4" "NT" "2" "6" "2" "20" 271.923
1301 "S4" "NT" "2" "7" "2" "21" 302.692
1302 "S4" "NT" "2" "58" "1" "22" 279.615
1303 "S4" "NT" "2" "1" "1" "23" 279.615
1304 "S4" "NT" "2" "2" "3" "24" 325.769
1305 "S4" "NT" "2" "9" "1" "25" 341.154
1306 "S4" "NT" "2" "6" "3" "26" 295.000
1307 "S4" "NT" "2" "11" "1" "27" 325.769
1308 "S4" "NT" "2" "7" "3" "28" 310.385
1309 "S4" "NT" "2" "0" "2" "29" 387.308
1310 "S4" "NT" "2" "23" "1" "30" 302.692
1311 "S4" "NT" "2" "4" "2" "31" 318.077
1312 "S4" "NT" "2" "14" "1" "32" 318.077
1313 "S4" "NT" "2" "0" "3" "33" 341.154
1314 "S4" "NT" "2" "1" "2" "34" NaN
1315 "S4" "NT" "2" "61" "1" "35" 348.846
1316 "S4" "NT" "2" "8" "1" "36" 364.231
1317 "S4" "NT" "2" "54" "1" "37" 333.462
1318 "S4" "NT" "2" "58" "2" "38" 256.538
1319 "S4" "NT" "2" "49" "1" "39" 318.077
1320 "S4" "NT" "2" "5" "1" "40" 318.077
1321 "S4" "NT" "2" "60" "2" "41" 310.385
1322 "S4" "NT" "2" "1" "3" "42" 302.692
1323 "S4" "NT" "2" "62" "1" "43" 279.615
1324 "S4" "NT" "2" "11" "2" "44" 348.846
1325 "S4" "NT" "2" "15" "2" "45" 279.615
1326 "S4" "NT" "2" "5" "2" "46" 348.846
1327 "S4" "NT" "2" "53" "1" "47" 310.385
1328 "S4" "NT" "2" "9" "2" "48" 333.462
1329 "S4" "NT" "2" "20" "1" "49" 379.615
1330 "S4" "NT" "2" "18" "1" "50" 348.846
1331 "S4" "NT" "2" "62" "2" "51" 325.769
1332 "S4" "NT" "2" "16" "1" "52" 325.769
1333 "S4" "NT" "2" "48" "1" "53" 310.385
1334 "S4" "NT" "2" "57" "1" "54" 287.308
1335 "S4" "NT" "2" "17" "1" "55" 302.692
1336 "S4" "NT" "2" "5" "3" "56" 356.538
1337 "S4" "NT" "2" "52" "1" "57" 333.462
1338 "S4" "NT" "2" "63" "1" "58" NaN
1339 "S4" "NT" "2" "56" "1" "59" 295.000
1340 "S4" "NT" "2" "4" "3" "60" 325.769
1341 "S4" "NT" "2" "55" "1" "61" 264.231
1342 "S4" "NT" "2" "56" "2" "62" 325.769
1343 "S4" "NT" "2" "19" "1" "63" 379.615
1344 "S4" "NT" "2" "13" "2" "64" 341.154
1345 "S4" "NT" "2" "5" "4" "65" 310.385
1346 "S4" "NT" "2" "3" "4" "66" 295.000
1347 "S4" "NT" "2" "51" "2" "67" 318.077
1348 "S4" "NT" "2" "2" "4" "68" 318.077
1349 "S4" "NT" "2" "5" "5" "69" 325.769
1350 "S4" "NT" "2" "1" "4" "70" 271.923
1351 "S4" "NT" "2" "22" "2" "71" 356.538
1352 "S4" "NT" "2" "14" "2" "72" 333.462
1353 "S4" "NT" "2" "2" "5" "73" 295.000
1354 "S4" "NT" "2" "17" "2" "74" 348.846
1355 "S4" "NT" "2" "63" "2" "75" 333.462
1356 "S4" "NT" "2" "8" "2" "76" 310.385
1357 "S4" "NT" "2" "55" "2" "77" 348.846
1358 "S4" "NT" "2" "19" "2" "78" 302.692
1359 "S4" "NT" "2" "7" "4" "79" 456.538
1360 "S4" "NT" "2" "13" "3" "80" 325.769
1361 "S4" "NT" "2" "60" "3" "81" 318.077
1362 "S4" "NT" "2" "13" "4" "82" 387.308
1363 "S4" "NT" "2" "53" "2" "83" NaN
1364 "S4" "NT" "2" "11" "3" "84" 318.077
1365 "S4" "NT" "2" "0" "4" "85" 318.077
1366 "S4" "NT" "2" "10" "2" "86" 379.615
1367 "S4" "NT" "2" "0" "5" "87" NaN
1368 "S4" "NT" "2" "54" "2" "88" 318.077
1369 "S4" "NT" "2" "3" "5" "89" 341.154
1370 "S4" "NT" "2" "6" "4" "90" 325.769
1371 "S4" "NT" "2" "21" "2" "91" 318.077
1372 "S4" "NT" "2" "58" "3" "92" 341.154
1373 "S4" "NT" "2" "20" "2" "93" 364.231
1374 "S4" "NT" "2" "62" "3" "94" 379.615
1375 "S4" "NT" "2" "4" "4" "95" 341.154
1376 "S4" "NT" "2" "11" "4" "96" 295.000
1377 "S4" "NT" "2" "48" "2" "97" 341.154
1378 "S4" "NT" "2" "52" "2" "98" 371.923
1379 "S4" "NT" "2" "7" "5" "99" 333.462
1380 "S4" "NT" "2" "62" "4" "100" 356.538
1381 "S4" "NT" "2" "61" "2" "101" 356.538
1382 "S4" "NT" "2" "18" "2" "102" 364.231
1383 "S4" "NT" "2" "12" "2" "103" 356.538
1384 "S4" "NT" "2" "50" "2" "104" 341.154
1385 "S4" "NT" "2" "7" "6" "105" 302.692
1386 "S4" "NT" "2" "9" "3" "106" 279.615
1387 "S4" "NT" "2" "16" "2" "107" 341.154
1388 "S4" "NT" "2" "9" "4" "108" 279.615
1389 "S4" "NT" "2" "57" "2" "109" 364.231
1390 "S4" "NT" "2" "1" "5" "110" NaN
1391 "S4" "NT" "2" "5" "6" "111" 302.692
1392 "S4" "NT" "2" "23" "2" "112" 333.462
1393 "S4" "NT" "2" "0" "6" "113" 356.538
1394 "S4" "NT" "2" "15" "3" "114" 310.385
1395 "S4" "NT" "2" "58" "4" "115" 310.385
1396 "S4" "NT" "2" "49" "2" "116" 325.769
1397 "S4" "NT" "2" "6" "5" "117" 325.769
1398 "S4" "NT" "2" "56" "3" "118" NaN
1399 "S4" "NT" "2" "4" "5" "119" 310.385
1400 "S4" "NT" "2" "1" "6" "120" 348.846
1401 "S4" "NT" "2" "2" "6" "121" 395.000
1402 "S4" "NT" "2" "3" "6" "122" 364.231
1403 "S4" "NT" "2" "60" "4" "123" 348.846
1404 "S4" "NT" "2" "6" "6" "124" 364.231
1405 "S4" "NT" "2" "59" "2" "125" 371.923
1406 "S4" "NT" "2" "4" "6" "126" 333.462
1407 "S4" "NT" "2" "56" "4" "127" 348.846
1408 "S4" "NT" "2" "15" "4" "128" 333.462
1409 "S4" "T" "3" "0" "1" "1" 348.846
1410 "S4" "T" "3" "15" "1" "2" 310.385
1411 "S4" "T" "3" "2" "1" "3" 287.308
1412 "S4" "T" "3" "1" "1" "4" 248.846
1413 "S4" "T" "3" "0" "2" "5" 302.692
1414 "S4" "T" "3" "62" "1" "6" 287.308
1415 "S4" "T" "3" "12" "1" "7" 302.692
1416 "S4" "T" "3" "57" "1" "8" 325.769
1417 "S4" "T" "3" "9" "1" "9" 325.769
1418 "S4" "T" "3" "0" "3" "10" 318.077
1419 "S4" "T" "3" "9" "2" "11" 287.308
1420 "S4" "T" "3" "17" "1" "12" 341.154
1421 "S4" "T" "3" "19" "1" "13" 302.692
1422 "S4" "T" "3" "23" "1" "14" 333.462
1423 "S4" "T" "3" "6" "1" "15" 302.692
1424 "S4" "T" "3" "5" "1" "16" 271.923
1425 "S4" "T" "3" "4" "1" "17" 333.462
1426 "S4" "T" "3" "3" "1" "18" 302.692
1427 "S4" "T" "3" "52" "1" "19" 333.462
1428 "S4" "T" "3" "48" "1" "20" 310.385
1429 "S4" "T" "3" "60" "1" "21" 302.692
1430 "S4" "T" "3" "5" "2" "22" 348.846
1431 "S4" "T" "3" "11" "1" "23" 287.308
1432 "S4" "T" "3" "18" "1" "24" 310.385
1433 "S4" "T" "3" "14" "1" "25" 371.923
1434 "S4" "T" "3" "13" "1" "26" 356.538
1435 "S4" "T" "3" "4" "2" "27" 325.769
1436 "S4" "T" "3" "50" "1" "28" 333.462
1437 "S4" "T" "3" "6" "2" "29" 371.923
1438 "S4" "T" "3" "10" "1" "30" 295.000
1439 "S4" "T" "3" "55" "1" "31" 333.462
1440 "S4" "T" "3" "51" "1" "32" 333.462
1441 "S4" "T" "3" "15" "2" "33" 348.846
1442 "S4" "T" "3" "58" "1" "34" 318.077
1443 "S4" "T" "3" "2" "2" "35" 271.923
1444 "S4" "T" "3" "7" "1" "36" 341.154
1445 "S4" "T" "3" "4" "3" "37" 302.692
1446 "S4" "T" "3" "59" "1" "38" 356.538
1447 "S4" "T" "3" "61" "1" "39" 387.308
1448 "S4" "T" "3" "3" "2" "40" 279.615
1449 "S4" "T" "3" "7" "2" "41" 341.154
1450 "S4" "T" "3" "58" "2" "42" 364.231
1451 "S4" "T" "3" "3" "3" "43" 341.154
1452 "S4" "T" "3" "53" "1" "44" 325.769
1453 "S4" "T" "3" "21" "1" "45" 387.308
1454 "S4" "T" "3" "11" "2" "46" 310.385
1455 "S4" "T" "3" "7" "3" "47" 310.385
1456 "S4" "T" "3" "2" "3" "48" 379.615
1457 "S4" "T" "3" "8" "1" "49" 341.154
1458 "S4" "T" "3" "22" "1" "50" 325.769
1459 "S4" "T" "3" "16" "1" "51" 310.385
1460 "S4" "T" "3" "63" "1" "52" 333.462
1461 "S4" "T" "3" "60" "2" "53" 310.385
1462 "S4" "T" "3" "1" "2" "54" 341.154
1463 "S4" "T" "3" "5" "3" "55" 287.308
1464 "S4" "T" "3" "1" "3" "56" 402.692
1465 "S4" "T" "3" "62" "2" "57" 425.769
1466 "S4" "T" "3" "13" "2" "58" 379.615
1467 "S4" "T" "3" "20" "1" "59" 325.769
1468 "S4" "T" "3" "54" "1" "60" 364.231
1469 "S4" "T" "3" "56" "1" "61" 295.000
1470 "S4" "T" "3" "56" "2" "62" 318.077
1471 "S4" "T" "3" "6" "3" "63" 302.692
1472 "S4" "T" "3" "49" "1" "64" 302.692
1473 "S4" "T" "3" "2" "4" "65" 279.615
1474 "S4" "T" "3" "58" "3" "66" 271.923
1475 "S4" "T" "3" "7" "4" "67" 287.308
1476 "S4" "T" "3" "6" "4" "68" 302.692
1477 "S4" "T" "3" "8" "2" "69" 318.077
1478 "S4" "T" "3" "52" "2" "70" 325.769
1479 "S4" "T" "3" "62" "3" "71" 302.692
1480 "S4" "T" "3" "1" "4" "72" 302.692
1481 "S4" "T" "3" "0" "4" "73" 333.462
1482 "S4" "T" "3" "11" "3" "74" 371.923
1483 "S4" "T" "3" "19" "2" "75" 371.923
1484 "S4" "T" "3" "0" "5" "76" 325.769
1485 "S4" "T" "3" "60" "3" "77" 410.385
1486 "S4" "T" "3" "48" "2" "78" 310.385
1487 "S4" "T" "3" "10" "2" "79" 395.000
1488 "S4" "T" "3" "11" "4" "80" 371.923
1489 "S4" "T" "3" "0" "6" "81" 341.154
1490 "S4" "T" "3" "3" "4" "82" 333.462
1491 "S4" "T" "3" "12" "2" "83" 333.462
1492 "S4" "T" "3" "15" "3" "84" 310.385
1493 "S4" "T" "3" "6" "5" "85" 333.462
1494 "S4" "T" "3" "61" "2" "86" 341.154
1495 "S4" "T" "3" "56" "3" "87" 341.154
1496 "S4" "T" "3" "49" "2" "88" 256.538
1497 "S4" "T" "3" "7" "5" "89" 564.231
1498 "S4" "T" "3" "51" "2" "90" 341.154
1499 "S4" "T" "3" "22" "2" "91" 341.154
1500 "S4" "T" "3" "18" "2" "92" 279.615
1501 "S4" "T" "3" "5" "4" "93" 379.615
1502 "S4" "T" "3" "59" "2" "94" 341.154
1503 "S4" "T" "3" "6" "6" "95" 425.769
1504 "S4" "T" "3" "2" "5" "96" 341.154
1505 "S4" "T" "3" "23" "2" "97" 295.000
1506 "S4" "T" "3" "3" "5" "98" 302.692
1507 "S4" "T" "3" "53" "2" "99" 364.231
1508 "S4" "T" "3" "1" "5" "100" 348.846
1509 "S4" "T" "3" "58" "4" "101" 325.769
1510 "S4" "T" "3" "1" "6" "102" 287.308
1511 "S4" "T" "3" "55" "2" "103" 295.000
1512 "S4" "T" "3" "5" "5" "104" 271.923
1513 "S4" "T" "3" "62" "4" "105" 271.923
1514 "S4" "T" "3" "56" "4" "106" 310.385
1515 "S4" "T" "3" "9" "3" "107" 264.231
1516 "S4" "T" "3" "50" "2" "108" 310.385
1517 "S4" "T" "3" "17" "2" "109" 341.154
1518 "S4" "T" "3" "13" "3" "110" 295.000
1519 "S4" "T" "3" "4" "4" "111" 318.077
1520 "S4" "T" "3" "54" "2" "112" 295.000
1521 "S4" "T" "3" "14" "2" "113" 333.462
1522 "S4" "T" "3" "63" "2" "114" 341.154
1523 "S4" "T" "3" "13" "4" "115" 310.385
1524 "S4" "T" "3" "7" "6" "116" 333.462
1525 "S4" "T" "3" "5" "6" "117" 348.846
1526 "S4" "T" "3" "4" "5" "118" 325.769
1527 "S4" "T" "3" "16" "2" "119" 325.769
1528 "S4" "T" "3" "3" "6" "120" 341.154
1529 "S4" "T" "3" "4" "6" "121" 302.692
1530 "S4" "T" "3" "20" "2" "122" 348.846
1531 "S4" "T" "3" "2" "6" "123" 318.077
1532 "S4" "T" "3" "15" "4" "124" 341.154
1533 "S4" "T" "3" "57" "2" "125" 287.308
1534 "S4" "T" "3" "21" "2" "126" 364.231
1535 "S4" "T" "3" "60" "4" "127" 364.231
1536 "S4" "T" "3" "9" "4" "128" 364.231
1537 "S5" "T" "1" "19" "1" "1" 433.462
1538 "S5" "T" "1" "23" "1" "2" 371.923
1539 "S5" "T" "1" "4" "1" "3" 379.615
1540 "S5" "T" "1" "3" "1" "4" 387.308
1541 "S5" "T" "1" "15" "1" "5" 371.923
1542 "S5" "T" "1" "15" "2" "6" 410.385
1543 "S5" "T" "1" "50" "1" "7" 356.538
1544 "S5" "T" "1" "4" "2" "8" 295.000
1545 "S5" "T" "1" "0" "1" "9" 364.231
1546 "S5" "T" "1" "6" "1" "10" 279.615
1547 "S5" "T" "1" "53" "1" "11" 356.538
1548 "S5" "T" "1" "2" "1" "12" 348.846
1549 "S5" "T" "1" "60" "1" "13" 371.923
1550 "S5" "T" "1" "6" "2" "14" 410.385
1551 "S5" "T" "1" "20" "1" "15" 371.923
1552 "S5" "T" "1" "21" "1" "16" 325.769
1553 "S5" "T" "1" "5" "1" "17" 356.538
1554 "S5" "T" "1" "0" "2" "18" 279.615
1555 "S5" "T" "1" "58" "1" "19" 364.231
1556 "S5" "T" "1" "5" "2" "20" 371.923
1557 "S5" "T" "1" "56" "1" "21" 302.692
1558 "S5" "T" "1" "62" "1" "22" 333.462
1559 "S5" "T" "1" "6" "3" "23" 310.385
1560 "S5" "T" "1" "0" "3" "24" 356.538
1561 "S5" "T" "1" "14" "1" "25" 333.462
1562 "S5" "T" "1" "13" "1" "26" 302.692
1563 "S5" "T" "1" "57" "1" "27" 371.923
1564 "S5" "T" "1" "59" "1" "28" 395.000
1565 "S5" "T" "1" "1" "1" "29" 364.231
1566 "S5" "T" "1" "7" "1" "30" 264.231
1567 "S5" "T" "1" "11" "1" "31" 295.000
1568 "S5" "T" "1" "5" "3" "32" 302.692
1569 "S5" "T" "1" "54" "1" "33" 348.846
1570 "S5" "T" "1" "9" "1" "34" 333.462
1571 "S5" "T" "1" "12" "1" "35" 310.385
1572 "S5" "T" "1" "4" "3" "36" 333.462
1573 "S5" "T" "1" "61" "1" "37" 318.077
1574 "S5" "T" "1" "1" "2" "38" 333.462
1575 "S5" "T" "1" "13" "2" "39" 333.462
1576 "S5" "T" "1" "18" "1" "40" 333.462
1577 "S5" "T" "1" "51" "1" "41" 325.769
1578 "S5" "T" "1" "2" "2" "42" 325.769
1579 "S5" "T" "1" "2" "3" "43" 310.385
1580 "S5" "T" "1" "22" "1" "44" 287.308
1581 "S5" "T" "1" "3" "2" "45" 341.154
1582 "S5" "T" "1" "7" "2" "46" 348.846
1583 "S5" "T" "1" "62" "2" "47" 348.846
1584 "S5" "T" "1" "17" "1" "48" 402.692
1585 "S5" "T" "1" "48" "1" "49" 356.538
1586 "S5" "T" "1" "55" "1" "50" 341.154
1587 "S5" "T" "1" "7" "3" "51" 371.923
1588 "S5" "T" "1" "9" "2" "52" 387.308
1589 "S5" "T" "1" "8" "1" "53" 379.615
1590 "S5" "T" "1" "16" "1" "54" 410.385
1591 "S5" "T" "1" "3" "3" "55" 341.154
1592 "S5" "T" "1" "10" "1" "56" 425.769
1593 "S5" "T" "1" "56" "2" "57" 333.462
1594 "S5" "T" "1" "63" "1" "58" 371.923
1595 "S5" "T" "1" "49" "1" "59" 356.538
1596 "S5" "T" "1" "11" "2" "60" 402.692
1597 "S5" "T" "1" "52" "1" "61" 348.846
1598 "S5" "T" "1" "58" "2" "62" 287.308
1599 "S5" "T" "1" "60" "2" "63" 364.231
1600 "S5" "T" "1" "1" "3" "64" 302.692
1601 "S5" "T" "1" "56" "3" "65" 287.308
1602 "S5" "T" "1" "5" "4" "66" 333.462
1603 "S5" "T" "1" "4" "4" "67" 379.615
1604 "S5" "T" "1" "23" "2" "68" 433.462
1605 "S5" "T" "1" "10" "2" "69" 348.846
1606 "S5" "T" "1" "14" "2" "70" 341.154
1607 "S5" "T" "1" "60" "3" "71" 341.154
1608 "S5" "T" "1" "17" "2" "72" 387.308
1609 "S5" "T" "1" "62" "3" "73" 348.846
1610 "S5" "T" "1" "20" "2" "74" 364.231
1611 "S5" "T" "1" "2" "4" "75" 341.154
1612 "S5" "T" "1" "2" "5" "76" 425.769
1613 "S5" "T" "1" "6" "4" "77" 295.000
1614 "S5" "T" "1" "16" "2" "78" 287.308
1615 "S5" "T" "1" "22" "2" "79" 333.462
1616 "S5" "T" "1" "0" "4" "80" 341.154
1617 "S5" "T" "1" "0" "5" "81" 279.615
1618 "S5" "T" "1" "5" "5" "82" 325.769
1619 "S5" "T" "1" "58" "3" "83" 279.615
1620 "S5" "T" "1" "59" "2" "84" 348.846
1621 "S5" "T" "1" "4" "5" "85" 356.538
1622 "S5" "T" "1" "4" "6" "86" 356.538
1623 "S5" "T" "1" "7" "4" "87" 325.769
1624 "S5" "T" "1" "52" "2" "88" 425.769
1625 "S5" "T" "1" "15" "3" "89" 248.846
1626 "S5" "T" "1" "49" "2" "90" 325.769
1627 "S5" "T" "1" "1" "4" "91" 379.615
1628 "S5" "T" "1" "12" "2" "92" 256.538
1629 "S5" "T" "1" "56" "4" "93" 356.538
1630 "S5" "T" "1" "13" "3" "94" 341.154
1631 "S5" "T" "1" "53" "2" "95" 302.692
1632 "S5" "T" "1" "19" "2" "96" 333.462
1633 "S5" "T" "1" "60" "4" "97" 348.846
1634 "S5" "T" "1" "3" "4" "98" 441.154
1635 "S5" "T" "1" "0" "6" "99" 356.538
1636 "S5" "T" "1" "55" "2" "100" 318.077
1637 "S5" "T" "1" "8" "2" "101" 248.846
1638 "S5" "T" "1" "58" "4" "102" 310.385
1639 "S5" "T" "1" "7" "5" "103" 356.538
1640 "S5" "T" "1" "11" "3" "104" 356.538
1641 "S5" "T" "1" "62" "4" "105" 310.385
1642 "S5" "T" "1" "18" "2" "106" 325.769
1643 "S5" "T" "1" "11" "4" "107" 333.462
1644 "S5" "T" "1" "1" "5" "108" 333.462
1645 "S5" "T" "1" "54" "2" "109" 333.462
1646 "S5" "T" "1" "9" "3" "110" 356.538
1647 "S5" "T" "1" "57" "2" "111" 348.846
1648 "S5" "T" "1" "61" "2" "112" 356.538
1649 "S5" "T" "1" "6" "5" "113" 325.769
1650 "S5" "T" "1" "13" "4" "114" 379.615
1651 "S5" "T" "1" "5" "6" "115" 348.846
1652 "S5" "T" "1" "2" "6" "116" 325.769
1653 "S5" "T" "1" "21" "2" "117" 279.615
1654 "S5" "T" "1" "7" "6" "118" 310.385
1655 "S5" "T" "1" "6" "6" "119" 333.462
1656 "S5" "T" "1" "3" "5" "120" 341.154
1657 "S5" "T" "1" "1" "6" "121" 348.846
1658 "S5" "T" "1" "50" "2" "122" 310.385
1659 "S5" "T" "1" "63" "2" "123" 325.769
1660 "S5" "T" "1" "3" "6" "124" 302.692
1661 "S5" "T" "1" "9" "4" "125" 348.846
1662 "S5" "T" "1" "15" "4" "126" 364.231
1663 "S5" "T" "1" "51" "2" "127" 310.385
1664 "S5" "T" "1" "48" "2" "128" 210.385
1665 "S5" "NT" "2" "5" "1" "1" 402.692
1666 "S5" "NT" "2" "5" "2" "2" 356.538
1667 "S5" "NT" "2" "2" "1" "3" 402.692
1668 "S5" "NT" "2" "58" "1" "4" 371.923
1669 "S5" "NT" "2" "50" "1" "5" 348.846
1670 "S5" "NT" "2" "2" "2" "6" 348.846
1671 "S5" "NT" "2" "5" "3" "7" 387.308
1672 "S5" "NT" "2" "4" "1" "8" 387.308
1673 "S5" "NT" "2" "20" "1" "9" 433.462
1674 "S5" "NT" "2" "22" "1" "10" 325.769
1675 "S5" "NT" "2" "14" "1" "11" 318.077
1676 "S5" "NT" "2" "18" "1" "12" 348.846
