"Subject" "Group" "Condition" "TB" "TrialNum" "Trial" "Lat"
"1165" "5" "1" "0" "54" "1" "13" 318.077
"1166" "5" "1" "0" "12" "1" "14" 371.923
"1167" "5" "1" "0" "19" "1" "15" 341.154
"1168" "5" "1" "0" "61" "1" "16" 341.154
"1169" "5" "1" "0" "11" "2" "17" 341.154
"1170" "5" "1" "0" "9" "2" "18" 325.769
"1171" "5" "1" "0" "0" "3" "19" 302.692
"1172" "5" "1" "0" "17" "1" "20" 387.308
"1173" "5" "1" "0" "58" "1" "21" 356.538
"1174" "5" "1" "0" "13" "1" "22" 379.615
"1175" "5" "1" "0" "5" "1" "23" 364.231
"1176" "5" "1" "0" "22" "1" "24" 356.538
"1177" "5" "1" "0" "5" "2" "25" 264.231
"1178" "5" "1" "0" "1" "1" "26" 356.538
"1179" "5" "1" "0" "53" "1" "27" 333.462
"1180" "5" "1" "0" "8" "1" "28" 325.769
"1181" "5" "1" "0" "3" "2" "29" 310.385
"1182" "5" "1" "0" "4" "1" "30" 348.846
"1183" "5" "1" "0" "50" "1" "31" 371.923
"1184" "5" "1" "0" "1" "2" "32" 333.462
"1185" "5" "1" "0" "14" "1" "33" 379.615
"1186" "5" "1" "0" "21" "1" "34" 356.538
"1187" "5" "1" "0" "5" "3" "35" 264.231
"1188" "5" "1" "0" "6" "2" "36" 295.000
"1189" "5" "1" "0" "15" "1" "37" 333.462
"1190" "5" "1" "0" "49" "1" "38" 302.692
"1191" "5" "1" "0" "6" "3" "39" 364.231
"1192" "5" "1" "0" "2" "2" "40" 295.000
"1193" "5" "1" "0" "13" "2" "41" 325.769
"1194" "5" "1" "0" "63" "1" "42" 410.385
"1195" "5" "1" "0" "58" "2" "43" 248.846
"1196" "5" "1" "0" "23" "1" "44" 348.846
"1197" "5" "1" "0" "57" "1" "45" 325.769
"1198" "5" "1" "0" "16" "1" "46" 310.385
"1199" "5" "1" "0" "59" "1" "47" 333.462
"1200" "5" "1" "0" "55" "1" "48" 341.154
"1201" "5" "1" "0" "10" "1" "49" 371.923
"1202" "5" "1" "0" "4" "2" "50" 333.462
"1203" "5" "1" "0" "3" "3" "51" 348.846
"1204" "5" "1" "0" "2" "3" "52" 310.385
"1205" "5" "1" "0" "56" "2" "53" 310.385
"1206" "5" "1" "0" "7" "1" "54" 325.769
"1207" "5" "1" "0" "60" "1" "55" 325.769
"1208" "5" "1" "0" "51" "1" "56" 333.462
"1209" "5" "1" "0" "15" "2" "57" 333.462
"1210" "5" "1" "0" "7" "2" "58" 279.615
"1211" "5" "1" "0" "1" "3" "59" 325.769
"1212" "5" "1" "0" "62" "2" "60" 248.846
"1213" "5" "1" "0" "4" "3" "61" 371.923
"1214" "5" "1" "0" "60" "2" "62" 310.385
"1215" "5" "1" "0" "7" "3" "63" 333.462
"1216" "5" "1" "0" "18" "1" "64" 333.462
"1217" "5" "1" "0" "7" "4" "65" 302.692
"1218" "5" "1" "0" "62" "3" "66" 387.308
"1219" "5" "1" "0" "51" "2" "67" 341.154
"1220" "5" "1" "0" "1" "4" "68" 348.846
"1221" "5" "1" "0" "19" "2" "69" 302.692
"1222" "5" "1" "0" "56" "3" "70" 318.077
"1223" "5" "1" "0" "15" "3" "71" 325.769
"1224" "5" "1" "0" "13" "3" "72" 341.154
"1225" "5" "1" "0" "4" "4" "73" 318.077
"1226" "5" "1" "0" "8" "2" "74" 287.308
"1227" "5" "1" "0" "61" "2" "75" 333.462
"1228" "5" "1" "0" "22" "2" "76" 341.154
"1229" "5" "1" "0" "54" "2" "77" 379.615
"1230" "5" "1" "0" "62" "4" "78" 287.308
"1231" "5" "1" "0" "50" "2" "79" 264.231
"1232" "5" "1" "0" "2" "4" "80" NA
"1233" "5" "1" "0" "23" "2" "81" 395.000
"1234" "5" "1" "0" "9" "3" "82" 333.462
"1235" "5" "1" "0" "4" "5" "83" 295.000
"1236" "5" "1" "0" "0" "4" "84" 364.231
"1237" "5" "1" "0" "11" "3" "85" 348.846
"1238" "5" "1" "0" "12" "2" "86" 364.231
"1239" "5" "1" "0" "57" "2" "87" 410.385
"1240" "5" "1" "0" "13" "4" "88" 371.923
"1241" "5" "1" "0" "18" "2" "89" 295.000
"1242" "5" "1" "0" "63" "2" "90" 287.308
"1243" "5" "1" "0" "0" "5" "91" 356.538
"1244" "5" "1" "0" "15" "4" "92" 348.846
"1245" "5" "1" "0" "14" "2" "93" 318.077
"1246" "5" "1" "0" "2" "5" "94" 341.154
"1247" "5" "1" "0" "20" "2" "95" 410.385
"1248" "5" "1" "0" "1" "5" "96" 425.769
"1249" "5" "1" "0" "58" "3" "97" 341.154
"1250" "5" "1" "0" "58" "4" "98" 333.462
"1251" "5" "1" "0" "16" "2" "99" 356.538
"1252" "5" "1" "0" "5" "4" "100" 356.538
"1253" "5" "1" "0" "48" "2" "101" 364.231
"1254" "5" "1" "0" "9" "4" "102" 364.231
"1255" "5" "1" "0" "10" "2" "103" 341.154
"1256" "5" "1" "0" "17" "2" "104" 318.077
"1257" "5" "1" "0" "6" "4" "105" 364.231
"1258" "5" "1" "0" "11" "4" "106" 348.846
"1259" "5" "1" "0" "6" "5" "107" 271.923
"1260" "5" "1" "0" "7" "5" "108" 264.231
"1261" "5" "1" "0" "53" "2" "109" 364.231
"1262" "5" "1" "0" "56" "4" "110" 202.692
"1263" "5" "1" "0" "60" "3" "111" 310.385
"1264" "5" "1" "0" "3" "4" "112" 295.000
"1265" "5" "1" "0" "5" "5" "113" 271.923
"1266" "5" "1" "0" "4" "6" "114" 325.769
"1267" "5" "1" "0" "3" "5" "115" 333.462
"1268" "5" "1" "0" "21" "2" "116" 425.769
"1269" "5" "1" "0" "49" "2" "117" 348.846
"1270" "5" "1" "0" "60" "4" "118" 341.154
"1271" "5" "1" "0" "7" "6" "119" 456.538
"1272" "5" "1" "0" "59" "2" "120" 371.923
"1273" "5" "1" "0" "1" "6" "121" 310.385
"1274" "5" "1" "0" "0" "6" "122" 348.846
"1275" "5" "1" "0" "52" "2" "123" 348.846
"1276" "5" "1" "0" "3" "6" "124" 279.615
"1277" "5" "1" "0" "5" "6" "125" 333.462
"1278" "5" "1" "0" "6" "6" "126" 310.385
"1279" "5" "1" "0" "2" "6" "127" 325.769
"1280" "5" "1" "0" "55" "2" "128" 318.077
"1281" "6" "1" "1" "54" "1" "1" 333.462
"1282" "6" "1" "1" "13" "1" "2" 356.538
"1283" "6" "1" "1" "6" "1" "3" 418.077
"1284" "6" "1" "1" "3" "1" "4" 410.385
"1285" "6" "1" "1" "0" "1" "5" 295.000
"1286" "6" "1" "1" "15" "1" "6" 318.077
"1287" "6" "1" "1" "23" "1" "7" 287.308
"1288" "6" "1" "1" "5" "1" "8" 310.385
"1289" "6" "1" "1" "20" "1" "9" 279.615
"1290" "6" "1" "1" "56" "1" "10" 325.769
"1291" "6" "1" "1" "7" "1" "11" NA
"1292" "6" "1" "1" "4" "1" "12" 348.846
"1293" "6" "1" "1" "17" "1" "13" 356.538
"1294" "6" "1" "1" "6" "2" "14" 348.846
"1295" "6" "1" "1" "5" "2" "15" 295.000
"1296" "6" "1" "1" "0" "2" "16" 248.846
"1297" "6" "1" "1" "55" "1" "17" 333.462
"1298" "6" "1" "1" "1" "1" "18" NA
"1299" "6" "1" "1" "62" "1" "19" 333.462
"1300" "6" "1" "1" "59" "1" "20" 341.154
"1301" "6" "1" "1" "63" "1" "21" 325.769
"1302" "6" "1" "1" "9" "1" "22" 387.308
"1303" "6" "1" "1" "10" "1" "23" NA
"1304" "6" "1" "1" "62" "2" "24" 379.615
"1305" "6" "1" "1" "61" "1" "25" 356.538
"1306" "6" "1" "1" "16" "1" "26" 333.462
"1307" "6" "1" "1" "57" "1" "27" 341.154
"1308" "6" "1" "1" "3" "2" "28" 364.231
"1309" "6" "1" "1" "53" "1" "29" NA
"1310" "6" "1" "1" "21" "1" "30" 371.923
"1311" "6" "1" "1" "7" "2" "31" 325.769
"1312" "6" "1" "1" "3" "3" "32" 318.077
"1313" "6" "1" "1" "18" "1" "33" 341.154
"1314" "6" "1" "1" "11" "1" "34" 310.385
"1315" "6" "1" "1" "5" "3" "35" 341.154
"1316" "6" "1" "1" "60" "1" "36" 341.154
"1317" "6" "1" "1" "52" "1" "37" 279.615
"1318" "6" "1" "1" "14" "1" "38" 364.231
"1319" "6" "1" "1" "8" "1" "39" 295.000
"1320" "6" "1" "1" "51" "1" "40" 395.000
"1321" "6" "1" "1" "4" "2" "41" 325.769
"1322" "6" "1" "1" "19" "1" "42" NA
"1323" "6" "1" "1" "4" "3" "43" 348.846
"1324" "6" "1" "1" "60" "2" "44" 371.923
"1325" "6" "1" "1" "9" "2" "45" 356.538
"1326" "6" "1" "1" "22" "1" "46" 402.692
"1327" "6" "1" "1" "58" "1" "47" 318.077
"1328" "6" "1" "1" "0" "3" "48" 471.923
"1329" "6" "1" "1" "50" "1" "49" 348.846
"1330" "6" "1" "1" "49" "1" "50" 325.769
"1331" "6" "1" "1" "13" "2" "51" 379.615
"1332" "6" "1" "1" "12" "1" "52" 410.385
"1333" "6" "1" "1" "7" "3" "53" 318.077
"1334" "6" "1" "1" "1" "2" "54" 325.769
"1335" "6" "1" "1" "48" "1" "55" 318.077
"1336" "6" "1" "1" "56" "2" "56" 302.692
"1337" "6" "1" "1" "2" "1" "57" 402.692
"1338" "6" "1" "1" "1" "3" "58" 318.077
"1339" "6" "1" "1" "2" "2" "59" 333.462
"1340" "6" "1" "1" "6" "3" "60" 333.462
"1341" "6" "1" "1" "11" "2" "61" 318.077
"1342" "6" "1" "1" "58" "2" "62" 325.769
"1343" "6" "1" "1" "2" "3" "63" 341.154
"1344" "6" "1" "1" "15" "2" "64" 348.846
"1345" "6" "1" "1" "5" "4" "65" 287.308
"1346" "6" "1" "1" "1" "4" "66" 356.538
"1347" "6" "1" "1" "13" "3" "67" 371.923
"1348" "6" "1" "1" "57" "2" "68" 310.385
"1349" "6" "1" "1" "3" "4" "69" 302.692
"1350" "6" "1" "1" "8" "2" "70" 318.077
"1351" "6" "1" "1" "53" "2" "71" 318.077
"1352" "6" "1" "1" "2" "4" "72" 356.538
"1353" "6" "1" "1" "10" "2" "73" 333.462
"1354" "6" "1" "1" "2" "5" "74" 279.615
"1355" "6" "1" "1" "12" "2" "75" 348.846
"1356" "6" "1" "1" "1" "5" "76" 318.077
"1357" "6" "1" "1" "62" "3" "77" NA
"1358" "6" "1" "1" "62" "4" "78" 318.077
"1359" "6" "1" "1" "3" "5" "79" 310.385
"1360" "6" "1" "1" "19" "2" "80" 325.769
"1361" "6" "1" "1" "14" "2" "81" 318.077
"1362" "6" "1" "1" "1" "6" "82" 310.385
"1363" "6" "1" "1" "17" "2" "83" 302.692
"1364" "6" "1" "1" "23" "2" "84" 271.923
"1365" "6" "1" "1" "7" "4" "85" 341.154
"1366" "6" "1" "1" "54" "2" "86" 341.154
"1367" "6" "1" "1" "56" "3" "87" 287.308
"1368" "6" "1" "1" "3" "6" "88" 341.154
"1369" "6" "1" "1" "7" "5" "89" 302.692
"1370" "6" "1" "1" "0" "4" "90" 302.692
"1371" "6" "1" "1" "22" "2" "91" 325.769
"1372" "6" "1" "1" "16" "2" "92" 264.231
"1373" "6" "1" "1" "20" "2" "93" 310.385
"1374" "6" "1" "1" "0" "5" "94" 325.769
"1375" "6" "1" "1" "4" "4" "95" 264.231
"1376" "6" "1" "1" "11" "3" "96" 318.077
"1377" "6" "1" "1" "5" "5" "97" 271.923
"1378" "6" "1" "1" "18" "2" "98" 341.154
"1379" "6" "1" "1" "6" "4" "99" 371.923
"1380" "6" "1" "1" "15" "3" "100" 387.308
"1381" "6" "1" "1" "7" "6" "101" 325.769
"1382" "6" "1" "1" "51" "2" "102" 364.231
"1383" "6" "1" "1" "15" "4" "103" 279.615
"1384" "6" "1" "1" "52" "2" "104" 333.462
"1385" "6" "1" "1" "60" "3" "105" 310.385
"1386" "6" "1" "1" "6" "5" "106" 395.000
"1387" "6" "1" "1" "4" "5" "107" 302.692
"1388" "6" "1" "1" "61" "2" "108" 310.385
"1389" "6" "1" "1" "0" "6" "109" 264.231
"1390" "6" "1" "1" "49" "2" "110" 287.308
"1391" "6" "1" "1" "13" "4" "111" 302.692
"1392" "6" "1" "1" "6" "6" "112" 287.308
"1393" "6" "1" "1" "2" "6" "113" 295.000
"1394" "6" "1" "1" "59" "2" "114" 310.385
"1395" "6" "1" "1" "4" "6" "115" 271.923
"1396" "6" "1" "1" "11" "4" "116" 310.385
"1397" "6" "1" "1" "58" "3" "117" 264.231
"1398" "6" "1" "1" "48" "2" "118" 364.231
"1399" "6" "1" "1" "50" "2" "119" 295.000
"1400" "6" "1" "1" "9" "3" "120" 295.000
"1401" "6" "1" "1" "60" "4" "121" 325.769
"1402" "6" "1" "1" "56" "4" "122" 310.385
"1403" "6" "1" "1" "58" "4" "123" 279.615
"1404" "6" "1" "1" "63" "2" "124" 325.769
"1405" "6" "1" "1" "9" "4" "125" 310.385
"1406" "6" "1" "1" "21" "2" "126" 302.692
"1407" "6" "1" "1" "5" "6" "127" 310.385
"1408" "6" "1" "1" "55" "2" "128" 371.923
"1409" "6" "1" "0" "13" "1" "1" 441.154
"1410" "6" "1" "0" "7" "1" "2" 302.692
"1411" "6" "1" "0" "19" "1" "3" 333.462
"1412" "6" "1" "0" "58" "1" "4" 418.077
"1413" "6" "1" "0" "9" "1" "5" 287.308
"1414" "6" "1" "0" "0" "1" "6" NA
"1415" "6" "1" "0" "12" "1" "7" 356.538
"1416" "6" "1" "0" "2" "1" "8" 379.615
"1417" "6" "1" "0" "58" "2" "9" 302.692
"1418" "6" "1" "0" "5" "1" "10" 310.385
"1419" "6" "1" "0" "4" "1" "11" 302.692
"1420" "6" "1" "0" "11" "1" "12" 564.231
"1421" "6" "1" "0" "5" "2" "13" 310.385
"1422" "6" "1" "0" "59" "1" "14" 356.538
"1423" "6" "1" "0" "49" "1" "15" 302.692
"1424" "6" "1" "0" "1" "1" "16" 464.231
"1425" "6" "1" "0" "52" "1" "17" NA
"1426" "6" "1" "0" "50" "1" "18" 264.231
"1427" "6" "1" "0" "62" "1" "19" 256.538
"1428" "6" "1" "0" "2" "2" "20" 279.615
"1429" "6" "1" "0" "6" "1" "21" 302.692
"1430" "6" "1" "0" "56" "1" "22" 318.077
"1431" "6" "1" "0" "15" "1" "23" 287.308
"1432" "6" "1" "0" "51" "1" "24" NA
"1433" "6" "1" "0" "9" "2" "25" 264.231
"1434" "6" "1" "0" "15" "2" "26" 279.615
"1435" "6" "1" "0" "4" "2" "27" 287.308
"1436" "6" "1" "0" "3" "1" "28" 287.308
"1437" "6" "1" "0" "54" "1" "29" 310.385
"1438" "6" "1" "0" "63" "1" "30" 318.077
"1439" "6" "1" "0" "3" "2" "31" 271.923
"1440" "6" "1" "0" "53" "1" "32" NA
"1441" "6" "1" "0" "16" "1" "33" 341.154
"1442" "6" "1" "0" "5" "3" "34" 348.846
"1443" "6" "1" "0" "1" "2" "35" 371.923
"1444" "6" "1" "0" "7" "2" "36" 295.000
"1445" "6" "1" "0" "61" "1" "37" NA
"1446" "6" "1" "0" "18" "1" "38" 302.692
"1447" "6" "1" "0" "14" "1" "39" 348.846
"1448" "6" "1" "0" "2" "3" "40" 302.692
"1449" "6" "1" "0" "20" "1" "41" 271.923
"1450" "6" "1" "0" "7" "3" "42" 325.769
"1451" "6" "1" "0" "6" "2" "43" 248.846
"1452" "6" "1" "0" "17" "1" "44" 310.385
"1453" "6" "1" "0" "13" "2" "45" 325.769
"1454" "6" "1" "0" "48" "1" "46" 310.385
"1455" "6" "1" "0" "56" "2" "47" 248.846
"1456" "6" "1" "0" "0" "2" "48" 302.692
"1457" "6" "1" "0" "55" "1" "49" 410.385
"1458" "6" "1" "0" "60" "1" "50" 248.846
"1459" "6" "1" "0" "57" "1" "51" 256.538
"1460" "6" "1" "0" "4" "3" "52" 279.615
"1461" "6" "1" "0" "3" "3" "53" 233.462
"1462" "6" "1" "0" "60" "2" "54" 302.692
"1463" "6" "1" "0" "21" "1" "55" NA
"1464" "6" "1" "0" "1" "3" "56" 287.308
"1465" "6" "1" "0" "23" "1" "57" 318.077
"1466" "6" "1" "0" "0" "3" "58" 310.385
"1467" "6" "1" "0" "11" "2" "59" 341.154
"1468" "6" "1" "0" "22" "1" "60" 333.462
"1469" "6" "1" "0" "6" "3" "61" 333.462
"1470" "6" "1" "0" "10" "1" "62" 325.769
"1471" "6" "1" "0" "8" "1" "63" 295.000
"1472" "6" "1" "0" "62" "2" "64" 271.923
"1473" "6" "1" "0" "20" "2" "65" 295.000
"1474" "6" "1" "0" "18" "2" "66" 233.462
"1475" "6" "1" "0" "3" "4" "67" 279.615
"1476" "6" "1" "0" "51" "2" "68" 387.308
"1477" "6" "1" "0" "56" "3" "69" 287.308
"1478" "6" "1" "0" "50" "2" "70" 271.923
"1479" "6" "1" "0" "2" "4" "71" 264.231
"1480" "6" "1" "0" "4" "4" "72" 271.923
"1481" "6" "1" "0" "19" "2" "73" NA
"1482" "6" "1" "0" "15" "3" "74" 264.231
"1483" "6" "1" "0" "53" "2" "75" NA
"1484" "6" "1" "0" "6" "4" "76" 241.154
"1485" "6" "1" "0" "9" "3" "77" 241.154
"1486" "6" "1" "0" "7" "4" "78" 264.231
"1487" "6" "1" "0" "7" "5" "79" 295.000
"1488" "6" "1" "0" "57" "2" "80" 333.462
"1489" "6" "1" "0" "11" "3" "81" 341.154
"1490" "6" "1" "0" "21" "2" "82" 241.154
"1491" "6" "1" "0" "22" "2" "83" 233.462
"1492" "6" "1" "0" "62" "3" "84" 287.308
"1493" "6" "1" "0" "17" "2" "85" 356.538
"1494" "6" "1" "0" "9" "4" "86" 256.538
"1495" "6" "1" "0" "60" "3" "87" 341.154
"1496" "6" "1" "0" "14" "2" "88" 379.615
"1497" "6" "1" "0" "10" "2" "89" 318.077
"1498" "6" "1" "0" "6" "5" "90" 295.000
"1499" "6" "1" "0" "5" "4" "91" 287.308
"1500" "6" "1" "0" "1" "4" "92" 248.846
"1501" "6" "1" "0" "0" "4" "93" 341.154
"1502" "6" "1" "0" "5" "5" "94" 271.923
"1503" "6" "1" "0" "61" "2" "95" 241.154
"1504" "6" "1" "0" "23" "2" "96" 287.308
"1505" "6" "1" "0" "4" "5" "97" 225.769
"1506" "6" "1" "0" "2" "5" "98" 302.692
"1507" "6" "1" "0" "5" "6" "99" 295.000
"1508" "6" "1" "0" "6" "6" "100" 325.769
"1509" "6" "1" "0" "3" "5" "101" 295.000
"1510" "6" "1" "0" "0" "5" "102" 248.846
"1511" "6" "1" "0" "58" "3" "103" 356.538
"1512" "6" "1" "0" "4" "6" "104" 271.923
"1513" "6" "1" "0" "8" "2" "105" 241.154
"1514" "6" "1" "0" "16" "2" "106" 302.692
"1515" "6" "1" "0" "0" "6" "107" 233.462
"1516" "6" "1" "0" "60" "4" "108" 248.846
"1517" "6" "1" "0" "54" "2" "109" 264.231
"1518" "6" "1" "0" "55" "2" "110" 302.692
"1519" "6" "1" "0" "59" "2" "111" 264.231
"1520" "6" "1" "0" "48" "2" "112" 248.846
"1521" "6" "1" "0" "13" "3" "113" 302.692
"1522" "6" "1" "0" "49" "2" "114" 256.538
"1523" "6" "1" "0" "12" "2" "115" 225.769
"1524" "6" "1" "0" "1" "5" "116" 264.231
"1525" "6" "1" "0" "63" "2" "117" 325.769
"1526" "6" "1" "0" "15" "4" "118" 325.769
"1527" "6" "1" "0" "7" "6" "119" 271.923
"1528" "6" "1" "0" "56" "4" "120" 271.923
"1529" "6" "1" "0" "11" "4" "121" 395.000
"1530" "6" "1" "0" "52" "2" "122" NA
"1531" "6" "1" "0" "2" "6" "123" 302.692
"1532" "6" "1" "0" "62" "4" "124" 256.538
"1533" "6" "1" "0" "1" "6" "125" 256.538
"1534" "6" "1" "0" "13" "4" "126" 310.385
"1535" "6" "1" "0" "58" "4" "127" 287.308
"1536" "6" "1" "0" "3" "6" "128" 310.385
"1537" "7" "1" "1" "2" "1" "1" 302.692
"1538" "7" "1" "1" "1" "1" "2" 310.385
"1539" "7" "1" "1" "13" "1" "3" 356.538
"1540" "7" "1" "1" "5" "1" "4" 287.308
"1541" "7" "1" "1" "15" "1" "5" 318.077
"1542" "7" "1" "1" "59" "1" "6" 295.000
"1543" "7" "1" "1" "3" "1" "7" 325.769
"1544" "7" "1" "1" "2" "2" "8" 264.231
"1545" "7" "1" "1" "17" "1" "9" NA
"1546" "7" "1" "1" "0" "1" "10" 271.923
"1547" "7" "1" "1" "52" "1" "11" NA
"1548" "7" "1" "1" "60" "1" "12" 248.846
"1549" "7" "1" "1" "63" "1" "13" 279.615
"1550" "7" "1" "1" "62" "1" "14" 341.154
"1551" "7" "1" "1" "3" "2" "15" 279.615
"1552" "7" "1" "1" "1" "2" "16" 295.000
"1553" "7" "1" "1" "3" "3" "17" 348.846
"1554" "7" "1" "1" "19" "1" "18" NA
"1555" "7" "1" "1" "58" "1" "19" 271.923
"1556" "7" "1" "1" "21" "1" "20" 371.923
"1557" "7" "1" "1" "4" "1" "21" 287.308
"1558" "7" "1" "1" "56" "1" "22" 410.385
"1559" "7" "1" "1" "2" "3" "23" 356.538
"1560" "7" "1" "1" "0" "2" "24" 233.462
"1561" "7" "1" "1" "23" "1" "25" 256.538
"1562" "7" "1" "1" "11" "1" "26" 271.923
"1563" "7" "1" "1" "18" "1" "27" NA
"1564" "7" "1" "1" "62" "2" "28" NA
"1565" "7" "1" "1" "13" "2" "29" 318.077
"1566" "7" "1" "1" "61" "1" "30" 248.846
"1567" "7" "1" "1" "11" "2" "31" 256.538
"1568" "7" "1" "1" "6" "1" "32" 325.769
"1569" "7" "1" "1" "6" "2" "33" 371.923
"1570" "7" "1" "1" "8" "1" "34" 318.077
"1571" "7" "1" "1" "7" "1" "35" 295.000
"1572" "7" "1" "1" "15" "2" "36" 248.846
"1573" "7" "1" "1" "54" "1" "37" 348.846
"1574" "7" "1" "1" "12" "1" "38" 348.846
"1575" "7" "1" "1" "49" "1" "39" 318.077
"1576" "7" "1" "1" "22" "1" "40" 333.462
"1577" "7" "1" "1" "57" "1" "41" 318.077
"1578" "7" "1" "1" "60" "2" "42" 333.462
"1579" "7" "1" "1" "51" "1" "43" 310.385
"1580" "7" "1" "1" "53" "1" "44" 279.615
"1581" "7" "1" "1" "5" "2" "45" 218.077
"1582" "7" "1" "1" "14" "1" "46" 264.231
"1583" "7" "1" "1" "50" "1" "47" 271.923
"1584" "7" "1" "1" "1" "3" "48" 348.846
"1585" "7" "1" "1" "0" "3" "49" 295.000
"1586" "7" "1" "1" "4" "2" "50" 233.462
"1587" "7" "1" "1" "9" "1" "51" 295.000
"1588" "7" "1" "1" "16" "1" "52" 287.308
"1589" "7" "1" "1" "4" "3" "53" 341.154
"1590" "7" "1" "1" "20" "1" "54" 302.692
"1591" "7" "1" "1" "9" "2" "55" 356.538
"1592" "7" "1" "1" "58" "2" "56" 295.000
"1593" "7" "1" "1" "7" "2" "57" 287.308
"1594" "7" "1" "1" "55" "1" "58" 318.077
"1595" "7" "1" "1" "7" "3" "59" 333.462
"1596" "7" "1" "1" "48" "1" "60" 295.000
"1597" "7" "1" "1" "6" "3" "61" 295.000
"1598" "7" "1" "1" "5" "3" "62" 295.000
"1599" "7" "1" "1" "10" "1" "63" 295.000
"1600" "7" "1" "1" "56" "2" "64" 318.077
"1601" "7" "1" "1" "51" "2" "65" 325.769
"1602" "7" "1" "1" "52" "2" "66" 264.231
"1603" "7" "1" "1" "54" "2" "67" NA
"1604" "7" "1" "1" "0" "4" "68" NA
"1605" "7" "1" "1" "59" "2" "69" 318.077
"1606" "7" "1" "1" "4" "4" "70" 341.154
"1607" "7" "1" "1" "7" "4" "71" 302.692
"1608" "7" "1" "1" "56" "3" "72" 333.462
"1609" "7" "1" "1" "58" "3" "73" 302.692
"1610" "7" "1" "1" "19" "2" "74" 348.846
"1611" "7" "1" "1" "60" "3" "75" 295.000
"1612" "7" "1" "1" "17" "2" "76" NA
"1613" "7" "1" "1" "3" "4" "77" 325.769
"1614" "7" "1" "1" "57" "2" "78" 264.231
"1615" "7" "1" "1" "22" "2" "79" 364.231
"1616" "7" "1" "1" "23" "2" "80" 241.154
"1617" "7" "1" "1" "21" "2" "81" 248.846
"1618" "7" "1" "1" "53" "2" "82" 371.923
"1619" "7" "1" "1" "5" "4" "83" 225.769
"1620" "7" "1" "1" "16" "2" "84" 271.923
"1621" "7" "1" "1" "63" "2" "85" NA
"1622" "7" "1" "1" "15" "3" "86" 302.692
"1623" "7" "1" "1" "5" "5" "87" 310.385
"1624" "7" "1" "1" "4" "5" "88" 310.385
"1625" "7" "1" "1" "11" "3" "89" 264.231
"1626" "7" "1" "1" "62" "3" "90" 271.923
"1627" "7" "1" "1" "8" "2" "91" 264.231
"1628" "7" "1" "1" "3" "5" "92" 264.231
"1629" "7" "1" "1" "11" "4" "93" 248.846
"1630" "7" "1" "1" "5" "6" "94" 279.615
"1631" "7" "1" "1" "2" "4" "95" 325.769
"1632" "7" "1" "1" "0" "5" "96" 271.923
"1633" "7" "1" "1" "7" "5" "97" 241.154
"1634" "7" "1" "1" "48" "2" "98" 271.923
"1635" "7" "1" "1" "50" "2" "99" 241.154
"1636" "7" "1" "1" "10" "2" "100" 310.385
"1637" "7" "1" "1" "12" "2" "101" 264.231
"1638" "7" "1" "1" "3" "6" "102" 325.769
"1639" "7" "1" "1" "58" "4" "103" 410.385
"1640" "7" "1" "1" "2" "5" "104" 295.000
"1641" "7" "1" "1" "20" "2" "105" 371.923
"1642" "7" "1" "1" "1" "4" "106" 318.077
"1643" "7" "1" "1" "49" "2" "107" 333.462
"1644" "7" "1" "1" "13" "3" "108" 264.231
"1645" "7" "1" "1" "9" "3" "109" NA
"1646" "7" "1" "1" "14" "2" "110" 295.000
"1647" "7" "1" "1" "1" "5" "111" 287.308
"1648" "7" "1" "1" "6" "4" "112" 295.000
"1649" "7" "1" "1" "6" "5" "113" 318.077
"1650" "7" "1" "1" "2" "6" "114" 295.000
"1651" "7" "1" "1" "1" "6" "115" 271.923
"1652" "7" "1" "1" "4" "6" "116" 264.231
"1653" "7" "1" "1" "6" "6" "117" 287.308
"1654" "7" "1" "1" "15" "4" "118" 264.231
"1655" "7" "1" "1" "18" "2" "119" 248.846
"1656" "7" "1" "1" "9" "4" "120" NA
"1657" "7" "1" "1" "0" "6" "121" 356.538
"1658" "7" "1" "1" "13" "4" "122" 279.615
"1659" "7" "1" "1" "62" "4" "123" 356.538
"1660" "7" "1" "1" "60" "4" "124" 387.308
"1661" "7" "1" "1" "56" "4" "125" 302.692
"1662" "7" "1" "1" "7" "6" "126" 256.538
"1663" "7" "1" "1" "55" "2" "127" 325.769
"1664" "7" "1" "1" "61" "2" "128" 310.385
"1665" "7" "1" "0" "7" "1" "1" 402.692
"1666" "7" "1" "0" "21" "1" "2" 310.385
"1667" "7" "1" "0" "49" "1" "3" 295.000
"1668" "7" "1" "0" "12" "1" "4" 287.308
"1669" "7" "1" "0" "23" "1" "5" 248.846
"1670" "7" "1" "0" "20" "1" "6" 295.000
"1671" "7" "1" "0" "55" "1" "7" 318.077
"1672" "7" "1" "0" "52" "1" "8" 295.000
"1673" "7" "1" "0" "63" "1" "9" 248.846
"1674" "7" "1" "0" "15" "1" "10" 295.000
"1675" "7" "1" "0" "4" "1" "11" 310.385
"1676" "7" "1" "0" "60" "1" "12" 295.000
"1677" "7" "1" "0" "0" "1" "13" 256.538
"1678" "7" "1" "0" "7" "2" "14" 264.231
"1679" "7" "1" "0" "1" "1" "15" 264.231
"1680" "7" "1" "0" "9" "1" "16" 295.000
"1681" "7" "1" "0" "19" "1" "17" NA
"1682" "7" "1" "0" "5" "1" "18" 241.154
"1683" "7" "1" "0" "61" "1" "19" 310.385
