"PDist" "Block" "Cond" "TB" "Subj"
652 0.02615 "3" "0" "9" "S2"
653 0.02300 "3" "0" "10" "S2"
654 0.01503 "3" "0" "10" "S2"
655 0.04499 "3" "0" "10" "S2"
656 0.01410 "3" "0" "10" "S2"
657 0.00800 "3" "0" "11" "S2"
658 0.04774 "3" "0" "11" "S2"
659 0.04041 "3" "0" "15" "S2"
660 0.01987 "3" "0" "15" "S2"
661 0.01425 "3" "0" "16" "S2"
662 0.02531 "3" "0" "16" "S2"
663 0.03453 "3" "0" "17" "S2"
664 0.02530 "3" "0" "17" "S2"
665 0.04975 "3" "0" "17" "S2"
666 0.04389 "3" "0" "17" "S2"
667 0.01525 "3" "0" "17" "S2"
668 0.03981 "3" "0" "17" "S2"
669 0.04167 "3" "0" "18" "S2"
670 0.04805 "3" "0" "18" "S2"
671 0.06659 "3" "0" "19" "S2"
672 0.01852 "3" "0" "19" "S2"
673 0.03534 "3" "0" "23" "S2"
674 0.01885 "3" "0" "23" "S2"
675 0.00413 "3" "0" "24" "S2"
676 0.06769 "3" "0" "24" "S2"
677 0.02593 "3" "0" "24" "S2"
678 0.01057 "3" "0" "24" "S2"
679 0.03181 "3" "0" "25" "S2"
680 0.00586 "3" "0" "25" "S2"
681 0.01367 "3" "0" "25" "S2"
682 0.00902 "3" "0" "25" "S2"
683 0.00542 "3" "0" "25" "S2"
684 0.02121 "3" "0" "25" "S2"
685 0.05775 "3" "0" "26" "S2"
686 0.01672 "3" "0" "26" "S2"
687 0.12617 "3" "0" "26" "S2"
688 0.04455 "3" "0" "26" "S2"
689 0.15482 "3" "0" "27" "S2"
690 0.17206 "3" "0" "27" "S2"
691 0.02658 "3" "0" "31" "S2"
692 0.02948 "3" "0" "31" "S2"
693 0.03974 "3" "0" "32" "S2"
694 0.00744 "3" "0" "32" "S2"
695 0.01801 "3" "0" "33" "S2"
696 0.00725 "3" "0" "33" "S2"
697 0.01479 "3" "0" "33" "S2"
698 0.03218 "3" "0" "33" "S2"
699 0.01591 "3" "0" "33" "S2"
700 0.02968 "3" "0" "33" "S2"
701 0.00568 "3" "0" "34" "S2"
702 0.02072 "3" "0" "34" "S2"
703 0.03870 "3" "0" "35" "S2"
704 0.10540 "3" "0" "35" "S2"
705 0.02904 "3" "0" "39" "S2"
706 0.02870 "3" "0" "39" "S2"
707 0.00746 "3" "0" "40" "S2"
708 0.01409 "3" "0" "40" "S2"
709 0.01471 "3" "0" "40" "S2"
710 0.04817 "3" "0" "40" "S2"
711 0.04527 "3" "0" "41" "S2"
712 0.00615 "3" "0" "41" "S2"
713 0.00560 "3" "0" "41" "S2"
714 0.03911 "3" "0" "41" "S2"
715 0.02316 "3" "0" "41" "S2"
716 0.00769 "3" "0" "41" "S2"
717 0.04464 "3" "0" "42" "S2"
718 0.05048 "3" "0" "42" "S2"
719 0.01560 "3" "0" "42" "S2"
720 0.01480 "3" "0" "42" "S2"
721 0.01984 "3" "0" "43" "S2"
722 0.07076 "3" "0" "43" "S2"
723 0.03798 "3" "0" "47" "S2"
724 0.04370 "3" "0" "47" "S2"
725 0.03151 "3" "0" "48" "S2"
726 0.00885 "3" "0" "48" "S2"
727 0.03404 "3" "0" "49" "S2"
728 0.02969 "3" "0" "49" "S2"
729 0.00481 "3" "0" "49" "S2"
730 0.00426 "3" "0" "49" "S2"
731 0.02957 "3" "0" "49" "S2"
732 0.02147 "3" "0" "49" "S2"
733 0.01362 "3" "0" "50" "S2"
734 0.02738 "3" "0" "50" "S2"
735 0.01257 "3" "0" "51" "S2"
736 0.02221 "3" "0" "51" "S2"
737 0.00876 "3" "0" "55" "S2"
738 0.05105 "3" "0" "55" "S2"
739 0.01925 "3" "0" "56" "S2"
740 0.02158 "3" "0" "56" "S2"
741 0.01843 "3" "0" "56" "S2"
742 0.02228 "3" "0" "56" "S2"
743 0.02272 "3" "0" "57" "S2"
744 0.10376 "3" "0" "57" "S2"
745 0.03631 "3" "0" "57" "S2"
746 0.08719 "3" "0" "57" "S2"
747 0.01754 "3" "0" "57" "S2"
748 0.04923 "3" "0" "57" "S2"
749 0.01394 "3" "0" "58" "S2"
750 0.01429 "3" "0" "58" "S2"
751 0.04452 "3" "0" "58" "S2"
752 0.04262 "3" "0" "58" "S2"
753 0.04559 "3" "0" "59" "S2"
754 0.01865 "3" "0" "59" "S2"
755 0.03399 "3" "0" "63" "S2"
756 0.04155 "3" "0" "63" "S2"
757 0.01661 "3" "0" "64" "S2"
758 0.02275 "3" "0" "64" "S2"
759 0.05895 "1" "0" "1" "S3"
760 0.09147 "1" "0" "1" "S3"
761 0.01659 "1" "0" "1" "S3"
762 0.10092 "1" "0" "1" "S3"
763 0.02281 "1" "0" "1" "S3"
764 0.02271 "1" "0" "1" "S3"
765 0.04818 "1" "0" "2" "S3"
766 0.04441 "1" "0" "2" "S3"
767 0.03752 "1" "0" "3" "S3"
768 0.03200 "1" "0" "3" "S3"
769 0.04761 "1" "0" "7" "S3"
770 0.02759 "1" "0" "7" "S3"
771 0.01436 "1" "0" "8" "S3"
772 0.03106 "1" "0" "8" "S3"
773 0.02091 "1" "0" "8" "S3"
774 0.05291 "1" "0" "8" "S3"
775 0.01330 "1" "0" "9" "S3"
776 0.03888 "1" "0" "9" "S3"
777 0.02153 "1" "0" "9" "S3"
778 0.01949 "1" "0" "9" "S3"
779 0.01962 "1" "0" "9" "S3"
780 0.00936 "1" "0" "9" "S3"
781 0.06346 "1" "0" "10" "S3"
782 0.02440 "1" "0" "10" "S3"
783 0.03030 "1" "0" "10" "S3"
784 0.04241 "1" "0" "10" "S3"
785 0.02259 "1" "0" "11" "S3"
786 0.01458 "1" "0" "11" "S3"
787 0.01962 "1" "0" "15" "S3"
788 0.06198 "1" "0" "15" "S3"
789 0.03927 "1" "0" "16" "S3"
790 0.03544 "1" "0" "16" "S3"
791 0.04016 "1" "0" "17" "S3"
792 0.04116 "1" "0" "17" "S3"
793 0.03010 "1" "0" "17" "S3"
794 0.07472 "1" "0" "17" "S3"
795 0.01515 "1" "0" "17" "S3"
796 0.10588 "1" "0" "17" "S3"
797 0.02048 "1" "0" "18" "S3"
798 0.06564 "1" "0" "18" "S3"
799 0.03546 "1" "0" "19" "S3"
800 0.03570 "1" "0" "19" "S3"
801 0.02586 "1" "0" "23" "S3"
802 0.06821 "1" "0" "23" "S3"
803 0.01037 "1" "0" "24" "S3"
804 0.01503 "1" "0" "24" "S3"
805 0.03118 "1" "0" "24" "S3"
806 0.04330 "1" "0" "24" "S3"
807 0.01042 "1" "0" "25" "S3"
808 0.08789 "1" "0" "25" "S3"
809 0.01693 "1" "0" "25" "S3"
810 0.01635 "1" "0" "25" "S3"
811 0.03952 "1" "0" "25" "S3"
812 0.03711 "1" "0" "25" "S3"
813 0.01910 "1" "0" "26" "S3"
814 0.01671 "1" "0" "26" "S3"
815 0.08466 "1" "0" "26" "S3"
816 0.10093 "1" "0" "26" "S3"
817 0.19607 "1" "0" "27" "S3"
818 0.13264 "1" "0" "27" "S3"
819 0.05801 "1" "0" "31" "S3"
820 0.08577 "1" "0" "31" "S3"
821 0.04088 "1" "0" "32" "S3"
822 0.14941 "1" "0" "32" "S3"
823 0.04662 "1" "0" "33" "S3"
824 0.01583 "1" "0" "33" "S3"
825 0.03968 "1" "0" "33" "S3"
826 0.01424 "1" "0" "33" "S3"
827 0.03811 "1" "0" "33" "S3"
828 0.05005 "1" "0" "34" "S3"
829 0.07926 "1" "0" "34" "S3"
830 0.04267 "1" "0" "35" "S3"
831 0.08178 "1" "0" "35" "S3"
832 0.19210 "1" "0" "39" "S3"
833 0.07415 "1" "0" "39" "S3"
834 0.02323 "1" "0" "40" "S3"
835 0.03387 "1" "0" "40" "S3"
836 0.08139 "1" "0" "40" "S3"
837 0.21609 "1" "0" "40" "S3"
838 0.06337 "1" "0" "41" "S3"
839 0.04710 "1" "0" "41" "S3"
840 0.07413 "1" "0" "41" "S3"
841 0.03468 "1" "0" "41" "S3"
842 0.03493 "1" "0" "41" "S3"
843 0.01988 "1" "0" "42" "S3"
844 0.02882 "1" "0" "42" "S3"
845 0.06635 "1" "0" "42" "S3"
846 0.03661 "1" "0" "42" "S3"
847 0.03749 "1" "0" "43" "S3"
848 0.08355 "1" "0" "43" "S3"
849 0.07754 "1" "0" "47" "S3"
850 0.29220 "1" "0" "47" "S3"
851 0.03783 "1" "0" "48" "S3"
852 0.08389 "1" "0" "48" "S3"
853 0.01264 "1" "0" "49" "S3"
854 0.03176 "1" "0" "49" "S3"
855 0.03436 "1" "0" "49" "S3"
856 0.06754 "1" "0" "49" "S3"
857 0.03418 "1" "0" "49" "S3"
858 0.01736 "1" "0" "49" "S3"
859 0.01452 "1" "0" "50" "S3"
860 0.01540 "1" "0" "50" "S3"
861 0.01246 "1" "0" "51" "S3"
862 0.02557 "1" "0" "51" "S3"
863 0.05596 "1" "0" "55" "S3"
864 0.08274 "1" "0" "55" "S3"
865 0.12653 "1" "0" "56" "S3"
866 0.03936 "1" "0" "56" "S3"
867 0.02690 "1" "0" "56" "S3"
868 0.16591 "1" "0" "56" "S3"
869 0.01968 "1" "0" "57" "S3"
870 0.03588 "1" "0" "57" "S3"
871 0.21398 "1" "0" "57" "S3"
872 0.01364 "1" "0" "57" "S3"
873 0.05893 "1" "0" "57" "S3"
874 0.09235 "1" "0" "57" "S3"
875 0.02987 "1" "0" "58" "S3"
876 0.02619 "1" "0" "58" "S3"
877 0.06280 "1" "0" "58" "S3"
878 0.01404 "1" "0" "58" "S3"
879 0.02600 "1" "0" "59" "S3"
880 0.00565 "1" "0" "59" "S3"
881 0.00587 "1" "0" "63" "S3"
882 0.03097 "1" "0" "63" "S3"
883 0.02526 "1" "0" "64" "S3"
884 0.06458 "1" "0" "64" "S3"
885 0.07272 "2" "1" "1" "S3"
886 0.06596 "2" "1" "1" "S3"
887 0.12971 "2" "1" "1" "S3"
888 0.06168 "2" "1" "1" "S3"
889 0.09488 "2" "1" "1" "S3"
890 0.04118 "2" "1" "1" "S3"
891 0.02682 "2" "1" "2" "S3"
892 0.05821 "2" "1" "2" "S3"
893 0.07675 "2" "1" "3" "S3"
894 0.05105 "2" "1" "3" "S3"
895 0.02897 "2" "1" "7" "S3"
896 0.01830 "2" "1" "7" "S3"
897 0.07708 "2" "1" "8" "S3"
898 0.03467 "2" "1" "8" "S3"
899 0.04411 "2" "1" "8" "S3"
900 0.04540 "2" "1" "8" "S3"
901 0.01594 "2" "1" "9" "S3"
902 0.01835 "2" "1" "9" "S3"
903 0.03187 "2" "1" "9" "S3"
904 0.05055 "2" "1" "9" "S3"
905 0.03607 "2" "1" "9" "S3"
906 0.09061 "2" "1" "9" "S3"
907 0.08683 "2" "1" "10" "S3"
908 0.10379 "2" "1" "10" "S3"
909 0.02436 "2" "1" "10" "S3"
910 0.04154 "2" "1" "10" "S3"
911 0.07285 "2" "1" "11" "S3"
912 0.00982 "2" "1" "11" "S3"
913 0.03076 "2" "1" "15" "S3"
914 0.05763 "2" "1" "15" "S3"
915 0.01758 "2" "1" "16" "S3"
916 0.01932 "2" "1" "16" "S3"
917 0.04280 "2" "1" "17" "S3"
918 0.01574 "2" "1" "17" "S3"
919 0.09984 "2" "1" "17" "S3"
920 0.08143 "2" "1" "17" "S3"
921 0.12013 "2" "1" "17" "S3"
922 0.10442 "2" "1" "17" "S3"
923 0.08478 "2" "1" "18" "S3"
924 0.06712 "2" "1" "18" "S3"
925 0.07864 "2" "1" "19" "S3"
926 0.07821 "2" "1" "19" "S3"
927 0.10790 "2" "1" "23" "S3"
928 0.03762 "2" "1" "23" "S3"
929 0.03611 "2" "1" "24" "S3"
930 0.04712 "2" "1" "24" "S3"
931 0.01658 "2" "1" "24" "S3"
932 0.03288 "2" "1" "24" "S3"
933 0.01873 "2" "1" "25" "S3"
934 0.05896 "2" "1" "25" "S3"
935 0.01907 "2" "1" "25" "S3"
936 0.02725 "2" "1" "25" "S3"
937 0.03860 "2" "1" "25" "S3"
938 0.03508 "2" "1" "25" "S3"
939 0.03621 "2" "1" "26" "S3"
940 0.18360 "2" "1" "26" "S3"
941 0.20332 "2" "1" "26" "S3"
942 0.06144 "2" "1" "26" "S3"
943 0.10936 "2" "1" "27" "S3"
944 0.03783 "2" "1" "31" "S3"
945 0.05005 "2" "1" "31" "S3"
946 0.03962 "2" "1" "32" "S3"
947 0.04086 "2" "1" "32" "S3"
948 0.02261 "2" "1" "33" "S3"
949 0.02784 "2" "1" "33" "S3"
950 0.03796 "2" "1" "33" "S3"
951 0.02343 "2" "1" "33" "S3"
952 0.05887 "2" "1" "33" "S3"
953 0.03630 "2" "1" "33" "S3"
954 0.03575 "2" "1" "34" "S3"
955 0.04280 "2" "1" "35" "S3"
956 0.13919 "2" "1" "35" "S3"
957 0.05120 "2" "1" "39" "S3"
958 0.03502 "2" "1" "40" "S3"
959 0.08706 "2" "1" "40" "S3"
960 0.05408 "2" "1" "40" "S3"
961 0.01470 "2" "1" "41" "S3"
962 0.02523 "2" "1" "41" "S3"
963 0.02702 "2" "1" "41" "S3"
964 0.07089 "2" "1" "41" "S3"
965 0.07796 "2" "1" "41" "S3"
966 0.05218 "2" "1" "42" "S3"
967 0.04249 "2" "1" "42" "S3"
968 0.05107 "2" "1" "42" "S3"
969 0.05061 "2" "1" "43" "S3"
970 0.40147 "2" "1" "47" "S3"
971 0.04275 "2" "1" "48" "S3"
972 0.06786 "2" "1" "48" "S3"
973 0.05807 "2" "1" "49" "S3"
974 0.02383 "2" "1" "49" "S3"
975 0.11207 "2" "1" "49" "S3"
976 0.12282 "2" "1" "49" "S3"
977 0.11535 "2" "1" "49" "S3"
978 0.03054 "2" "1" "49" "S3"
979 0.03659 "2" "1" "50" "S3"
980 0.08799 "2" "1" "50" "S3"
981 0.01633 "2" "1" "51" "S3"
982 0.04696 "2" "1" "51" "S3"
983 0.07410 "2" "1" "55" "S3"
984 0.07040 "2" "1" "55" "S3"
985 0.04847 "2" "1" "56" "S3"
986 0.07502 "2" "1" "56" "S3"
987 0.08457 "2" "1" "56" "S3"
988 0.12781 "2" "1" "56" "S3"
989 0.04225 "2" "1" "57" "S3"
990 0.10911 "2" "1" "57" "S3"
991 0.07091 "2" "1" "57" "S3"
992 0.02840 "2" "1" "57" "S3"
993 0.06096 "2" "1" "57" "S3"
994 0.17473 "2" "1" "57" "S3"
995 0.03636 "2" "1" "58" "S3"
996 0.07515 "2" "1" "58" "S3"
997 0.06071 "2" "1" "58" "S3"
998 0.06880 "2" "1" "58" "S3"
999 0.11976 "2" "1" "59" "S3"
1000 0.07706 "2" "1" "59" "S3"
1001 0.04914 "2" "1" "63" "S3"
1002 0.02757 "2" "1" "63" "S3"
1003 0.09397 "2" "1" "64" "S3"
1004 0.07495 "2" "1" "64" "S3"
1005 0.02041 "3" "0" "1" "S3"
1006 0.04565 "3" "0" "1" "S3"
1007 0.04147 "3" "0" "1" "S3"
1008 0.03754 "3" "0" "1" "S3"
1009 0.01008 "3" "0" "1" "S3"
1010 0.06734 "3" "0" "1" "S3"
1011 0.04068 "3" "0" "2" "S3"
1012 0.03376 "3" "0" "2" "S3"
1013 0.01350 "3" "0" "3" "S3"
1014 0.06722 "3" "0" "3" "S3"
1015 0.02934 "3" "0" "7" "S3"
1016 0.08599 "3" "0" "7" "S3"
1017 0.04919 "3" "0" "8" "S3"
1018 0.03920 "3" "0" "8" "S3"
1019 0.06876 "3" "0" "8" "S3"
1020 0.07422 "3" "0" "8" "S3"
1021 0.09043 "3" "0" "9" "S3"
1022 0.03973 "3" "0" "9" "S3"
1023 0.06362 "3" "0" "9" "S3"
1024 0.02021 "3" "0" "9" "S3"
1025 0.09361 "3" "0" "9" "S3"
1026 0.08973 "3" "0" "9" "S3"
1027 0.07211 "3" "0" "10" "S3"
1028 0.03086 "3" "0" "10" "S3"
1029 0.08389 "3" "0" "10" "S3"
1030 0.05449 "3" "0" "11" "S3"
1031 0.04318 "3" "0" "11" "S3"
1032 0.08449 "3" "0" "15" "S3"
1033 0.08004 "3" "0" "15" "S3"
1034 0.07069 "3" "0" "16" "S3"
1035 0.04948 "3" "0" "16" "S3"
1036 0.08786 "3" "0" "17" "S3"
1037 0.02529 "3" "0" "17" "S3"
1038 0.07177 "3" "0" "17" "S3"
1039 0.14044 "3" "0" "17" "S3"
1040 0.03808 "3" "0" "17" "S3"
1041 0.11535 "3" "0" "17" "S3"
1042 0.14337 "3" "0" "18" "S3"
1043 0.05719 "3" "0" "18" "S3"
1044 0.05358 "3" "0" "19" "S3"
1045 0.04560 "3" "0" "19" "S3"
1046 0.10104 "3" "0" "23" "S3"
1047 0.06288 "3" "0" "23" "S3"
1048 0.02145 "3" "0" "24" "S3"
1049 0.01771 "3" "0" "24" "S3"
1050 0.04081 "3" "0" "24" "S3"
1051 0.03059 "3" "0" "24" "S3"
1052 0.02895 "3" "0" "25" "S3"
1053 0.05465 "3" "0" "25" "S3"
1054 0.03511 "3" "0" "25" "S3"
1055 0.03939 "3" "0" "25" "S3"
1056 0.06348 "3" "0" "25" "S3"
1057 0.02005 "3" "0" "25" "S3"
1058 0.09184 "3" "0" "26" "S3"
1059 0.11245 "3" "0" "26" "S3"
1060 0.24086 "3" "0" "26" "S3"
1061 0.21861 "3" "0" "26" "S3"
1062 0.07243 "3" "0" "27" "S3"
1063 0.17011 "3" "0" "27" "S3"
1064 0.13661 "3" "0" "31" "S3"
1065 0.14040 "3" "0" "31" "S3"
1066 0.01553 "3" "0" "32" "S3"
1067 0.03890 "3" "0" "32" "S3"
1068 0.03272 "3" "0" "33" "S3"
1069 0.02250 "3" "0" "33" "S3"
1070 0.09558 "3" "0" "33" "S3"
1071 0.01072 "3" "0" "33" "S3"
1072 0.03572 "3" "0" "33" "S3"
1073 0.00620 "3" "0" "33" "S3"
1074 0.04703 "3" "0" "34" "S3"
1075 0.07660 "3" "0" "34" "S3"
1076 0.03934 "3" "0" "35" "S3"
1077 0.13836 "3" "0" "35" "S3"
1078 0.14462 "3" "0" "39" "S3"
1079 0.08121 "3" "0" "39" "S3"
1080 0.04402 "3" "0" "40" "S3"
1081 0.14706 "3" "0" "40" "S3"
1082 0.01993 "3" "0" "40" "S3"
1083 0.07216 "3" "0" "40" "S3"
1084 0.05575 "3" "0" "41" "S3"
1085 0.02814 "3" "0" "41" "S3"
1086 0.02351 "3" "0" "41" "S3"
1087 0.01550 "3" "0" "41" "S3"
1088 0.02498 "3" "0" "41" "S3"
1089 0.02192 "3" "0" "42" "S3"
1090 0.03277 "3" "0" "42" "S3"
1091 0.02679 "3" "0" "42" "S3"
1092 0.01310 "3" "0" "42" "S3"
1093 0.13911 "3" "0" "43" "S3"
1094 0.14564 "3" "0" "43" "S3"
1095 0.12585 "3" "0" "47" "S3"
1096 0.36327 "3" "0" "47" "S3"
1097 0.08076 "3" "0" "48" "S3"
1098 0.05152 "3" "0" "48" "S3"
1099 0.01633 "3" "0" "49" "S3"
1100 0.06396 "3" "0" "49" "S3"
1101 0.04422 "3" "0" "49" "S3"
1102 0.05835 "3" "0" "49" "S3"
1103 0.04745 "3" "0" "49" "S3"
1104 0.05912 "3" "0" "49" "S3"
1105 0.03334 "3" "0" "50" "S3"
1106 0.05544 "3" "0" "50" "S3"
1107 0.01945 "3" "0" "51" "S3"
1108 0.02109 "3" "0" "51" "S3"
1109 0.04876 "3" "0" "55" "S3"
1110 0.08520 "3" "0" "55" "S3"
1111 0.11434 "3" "0" "56" "S3"
1112 0.15794 "3" "0" "56" "S3"
1113 0.13850 "3" "0" "56" "S3"
1114 0.10348 "3" "0" "56" "S3"
1115 0.02350 "3" "0" "57" "S3"
1116 0.07425 "3" "0" "57" "S3"
1117 0.03895 "3" "0" "57" "S3"
1118 0.11570 "3" "0" "57" "S3"
1119 0.06492 "3" "0" "57" "S3"
1120 0.05711 "3" "0" "58" "S3"
1121 0.01966 "3" "0" "58" "S3"
1122 0.04620 "3" "0" "58" "S3"
1123 0.02960 "3" "0" "58" "S3"
1124 0.05205 "3" "0" "59" "S3"
1125 0.01598 "3" "0" "59" "S3"
1126 0.03867 "3" "0" "63" "S3"
1127 0.03896 "3" "0" "64" "S3"
1128 0.03839 "1" "0" "1" "S4"
1129 0.08276 "1" "0" "1" "S4"
1130 0.01813 "1" "0" "1" "S4"
1131 0.10196 "1" "0" "1" "S4"
1132 0.00956 "1" "0" "1" "S4"
1133 0.05785 "1" "0" "1" "S4"
1134 0.05325 "1" "0" "2" "S4"
1135 0.02078 "1" "0" "2" "S4"
1136 0.05912 "1" "0" "3" "S4"
1137 0.01716 "1" "0" "3" "S4"
1138 0.01837 "1" "0" "7" "S4"
1139 0.03906 "1" "0" "7" "S4"
1140 0.03627 "1" "0" "8" "S4"
1141 0.07801 "1" "0" "8" "S4"
1142 0.04158 "1" "0" "8" "S4"
1143 0.02160 "1" "0" "8" "S4"
1144 0.01569 "1" "0" "9" "S4"
1145 0.03491 "1" "0" "9" "S4"
1146 0.03792 "1" "0" "9" "S4"
1147 0.01216 "1" "0" "9" "S4"
1148 0.05065 "1" "0" "9" "S4"
1149 0.02856 "1" "0" "9" "S4"
1150 0.03379 "1" "0" "10" "S4"
1151 0.00680 "1" "0" "10" "S4"
1152 0.01686 "1" "0" "10" "S4"
1153 0.02828 "1" "0" "10" "S4"
1154 0.04191 "1" "0" "11" "S4"
1155 0.01688 "1" "0" "11" "S4"
1156 0.01256 "1" "0" "15" "S4"
1157 0.01731 "1" "0" "15" "S4"
1158 0.00222 "1" "0" "16" "S4"
1159 0.00815 "1" "0" "16" "S4"
1160 0.03679 "1" "0" "17" "S4"
1161 0.02224 "1" "0" "17" "S4"
1162 0.04148 "1" "0" "17" "S4"
1163 0.01600 "1" "0" "17" "S4"
1164 0.02397 "1" "0" "17" "S4"
1165 0.00972 "1" "0" "17" "S4"
1166 0.04682 "1" "0" "18" "S4"
1167 0.07005 "1" "0" "18" "S4"
1168 0.04404 "1" "0" "19" "S4"
1169 0.38249 "1" "0" "19" "S4"
1170 0.05157 "1" "0" "23" "S4"
1171 0.02624 "1" "0" "23" "S4"
1172 0.04546 "1" "0" "24" "S4"
1173 0.00783 "1" "0" "24" "S4"
1174 0.00510 "1" "0" "24" "S4"
1175 0.02923 "1" "0" "24" "S4"
1176 0.02236 "1" "0" "25" "S4"
1177 0.00795 "1" "0" "25" "S4"
1178 0.01983 "1" "0" "25" "S4"
1179 0.02088 "1" "0" "25" "S4"
1180 0.01343 "1" "0" "25" "S4"
1181 0.01096 "1" "0" "25" "S4"
1182 0.03077 "1" "0" "26" "S4"
1183 0.01853 "1" "0" "26" "S4"
1184 0.02592 "1" "0" "26" "S4"
1185 0.01178 "1" "0" "26" "S4"
1186 0.08488 "1" "0" "27" "S4"
1187 0.05985 "1" "0" "27" "S4"
1188 0.14131 "1" "0" "31" "S4"
1189 0.05865 "1" "0" "31" "S4"
1190 0.00403 "1" "0" "32" "S4"
1191 0.02535 "1" "0" "32" "S4"
1192 0.04782 "1" "0" "33" "S4"
1193 0.05095 "1" "0" "33" "S4"
1194 0.00544 "1" "0" "33" "S4"
1195 0.01807 "1" "0" "33" "S4"
1196 0.00417 "1" "0" "33" "S4"
1197 0.00976 "1" "0" "33" "S4"
1198 0.03025 "1" "0" "34" "S4"
1199 0.08549 "1" "0" "34" "S4"
1200 0.04183 "1" "0" "35" "S4"
1201 0.11909 "1" "0" "35" "S4"
1202 0.30223 "1" "0" "39" "S4"
1203 0.21827 "1" "0" "39" "S4"
1204 0.03633 "1" "0" "40" "S4"
1205 0.02602 "1" "0" "40" "S4"
1206 0.04184 "1" "0" "40" "S4"
1207 0.02327 "1" "0" "40" "S4"
1208 0.03302 "1" "0" "41" "S4"
1209 0.03200 "1" "0" "41" "S4"
1210 0.00842 "1" "0" "41" "S4"
1211 0.01116 "1" "0" "41" "S4"
1212 0.01156 "1" "0" "41" "S4"
1213 0.03219 "1" "0" "41" "S4"
1214 0.02842 "1" "0" "42" "S4"
1215 0.03169 "1" "0" "42" "S4"
1216 0.02564 "1" "0" "42" "S4"
1217 0.01589 "1" "0" "42" "S4"
1218 0.07362 "1" "0" "43" "S4"
1219 0.02389 "1" "0" "43" "S4"
1220 0.22918 "1" "0" "47" "S4"
1221 0.22932 "1" "0" "47" "S4"
1222 0.09437 "1" "0" "48" "S4"
1223 0.03457 "1" "0" "48" "S4"
1224 0.02476 "1" "0" "49" "S4"
1225 0.02321 "1" "0" "49" "S4"
1226 0.02739 "1" "0" "49" "S4"
1227 0.02128 "1" "0" "49" "S4"
1228 0.02673 "1" "0" "49" "S4"
1229 0.01014 "1" "0" "49" "S4"
1230 0.05445 "1" "0" "50" "S4"
1231 0.00837 "1" "0" "50" "S4"
1232 0.01517 "1" "0" "51" "S4"
1233 0.00913 "1" "0" "51" "S4"
1234 0.00780 "1" "0" "55" "S4"
1235 0.03777 "1" "0" "55" "S4"
1236 0.08447 "1" "0" "56" "S4"
1237 0.17278 "1" "0" "56" "S4"
1238 0.01752 "1" "0" "56" "S4"
1239 0.02416 "1" "0" "56" "S4"
1240 0.05493 "1" "0" "57" "S4"
1241 0.04623 "1" "0" "57" "S4"
1242 0.04403 "1" "0" "57" "S4"
1243 0.00886 "1" "0" "57" "S4"
1244 0.02635 "1" "0" "57" "S4"
1245 0.03569 "1" "0" "57" "S4"
1246 0.01311 "1" "0" "58" "S4"
1247 0.03843 "1" "0" "58" "S4"
1248 0.02848 "1" "0" "58" "S4"
1249 0.00926 "1" "0" "58" "S4"
1250 0.02941 "1" "0" "59" "S4"
1251 0.00638 "1" "0" "59" "S4"
1252 0.02150 "1" "0" "63" "S4"
1253 0.01835 "1" "0" "63" "S4"
1254 0.03133 "1" "0" "64" "S4"
1255 0.01710 "1" "0" "64" "S4"
1256 0.07308 "2" "1" "1" "S4"
1257 0.10940 "2" "1" "1" "S4"
1258 0.01994 "2" "1" "1" "S4"
1259 0.02295 "2" "1" "1" "S4"
1260 0.00565 "2" "1" "2" "S4"
1261 0.01133 "2" "1" "2" "S4"
1262 0.03884 "2" "1" "3" "S4"
1263 0.02101 "2" "1" "3" "S4"
1264 0.01057 "2" "1" "7" "S4"
1265 0.00799 "2" "1" "7" "S4"
1266 0.01435 "2" "1" "8" "S4"
1267 0.00972 "2" "1" "8" "S4"
1268 0.06889 "2" "1" "8" "S4"
1269 0.05210 "2" "1" "9" "S4"
1270 0.01692 "2" "1" "9" "S4"
1271 0.03379 "2" "1" "9" "S4"
1272 0.01170 "2" "1" "9" "S4"
1273 0.02351 "2" "1" "10" "S4"
1274 0.03730 "2" "1" "10" "S4"
1275 0.04929 "2" "1" "10" "S4"
1276 0.04269 "2" "1" "10" "S4"
1277 0.01071 "2" "1" "11" "S4"
1278 0.02031 "2" "1" "11" "S4"
1279 0.01883 "2" "1" "15" "S4"
1280 0.02693 "2" "1" "15" "S4"
1281 0.00360 "2" "1" "16" "S4"
1282 0.01261 "2" "1" "16" "S4"
1283 0.02813 "2" "1" "17" "S4"
1284 0.05486 "2" "1" "17" "S4"
1285 0.03522 "2" "1" "17" "S4"
1286 0.01318 "2" "1" "17" "S4"
1287 0.04979 "2" "1" "17" "S4"
1288 0.02662 "2" "1" "17" "S4"
1289 0.04614 "2" "1" "18" "S4"
1290 0.02690 "2" "1" "18" "S4"
1291 0.03098 "2" "1" "19" "S4"
1292 0.02804 "2" "1" "19" "S4"
1293 0.04911 "2" "1" "23" "S4"
1294 0.02778 "2" "1" "23" "S4"
1295 0.00562 "2" "1" "24" "S4"
1296 0.01906 "2" "1" "24" "S4"
1297 0.00683 "2" "1" "24" "S4"
1298 0.01612 "2" "1" "24" "S4"
1299 0.02568 "2" "1" "25" "S4"
1300 0.01019 "2" "1" "25" "S4"
1301 0.01429 "2" "1" "25" "S4"
1302 0.00575 "2" "1" "25" "S4"
