"PDist" "Block" "Cond" "TB" "Subj"
1303 0.03753 "2" "1" "25" "S4"
1304 0.05731 "2" "1" "25" "S4"
1305 0.00963 "2" "1" "26" "S4"
1306 0.04223 "2" "1" "26" "S4"
1307 0.01378 "2" "1" "26" "S4"
1308 0.05616 "2" "1" "26" "S4"
1309 0.04010 "2" "1" "27" "S4"
1310 0.17045 "2" "1" "27" "S4"
1311 0.11452 "2" "1" "31" "S4"
1312 0.02388 "2" "1" "31" "S4"
1313 0.04864 "2" "1" "32" "S4"
1314 0.02272 "2" "1" "32" "S4"
1315 0.04462 "2" "1" "33" "S4"
1316 0.02870 "2" "1" "33" "S4"
1317 0.00418 "2" "1" "33" "S4"
1318 0.01521 "2" "1" "33" "S4"
1319 0.00637 "2" "1" "33" "S4"
1320 0.01723 "2" "1" "33" "S4"
1321 0.03194 "2" "1" "34" "S4"
1322 0.06585 "2" "1" "34" "S4"
1323 0.01240 "2" "1" "35" "S4"
1324 0.06459 "2" "1" "35" "S4"
1325 0.18637 "2" "1" "39" "S4"
1326 0.09706 "2" "1" "39" "S4"
1327 0.08563 "2" "1" "40" "S4"
1328 0.05516 "2" "1" "40" "S4"
1329 0.05868 "2" "1" "40" "S4"
1330 0.02462 "2" "1" "40" "S4"
1331 0.02656 "2" "1" "41" "S4"
1332 0.01183 "2" "1" "41" "S4"
1333 0.05825 "2" "1" "41" "S4"
1334 0.01756 "2" "1" "41" "S4"
1335 0.03957 "2" "1" "41" "S4"
1336 0.00609 "2" "1" "41" "S4"
1337 0.05013 "2" "1" "42" "S4"
1338 0.00382 "2" "1" "42" "S4"
1339 0.00221 "2" "1" "42" "S4"
1340 0.07797 "2" "1" "42" "S4"
1341 0.01907 "2" "1" "43" "S4"
1342 0.19287 "2" "1" "43" "S4"
1343 0.23022 "2" "1" "47" "S4"
1344 0.02071 "2" "1" "48" "S4"
1345 0.04223 "2" "1" "48" "S4"
1346 0.08604 "2" "1" "49" "S4"
1347 0.04277 "2" "1" "49" "S4"
1348 0.01618 "2" "1" "49" "S4"
1349 0.04597 "2" "1" "49" "S4"
1350 0.05909 "2" "1" "49" "S4"
1351 0.02707 "2" "1" "49" "S4"
1352 0.01758 "2" "1" "50" "S4"
1353 0.01477 "2" "1" "50" "S4"
1354 0.01621 "2" "1" "51" "S4"
1355 0.02992 "2" "1" "51" "S4"
1356 0.03623 "2" "1" "55" "S4"
1357 0.05536 "2" "1" "55" "S4"
1358 0.01815 "2" "1" "56" "S4"
1359 0.02551 "2" "1" "56" "S4"
1360 0.16423 "2" "1" "56" "S4"
1361 0.02572 "2" "1" "56" "S4"
1362 0.01699 "2" "1" "57" "S4"
1363 0.01118 "2" "1" "57" "S4"
1364 0.03689 "2" "1" "57" "S4"
1365 0.01868 "2" "1" "57" "S4"
1366 0.01466 "2" "1" "57" "S4"
1367 0.03944 "2" "1" "57" "S4"
1368 0.05196 "2" "1" "58" "S4"
1369 0.00140 "2" "1" "58" "S4"
1370 0.01637 "2" "1" "58" "S4"
1371 0.00338 "2" "1" "58" "S4"
1372 0.06298 "2" "1" "59" "S4"
1373 0.02264 "2" "1" "59" "S4"
1374 0.03521 "2" "1" "63" "S4"
1375 0.02939 "2" "1" "63" "S4"
1376 0.01129 "2" "1" "64" "S4"
1377 0.08975 "3" "0" "1" "S4"
1378 0.04592 "3" "0" "1" "S4"
1379 0.01797 "3" "0" "1" "S4"
1380 0.06235 "3" "0" "1" "S4"
1381 0.03038 "3" "0" "1" "S4"
1382 0.07700 "3" "0" "1" "S4"
1383 0.07292 "3" "0" "2" "S4"
1384 0.01593 "3" "0" "2" "S4"
1385 0.03290 "3" "0" "3" "S4"
1386 0.01443 "3" "0" "3" "S4"
1387 0.00383 "3" "0" "7" "S4"
1388 0.00742 "3" "0" "7" "S4"
1389 0.03418 "3" "0" "8" "S4"
1390 0.02197 "3" "0" "8" "S4"
1391 0.04705 "3" "0" "8" "S4"
1392 0.01614 "3" "0" "8" "S4"
1393 0.05400 "3" "0" "9" "S4"
1394 0.02407 "3" "0" "9" "S4"
1395 0.03118 "3" "0" "9" "S4"
1396 0.01269 "3" "0" "9" "S4"
1397 0.03953 "3" "0" "9" "S4"
1398 0.02606 "3" "0" "9" "S4"
1399 0.08445 "3" "0" "10" "S4"
1400 0.04232 "3" "0" "10" "S4"
1401 0.03290 "3" "0" "10" "S4"
1402 0.02749 "3" "0" "10" "S4"
1403 0.02017 "3" "0" "11" "S4"
1404 0.04068 "3" "0" "11" "S4"
1405 0.03475 "3" "0" "15" "S4"
1406 0.01998 "3" "0" "15" "S4"
1407 0.01005 "3" "0" "16" "S4"
1408 0.00305 "3" "0" "16" "S4"
1409 0.09177 "3" "0" "17" "S4"
1410 0.02633 "3" "0" "17" "S4"
1411 0.02078 "3" "0" "17" "S4"
1412 0.04393 "3" "0" "17" "S4"
1413 0.02170 "3" "0" "17" "S4"
1414 0.02349 "3" "0" "17" "S4"
1415 0.08026 "3" "0" "18" "S4"
1416 0.02683 "3" "0" "18" "S4"
1417 0.07825 "3" "0" "19" "S4"
1418 0.03051 "3" "0" "19" "S4"
1419 0.03435 "3" "0" "23" "S4"
1420 0.00464 "3" "0" "23" "S4"
1421 0.00368 "3" "0" "24" "S4"
1422 0.00238 "3" "0" "24" "S4"
1423 0.01208 "3" "0" "24" "S4"
1424 0.00285 "3" "0" "24" "S4"
1425 0.01452 "3" "0" "25" "S4"
1426 0.03918 "3" "0" "25" "S4"
1427 0.02340 "3" "0" "25" "S4"
1428 0.01172 "3" "0" "25" "S4"
1429 0.03076 "3" "0" "25" "S4"
1430 0.01327 "3" "0" "25" "S4"
1431 0.06285 "3" "0" "26" "S4"
1432 0.04323 "3" "0" "26" "S4"
1433 0.02450 "3" "0" "26" "S4"
1434 0.03454 "3" "0" "26" "S4"
1435 0.27199 "3" "0" "27" "S4"
1436 0.22073 "3" "0" "27" "S4"
1437 0.16408 "3" "0" "31" "S4"
1438 0.02007 "3" "0" "31" "S4"
1439 0.01666 "3" "0" "32" "S4"
1440 0.00407 "3" "0" "32" "S4"
1441 0.00681 "3" "0" "33" "S4"
1442 0.00132 "3" "0" "33" "S4"
1443 0.01857 "3" "0" "33" "S4"
1444 0.00625 "3" "0" "33" "S4"
1445 0.00436 "3" "0" "33" "S4"
1446 0.00742 "3" "0" "33" "S4"
1447 0.04030 "3" "0" "34" "S4"
1448 0.04396 "3" "0" "34" "S4"
1449 0.05962 "3" "0" "35" "S4"
1450 0.02728 "3" "0" "35" "S4"
1451 0.17925 "3" "0" "39" "S4"
1452 0.05869 "3" "0" "39" "S4"
1453 0.01355 "3" "0" "40" "S4"
1454 0.01734 "3" "0" "40" "S4"
1455 0.02030 "3" "0" "40" "S4"
1456 0.03517 "3" "0" "40" "S4"
1457 0.02600 "3" "0" "41" "S4"
1458 0.00677 "3" "0" "41" "S4"
1459 0.02483 "3" "0" "41" "S4"
1460 0.01140 "3" "0" "41" "S4"
1461 0.02381 "3" "0" "41" "S4"
1462 0.03632 "3" "0" "41" "S4"
1463 0.01985 "3" "0" "42" "S4"
1464 0.01369 "3" "0" "42" "S4"
1465 0.02235 "3" "0" "42" "S4"
1466 0.01166 "3" "0" "42" "S4"
1467 0.04238 "3" "0" "43" "S4"
1468 0.05403 "3" "0" "43" "S4"
1469 0.02639 "3" "0" "47" "S4"
1470 0.04611 "3" "0" "47" "S4"
1471 0.04176 "3" "0" "48" "S4"
1472 0.05564 "3" "0" "48" "S4"
1473 0.01226 "3" "0" "49" "S4"
1474 0.00762 "3" "0" "49" "S4"
1475 0.03506 "3" "0" "49" "S4"
1476 0.04931 "3" "0" "49" "S4"
1477 0.03201 "3" "0" "49" "S4"
1478 0.02932 "3" "0" "49" "S4"
1479 0.02125 "3" "0" "50" "S4"
1480 0.02340 "3" "0" "50" "S4"
1481 0.02767 "3" "0" "51" "S4"
1482 0.01590 "3" "0" "51" "S4"
1483 0.08854 "3" "0" "55" "S4"
1484 0.00601 "3" "0" "55" "S4"
1485 0.03241 "3" "0" "56" "S4"
1486 0.06299 "3" "0" "56" "S4"
1487 0.12379 "3" "0" "56" "S4"
1488 0.07630 "3" "0" "56" "S4"
1489 0.03601 "3" "0" "57" "S4"
1490 0.03370 "3" "0" "57" "S4"
1491 0.08306 "3" "0" "57" "S4"
1492 0.03577 "3" "0" "57" "S4"
1493 0.02025 "3" "0" "57" "S4"
1494 0.00873 "3" "0" "57" "S4"
1495 0.02905 "3" "0" "58" "S4"
1496 0.04706 "3" "0" "58" "S4"
1497 0.01479 "3" "0" "58" "S4"
1498 0.00456 "3" "0" "58" "S4"
1499 0.00450 "3" "0" "59" "S4"
1500 0.04589 "3" "0" "59" "S4"
1501 0.00949 "3" "0" "63" "S4"
1502 0.03610 "3" "0" "63" "S4"
1503 0.09169 "3" "0" "64" "S4"
1504 0.06033 "3" "0" "64" "S4"
1505 0.06235 "1" "0" "1" "S5"
1506 0.05742 "1" "0" "1" "S5"
1507 0.01073 "1" "0" "1" "S5"
1508 0.02894 "1" "0" "1" "S5"
1509 0.02638 "1" "0" "1" "S5"
1510 0.04031 "1" "0" "1" "S5"
1511 0.01545 "1" "0" "2" "S5"
1512 0.03485 "1" "0" "2" "S5"
1513 0.01283 "1" "0" "3" "S5"
1514 0.02222 "1" "0" "3" "S5"
1515 0.04310 "1" "0" "7" "S5"
1516 0.02909 "1" "0" "7" "S5"
1517 0.05378 "1" "0" "8" "S5"
1518 0.00451 "1" "0" "8" "S5"
1519 0.02286 "1" "0" "8" "S5"
1520 0.01039 "1" "0" "8" "S5"
1521 0.02993 "1" "0" "9" "S5"
1522 0.02540 "1" "0" "9" "S5"
1523 0.04280 "1" "0" "9" "S5"
1524 0.07963 "1" "0" "9" "S5"
1525 0.06996 "1" "0" "9" "S5"
1526 0.02311 "1" "0" "9" "S5"
1527 0.01669 "1" "0" "10" "S5"
1528 0.00953 "1" "0" "10" "S5"
1529 0.03236 "1" "0" "10" "S5"
1530 0.01796 "1" "0" "10" "S5"
1531 0.01483 "1" "0" "11" "S5"
1532 0.01728 "1" "0" "11" "S5"
1533 0.01497 "1" "0" "15" "S5"
1534 0.01034 "1" "0" "15" "S5"
1535 0.00597 "1" "0" "16" "S5"
1536 0.01397 "1" "0" "16" "S5"
1537 0.03502 "1" "0" "17" "S5"
1538 0.04858 "1" "0" "17" "S5"
1539 0.02438 "1" "0" "17" "S5"
1540 0.02027 "1" "0" "17" "S5"
1541 0.05116 "1" "0" "17" "S5"
1542 0.06596 "1" "0" "17" "S5"
1543 0.01175 "1" "0" "18" "S5"
1544 0.06527 "1" "0" "18" "S5"
1545 0.02585 "1" "0" "19" "S5"
1546 0.01645 "1" "0" "19" "S5"
1547 0.01826 "1" "0" "23" "S5"
1548 0.01664 "1" "0" "23" "S5"
1549 0.01060 "1" "0" "24" "S5"
1550 0.01150 "1" "0" "24" "S5"
1551 0.02005 "1" "0" "24" "S5"
1552 0.01503 "1" "0" "24" "S5"
1553 0.07178 "1" "0" "25" "S5"
1554 0.03123 "1" "0" "25" "S5"
1555 0.02812 "1" "0" "25" "S5"
1556 0.02672 "1" "0" "25" "S5"
1557 0.04575 "1" "0" "25" "S5"
1558 0.05399 "1" "0" "25" "S5"
1559 0.21518 "1" "0" "26" "S5"
1560 0.02269 "1" "0" "26" "S5"
1561 0.00325 "1" "0" "26" "S5"
1562 0.10588 "1" "0" "26" "S5"
1563 0.03457 "1" "0" "27" "S5"
1564 0.12553 "1" "0" "27" "S5"
1565 0.01916 "1" "0" "31" "S5"
1566 0.03208 "1" "0" "31" "S5"
1567 0.01044 "1" "0" "32" "S5"
1568 0.06126 "1" "0" "32" "S5"
1569 0.01762 "1" "0" "33" "S5"
1570 0.01794 "1" "0" "33" "S5"
1571 0.02188 "1" "0" "33" "S5"
1572 0.03015 "1" "0" "33" "S5"
1573 0.02137 "1" "0" "33" "S5"
1574 0.01932 "1" "0" "33" "S5"
1575 0.07235 "1" "0" "34" "S5"
1576 0.01739 "1" "0" "34" "S5"
1577 0.04256 "1" "0" "35" "S5"
1578 0.04953 "1" "0" "35" "S5"
1579 0.11415 "1" "0" "39" "S5"
1580 0.02518 "1" "0" "39" "S5"
1581 0.06454 "1" "0" "40" "S5"
1582 0.07227 "1" "0" "40" "S5"
1583 0.05723 "1" "0" "40" "S5"
1584 0.03952 "1" "0" "40" "S5"
1585 0.01480 "1" "0" "41" "S5"
1586 0.00921 "1" "0" "41" "S5"
1587 0.00952 "1" "0" "41" "S5"
1588 0.01911 "1" "0" "41" "S5"
1589 0.01492 "1" "0" "41" "S5"
1590 0.02920 "1" "0" "41" "S5"
1591 0.02428 "1" "0" "42" "S5"
1592 0.00969 "1" "0" "42" "S5"
1593 0.00841 "1" "0" "42" "S5"
1594 0.00788 "1" "0" "42" "S5"
1595 0.06966 "1" "0" "43" "S5"
1596 0.04076 "1" "0" "43" "S5"
1597 0.01829 "1" "0" "47" "S5"
1598 0.12288 "1" "0" "47" "S5"
1599 0.08465 "1" "0" "48" "S5"
1600 0.06641 "1" "0" "48" "S5"
1601 0.07304 "1" "0" "49" "S5"
1602 0.09389 "1" "0" "49" "S5"
1603 0.01822 "1" "0" "49" "S5"
1604 0.03693 "1" "0" "49" "S5"
1605 0.01251 "1" "0" "49" "S5"
1606 0.01755 "1" "0" "49" "S5"
1607 0.01140 "1" "0" "50" "S5"
1608 0.00467 "1" "0" "50" "S5"
1609 0.00684 "1" "0" "51" "S5"
1610 0.03569 "1" "0" "51" "S5"
1611 0.00834 "1" "0" "55" "S5"
1612 0.05367 "1" "0" "55" "S5"
1613 0.01933 "1" "0" "56" "S5"
1614 0.07046 "1" "0" "56" "S5"
1615 0.03766 "1" "0" "56" "S5"
1616 0.02985 "1" "0" "56" "S5"
1617 0.02913 "1" "0" "57" "S5"
1618 0.03591 "1" "0" "57" "S5"
1619 0.02208 "1" "0" "57" "S5"
1620 0.01753 "1" "0" "57" "S5"
1621 0.01046 "1" "0" "57" "S5"
1622 0.03983 "1" "0" "57" "S5"
1623 0.05462 "1" "0" "58" "S5"
1624 0.02056 "1" "0" "58" "S5"
1625 0.08370 "1" "0" "58" "S5"
1626 0.01647 "1" "0" "58" "S5"
1627 0.02186 "1" "0" "59" "S5"
1628 0.02084 "1" "0" "59" "S5"
1629 0.07217 "1" "0" "63" "S5"
1630 0.02396 "1" "0" "63" "S5"
1631 0.02373 "1" "0" "64" "S5"
1632 0.02422 "1" "0" "64" "S5"
1633 0.00868 "2" "1" "1" "S5"
1634 0.01970 "2" "1" "1" "S5"
1635 0.02342 "2" "1" "1" "S5"
1636 0.05192 "2" "1" "1" "S5"
1637 0.00491 "2" "1" "1" "S5"
1638 0.04390 "2" "1" "1" "S5"
1639 0.01387 "2" "1" "2" "S5"
1640 0.01822 "2" "1" "2" "S5"
1641 0.01437 "2" "1" "3" "S5"
1642 0.02323 "2" "1" "3" "S5"
1643 0.02396 "2" "1" "7" "S5"
1644 0.03667 "2" "1" "7" "S5"
1645 0.00269 "2" "1" "8" "S5"
1646 0.02936 "2" "1" "8" "S5"
1647 0.00636 "2" "1" "8" "S5"
1648 0.02045 "2" "1" "8" "S5"
1649 0.02338 "2" "1" "9" "S5"
1650 0.02266 "2" "1" "9" "S5"
1651 0.06913 "2" "1" "9" "S5"
1652 0.02032 "2" "1" "9" "S5"
1653 0.05030 "2" "1" "9" "S5"
1654 0.04420 "2" "1" "9" "S5"
1655 0.02126 "2" "1" "10" "S5"
1656 0.02982 "2" "1" "10" "S5"
1657 0.00697 "2" "1" "11" "S5"
1658 0.02047 "2" "1" "11" "S5"
1659 0.00815 "2" "1" "15" "S5"
1660 0.02089 "2" "1" "15" "S5"
1661 0.01893 "2" "1" "16" "S5"
1662 0.02437 "2" "1" "16" "S5"
1663 0.04028 "2" "1" "17" "S5"
1664 0.00135 "2" "1" "17" "S5"
1665 0.04894 "2" "1" "17" "S5"
1666 0.06254 "2" "1" "17" "S5"
1667 0.06517 "2" "1" "17" "S5"
1668 0.03128 "2" "1" "17" "S5"
1669 0.03321 "2" "1" "18" "S5"
1670 0.05832 "2" "1" "18" "S5"
1671 0.03661 "2" "1" "19" "S5"
1672 0.09106 "2" "1" "19" "S5"
1673 0.03703 "2" "1" "23" "S5"
1674 0.06924 "2" "1" "23" "S5"
1675 0.02185 "2" "1" "24" "S5"
1676 0.00623 "2" "1" "24" "S5"
1677 0.00414 "2" "1" "24" "S5"
1678 0.00247 "2" "1" "24" "S5"
1679 0.01361 "2" "1" "25" "S5"
1680 0.09212 "2" "1" "25" "S5"
1681 0.00395 "2" "1" "25" "S5"
1682 0.02941 "2" "1" "25" "S5"
1683 0.01322 "2" "1" "25" "S5"
1684 0.02832 "2" "1" "25" "S5"
1685 0.03444 "2" "1" "26" "S5"
1686 0.02091 "2" "1" "26" "S5"
1687 0.01956 "2" "1" "26" "S5"
1688 0.18129 "2" "1" "26" "S5"
1689 0.01619 "2" "1" "27" "S5"
1690 0.01670 "2" "1" "31" "S5"
1691 0.04065 "2" "1" "31" "S5"
1692 0.01393 "2" "1" "32" "S5"
1693 0.05895 "2" "1" "32" "S5"
1694 0.00164 "2" "1" "33" "S5"
1695 0.01793 "2" "1" "33" "S5"
1696 0.01328 "2" "1" "33" "S5"
1697 0.00241 "2" "1" "33" "S5"
1698 0.04621 "2" "1" "33" "S5"
1699 0.03691 "2" "1" "33" "S5"
1700 0.06116 "2" "1" "34" "S5"
1701 0.07976 "2" "1" "34" "S5"
1702 0.01262 "2" "1" "35" "S5"
1703 0.11632 "2" "1" "35" "S5"
1704 0.03551 "2" "1" "39" "S5"
1705 0.03359 "2" "1" "39" "S5"
1706 0.05983 "2" "1" "40" "S5"
1707 0.01588 "2" "1" "40" "S5"
1708 0.03658 "2" "1" "40" "S5"
1709 0.01995 "2" "1" "40" "S5"
1710 0.03431 "2" "1" "41" "S5"
1711 0.03737 "2" "1" "41" "S5"
1712 0.02273 "2" "1" "41" "S5"
1713 0.01035 "2" "1" "41" "S5"
1714 0.03084 "2" "1" "41" "S5"
1715 0.02296 "2" "1" "41" "S5"
1716 0.00510 "2" "1" "42" "S5"
1717 0.00796 "2" "1" "42" "S5"
1718 0.03623 "2" "1" "42" "S5"
1719 0.00938 "2" "1" "42" "S5"
1720 0.03970 "2" "1" "43" "S5"
1721 0.10481 "2" "1" "43" "S5"
1722 0.05295 "2" "1" "47" "S5"
1723 0.02748 "2" "1" "47" "S5"
1724 0.02683 "2" "1" "48" "S5"
1725 0.04070 "2" "1" "48" "S5"
1726 0.00829 "2" "1" "49" "S5"
1727 0.03371 "2" "1" "49" "S5"
1728 0.07286 "2" "1" "49" "S5"
1729 0.01241 "2" "1" "49" "S5"
1730 0.00539 "2" "1" "49" "S5"
1731 0.06799 "2" "1" "49" "S5"
1732 0.01316 "2" "1" "50" "S5"
1733 0.00762 "2" "1" "50" "S5"
1734 0.07130 "2" "1" "51" "S5"
1735 0.05799 "2" "1" "51" "S5"
1736 0.03055 "2" "1" "55" "S5"
1737 0.02094 "2" "1" "55" "S5"
1738 0.03965 "2" "1" "56" "S5"
1739 0.03486 "2" "1" "56" "S5"
1740 0.01756 "2" "1" "56" "S5"
1741 0.01425 "2" "1" "57" "S5"
1742 0.01454 "2" "1" "57" "S5"
1743 0.01835 "2" "1" "57" "S5"
1744 0.03159 "2" "1" "57" "S5"
1745 0.03170 "2" "1" "58" "S5"
1746 0.01206 "2" "1" "58" "S5"
1747 0.00971 "2" "1" "58" "S5"
1748 0.02320 "2" "1" "58" "S5"
1749 0.01819 "2" "1" "59" "S5"
1750 0.01467 "2" "1" "59" "S5"
1751 0.01571 "2" "1" "63" "S5"
1752 0.00316 "2" "1" "64" "S5"
1753 0.06075 "2" "1" "64" "S5"
1754 0.04245 "3" "0" "1" "S5"
1755 0.02438 "3" "0" "1" "S5"
1756 0.01802 "3" "0" "1" "S5"
1757 0.01851 "3" "0" "1" "S5"
1758 0.01731 "3" "0" "1" "S5"
1759 0.05852 "3" "0" "1" "S5"
1760 0.03005 "3" "0" "2" "S5"
1761 0.01937 "3" "0" "2" "S5"
1762 0.01041 "3" "0" "3" "S5"
1763 0.01781 "3" "0" "3" "S5"
1764 0.01404 "3" "0" "7" "S5"
1765 0.02679 "3" "0" "7" "S5"
1766 0.02342 "3" "0" "8" "S5"
1767 0.04077 "3" "0" "8" "S5"
1768 0.01085 "3" "0" "8" "S5"
1769 0.04023 "3" "0" "8" "S5"
1770 0.05618 "3" "0" "9" "S5"
1771 0.01688 "3" "0" "9" "S5"
1772 0.02889 "3" "0" "9" "S5"
1773 0.02729 "3" "0" "9" "S5"
1774 0.08594 "3" "0" "9" "S5"
1775 0.00999 "3" "0" "9" "S5"
1776 0.02140 "3" "0" "10" "S5"
1777 0.02272 "3" "0" "10" "S5"
1778 0.00878 "3" "0" "10" "S5"
1779 0.04514 "3" "0" "10" "S5"
1780 0.02687 "3" "0" "11" "S5"
1781 0.02184 "3" "0" "11" "S5"
1782 0.01058 "3" "0" "15" "S5"
1783 0.02076 "3" "0" "15" "S5"
1784 0.01989 "3" "0" "16" "S5"
1785 0.02437 "3" "0" "16" "S5"
1786 0.02032 "3" "0" "17" "S5"
1787 0.02169 "3" "0" "17" "S5"
1788 0.03177 "3" "0" "17" "S5"
1789 0.04438 "3" "0" "17" "S5"
1790 0.12359 "3" "0" "17" "S5"
1791 0.02763 "3" "0" "17" "S5"
1792 0.04283 "3" "0" "18" "S5"
1793 0.05420 "3" "0" "18" "S5"
1794 0.01449 "3" "0" "19" "S5"
1795 0.01316 "3" "0" "19" "S5"
1796 0.12837 "3" "0" "23" "S5"
1797 0.11698 "3" "0" "23" "S5"
1798 0.02707 "3" "0" "24" "S5"
1799 0.00363 "3" "0" "24" "S5"
1800 0.03030 "3" "0" "24" "S5"
1801 0.00562 "3" "0" "24" "S5"
1802 0.05376 "3" "0" "25" "S5"
1803 0.00518 "3" "0" "25" "S5"
1804 0.08850 "3" "0" "25" "S5"
1805 0.05792 "3" "0" "25" "S5"
1806 0.00948 "3" "0" "25" "S5"
1807 0.04446 "3" "0" "25" "S5"
1808 0.02148 "3" "0" "26" "S5"
1809 0.07116 "3" "0" "26" "S5"
1810 0.01304 "3" "0" "26" "S5"
1811 0.00908 "3" "0" "26" "S5"
1812 0.04139 "3" "0" "27" "S5"
1813 0.01945 "3" "0" "27" "S5"
1814 0.05176 "3" "0" "31" "S5"
1815 0.03080 "3" "0" "31" "S5"
1816 0.01947 "3" "0" "32" "S5"
1817 0.00798 "3" "0" "32" "S5"
1818 0.01491 "3" "0" "33" "S5"
1819 0.01525 "3" "0" "33" "S5"
1820 0.03050 "3" "0" "33" "S5"
1821 0.02711 "3" "0" "33" "S5"
1822 0.00969 "3" "0" "33" "S5"
1823 0.00517 "3" "0" "33" "S5"
1824 0.02003 "3" "0" "34" "S5"
1825 0.06474 "3" "0" "34" "S5"
1826 0.01152 "3" "0" "35" "S5"
1827 0.03565 "3" "0" "35" "S5"
1828 0.02333 "3" "0" "39" "S5"
1829 0.14862 "3" "0" "39" "S5"
1830 0.04007 "3" "0" "40" "S5"
1831 0.06581 "3" "0" "40" "S5"
1832 0.16744 "3" "0" "40" "S5"
1833 0.03433 "3" "0" "40" "S5"
1834 0.02859 "3" "0" "41" "S5"
1835 0.00362 "3" "0" "41" "S5"
1836 0.01887 "3" "0" "41" "S5"
1837 0.04787 "3" "0" "41" "S5"
1838 0.00638 "3" "0" "41" "S5"
1839 0.13403 "3" "0" "41" "S5"
1840 0.02454 "3" "0" "42" "S5"
1841 0.01485 "3" "0" "42" "S5"
1842 0.01245 "3" "0" "42" "S5"
1843 0.02513 "3" "0" "42" "S5"
1844 0.05527 "3" "0" "43" "S5"
1845 0.06845 "3" "0" "43" "S5"
1846 0.01663 "3" "0" "47" "S5"
1847 0.00870 "3" "0" "47" "S5"
1848 0.01921 "3" "0" "48" "S5"
1849 0.09553 "3" "0" "48" "S5"
1850 0.02374 "3" "0" "49" "S5"
1851 0.04900 "3" "0" "49" "S5"
1852 0.05555 "3" "0" "49" "S5"
1853 0.02240 "3" "0" "49" "S5"
1854 0.02079 "3" "0" "49" "S5"
1855 0.09668 "3" "0" "49" "S5"
1856 0.01694 "3" "0" "50" "S5"
1857 0.01392 "3" "0" "50" "S5"
1858 0.01085 "3" "0" "51" "S5"
1859 0.02447 "3" "0" "51" "S5"
1860 0.01728 "3" "0" "55" "S5"
1861 0.02877 "3" "0" "55" "S5"
1862 0.01910 "3" "0" "56" "S5"
1863 0.02103 "3" "0" "56" "S5"
1864 0.02381 "3" "0" "56" "S5"
1865 0.01927 "3" "0" "56" "S5"
1866 0.03160 "3" "0" "57" "S5"
1867 0.03067 "3" "0" "57" "S5"
1868 0.02594 "3" "0" "57" "S5"
1869 0.06266 "3" "0" "57" "S5"
1870 0.05471 "3" "0" "57" "S5"
1871 0.02602 "3" "0" "57" "S5"
1872 0.03391 "3" "0" "58" "S5"
1873 0.01095 "3" "0" "58" "S5"
1874 0.00319 "3" "0" "58" "S5"
1875 0.04727 "3" "0" "58" "S5"
1876 0.02925 "3" "0" "59" "S5"
1877 0.03333 "3" "0" "59" "S5"
1878 0.02309 "3" "0" "63" "S5"
1879 0.02139 "3" "0" "63" "S5"
1880 0.00599 "3" "0" "64" "S5"
1881 0.02002 "3" "0" "64" "S5"
1882 0.02848 "1" "0" "1" "S6"
1883 0.05573 "1" "0" "1" "S6"
1884 0.05195 "1" "0" "1" "S6"
1885 0.12509 "1" "0" "1" "S6"
1886 0.06086 "1" "0" "1" "S6"
1887 0.03427 "1" "0" "1" "S6"
1888 0.04606 "1" "0" "2" "S6"
1889 0.09445 "1" "0" "2" "S6"
1890 0.02778 "1" "0" "3" "S6"
1891 0.05908 "1" "0" "3" "S6"
1892 0.04370 "1" "0" "7" "S6"
1893 0.49147 "1" "0" "7" "S6"
1894 0.08185 "1" "0" "8" "S6"
1895 0.05416 "1" "0" "8" "S6"
1896 0.03183 "1" "0" "8" "S6"
1897 0.09459 "1" "0" "8" "S6"
1898 0.02090 "1" "0" "9" "S6"
1899 0.07737 "1" "0" "9" "S6"
1900 0.11222 "1" "0" "9" "S6"
1901 0.06221 "1" "0" "9" "S6"
1902 0.11797 "1" "0" "9" "S6"
1903 0.06108 "1" "0" "9" "S6"
1904 0.03748 "1" "0" "10" "S6"
1905 0.02668 "1" "0" "10" "S6"
1906 0.12446 "1" "0" "10" "S6"
1907 0.07325 "1" "0" "10" "S6"
1908 0.05474 "1" "0" "11" "S6"
1909 0.07474 "1" "0" "11" "S6"
1910 0.09515 "1" "0" "15" "S6"
1911 0.10053 "1" "0" "15" "S6"
1912 0.03486 "1" "0" "16" "S6"
1913 0.02816 "1" "0" "16" "S6"
1914 0.05402 "1" "0" "17" "S6"
1915 0.03706 "1" "0" "17" "S6"
1916 0.01211 "1" "0" "17" "S6"
1917 0.05192 "1" "0" "17" "S6"
1918 0.12351 "1" "0" "17" "S6"
1919 0.03790 "1" "0" "17" "S6"
1920 0.07072 "1" "0" "18" "S6"
1921 0.09433 "1" "0" "18" "S6"
1922 0.02967 "1" "0" "19" "S6"
1923 0.08971 "1" "0" "19" "S6"
1924 0.02911 "1" "0" "23" "S6"
1925 0.08646 "1" "0" "23" "S6"
1926 0.03436 "1" "0" "24" "S6"
1927 0.04501 "1" "0" "24" "S6"
1928 0.05792 "1" "0" "24" "S6"
1929 0.02011 "1" "0" "24" "S6"
1930 0.01572 "1" "0" "25" "S6"
1931 0.01928 "1" "0" "25" "S6"
1932 0.01827 "1" "0" "25" "S6"
1933 0.00741 "1" "0" "25" "S6"
1934 0.03762 "1" "0" "25" "S6"
1935 0.01720 "1" "0" "25" "S6"
1936 0.04193 "1" "0" "26" "S6"
1937 0.10756 "1" "0" "26" "S6"
