"PDist" "Group" "Cond" "TB" "Subj"
661 0.02692 "1" "0" "24" "S3"
662 0.00481 "1" "0" "24" "S3"
663 0.01560 "1" "0" "24" "S3"
664 0.00586 "1" "0" "25" "S3"
665 0.03800 "1" "0" "25" "S3"
666 0.00649 "1" "0" "25" "S3"
667 0.00879 "1" "0" "25" "S3"
668 0.00867 "1" "0" "25" "S3"
669 0.01998 "1" "0" "25" "S3"
670 0.04667 "1" "0" "26" "S3"
671 0.02317 "1" "0" "26" "S3"
672 0.01666 "1" "0" "26" "S3"
673 0.02711 "1" "0" "26" "S3"
674 0.03492 "1" "0" "27" "S3"
675 0.01587 "1" "0" "27" "S3"
676 0.04532 "1" "0" "31" "S3"
677 0.07677 "1" "0" "31" "S3"
678 0.03964 "1" "0" "32" "S3"
679 0.01242 "1" "0" "32" "S3"
680 0.04514 "1" "0" "33" "S3"
681 0.01386 "1" "0" "33" "S3"
682 0.02122 "1" "0" "33" "S3"
683 0.02127 "1" "0" "33" "S3"
684 0.02741 "1" "0" "33" "S3"
685 0.01833 "1" "0" "33" "S3"
686 0.05906 "1" "0" "34" "S3"
687 0.01655 "1" "0" "34" "S3"
688 0.03060 "1" "0" "35" "S3"
689 0.01118 "1" "0" "35" "S3"
690 0.06254 "1" "0" "39" "S3"
691 0.01972 "1" "0" "39" "S3"
692 0.09836 "1" "0" "40" "S3"
693 0.01300 "1" "0" "40" "S3"
694 0.21015 "1" "0" "40" "S3"
695 0.01592 "1" "0" "40" "S3"
696 0.00712 "1" "0" "41" "S3"
697 0.03495 "1" "0" "41" "S3"
698 0.00077 "1" "0" "41" "S3"
699 0.02609 "1" "0" "41" "S3"
700 0.02080 "1" "0" "41" "S3"
701 0.01843 "1" "0" "41" "S3"
702 0.05789 "1" "0" "42" "S3"
703 0.00451 "1" "0" "42" "S3"
704 0.02303 "1" "0" "42" "S3"
705 0.01193 "1" "0" "42" "S3"
706 0.00973 "1" "0" "43" "S3"
707 0.02728 "1" "0" "43" "S3"
708 0.06247 "1" "0" "47" "S3"
709 0.01985 "1" "0" "47" "S3"
710 0.01760 "1" "0" "48" "S3"
711 0.02237 "1" "0" "48" "S3"
712 0.00462 "1" "0" "49" "S3"
713 0.01501 "1" "0" "49" "S3"
714 0.02128 "1" "0" "49" "S3"
715 0.00844 "1" "0" "49" "S3"
716 0.02210 "1" "0" "49" "S3"
717 0.01755 "1" "0" "49" "S3"
718 0.01174 "1" "0" "50" "S3"
719 0.01099 "1" "0" "50" "S3"
720 0.01288 "1" "0" "51" "S3"
721 0.02217 "1" "0" "51" "S3"
722 0.03487 "1" "0" "55" "S3"
723 0.01978 "1" "0" "55" "S3"
724 0.11396 "1" "0" "56" "S3"
725 0.00536 "1" "0" "56" "S3"
726 0.06254 "1" "0" "56" "S3"
727 0.07754 "1" "0" "56" "S3"
728 0.02158 "1" "0" "57" "S3"
729 0.05309 "1" "0" "57" "S3"
730 0.04180 "1" "0" "57" "S3"
731 0.03370 "1" "0" "57" "S3"
732 0.02580 "1" "0" "57" "S3"
733 0.00798 "1" "0" "57" "S3"
734 0.01520 "1" "0" "58" "S3"
735 0.03336 "1" "0" "58" "S3"
736 0.01050 "1" "0" "58" "S3"
737 0.00902 "1" "0" "58" "S3"
738 0.03735 "1" "0" "59" "S3"
739 0.02240 "1" "0" "59" "S3"
740 0.01044 "1" "0" "63" "S3"
741 0.00605 "1" "0" "63" "S3"
742 0.03340 "1" "0" "64" "S3"
743 0.01197 "1" "0" "64" "S3"
744 0.01666 "1" "1" "1" "S4"
745 0.01753 "1" "1" "1" "S4"
746 0.08292 "1" "1" "1" "S4"
747 0.13448 "1" "1" "1" "S4"
748 0.00677 "1" "1" "2" "S4"
749 0.02346 "1" "1" "2" "S4"
750 0.04233 "1" "1" "3" "S4"
751 0.02603 "1" "1" "3" "S4"
752 0.01832 "1" "1" "7" "S4"
753 0.00383 "1" "1" "7" "S4"
754 0.02536 "1" "1" "8" "S4"
755 0.03864 "1" "1" "8" "S4"
756 0.01975 "1" "1" "8" "S4"
757 0.01238 "1" "1" "8" "S4"
758 0.00877 "1" "1" "9" "S4"
759 0.02178 "1" "1" "9" "S4"
760 0.04091 "1" "1" "9" "S4"
761 0.04931 "1" "1" "9" "S4"
762 0.07065 "1" "1" "9" "S4"
763 0.06023 "1" "1" "9" "S4"
764 0.05506 "1" "1" "10" "S4"
765 0.01155 "1" "1" "10" "S4"
766 0.01244 "1" "1" "10" "S4"
767 0.04327 "1" "1" "11" "S4"
768 0.01079 "1" "1" "11" "S4"
769 0.03062 "1" "1" "15" "S4"
770 0.01215 "1" "1" "15" "S4"
771 0.09053 "1" "1" "16" "S4"
772 0.03725 "1" "1" "16" "S4"
773 0.05087 "1" "1" "17" "S4"
774 0.07904 "1" "1" "17" "S4"
775 0.02163 "1" "1" "17" "S4"
776 0.03025 "1" "1" "17" "S4"
777 0.05784 "1" "1" "17" "S4"
778 0.05953 "1" "1" "17" "S4"
779 0.04395 "1" "1" "18" "S4"
780 0.01105 "1" "1" "18" "S4"
781 0.01555 "1" "1" "19" "S4"
782 0.01042 "1" "1" "23" "S4"
783 0.00889 "1" "1" "23" "S4"
784 0.02480 "1" "1" "24" "S4"
785 0.04383 "1" "1" "24" "S4"
786 0.00526 "1" "1" "24" "S4"
787 0.02188 "1" "1" "24" "S4"
788 0.03776 "1" "1" "25" "S4"
789 0.00791 "1" "1" "25" "S4"
790 0.02207 "1" "1" "25" "S4"
791 0.01258 "1" "1" "25" "S4"
792 0.05668 "1" "1" "25" "S4"
793 0.03898 "1" "1" "25" "S4"
794 0.01336 "1" "1" "26" "S4"
795 0.01387 "1" "1" "26" "S4"
796 0.03493 "1" "1" "26" "S4"
797 0.05687 "1" "1" "26" "S4"
798 0.03959 "1" "1" "27" "S4"
799 0.00903 "1" "1" "31" "S4"
800 0.05090 "1" "1" "31" "S4"
801 0.01301 "1" "1" "32" "S4"
802 0.03684 "1" "1" "32" "S4"
803 0.01873 "1" "1" "33" "S4"
804 0.00981 "1" "1" "33" "S4"
805 0.00303 "1" "1" "33" "S4"
806 0.03310 "1" "1" "33" "S4"
807 0.02609 "1" "1" "33" "S4"
808 0.04487 "1" "1" "33" "S4"
809 0.02616 "1" "1" "34" "S4"
810 0.00355 "1" "1" "34" "S4"
811 0.10558 "1" "1" "39" "S4"
812 0.10146 "1" "1" "40" "S4"
813 0.03165 "1" "1" "40" "S4"
814 0.02089 "1" "1" "40" "S4"
815 0.04068 "1" "1" "40" "S4"
816 0.02236 "1" "1" "41" "S4"
817 0.02642 "1" "1" "41" "S4"
818 0.03234 "1" "1" "41" "S4"
819 0.01699 "1" "1" "41" "S4"
820 0.03667 "1" "1" "41" "S4"
821 0.04132 "1" "1" "41" "S4"
822 0.02808 "1" "1" "42" "S4"
823 0.02055 "1" "1" "42" "S4"
824 0.00929 "1" "1" "42" "S4"
825 0.04166 "1" "1" "42" "S4"
826 0.11345 "1" "1" "43" "S4"
827 0.03007 "1" "1" "43" "S4"
828 0.02496 "1" "1" "48" "S4"
829 0.01384 "1" "1" "48" "S4"
830 0.01500 "1" "1" "49" "S4"
831 0.07923 "1" "1" "49" "S4"
832 0.01554 "1" "1" "49" "S4"
833 0.02474 "1" "1" "49" "S4"
834 0.02097 "1" "1" "49" "S4"
835 0.03031 "1" "1" "49" "S4"
836 0.00360 "1" "1" "50" "S4"
837 0.03735 "1" "1" "50" "S4"
838 0.00347 "1" "1" "51" "S4"
839 0.01302 "1" "1" "51" "S4"
840 0.03266 "1" "1" "55" "S4"
841 0.01052 "1" "1" "55" "S4"
842 0.10096 "1" "1" "56" "S4"
843 0.10767 "1" "1" "56" "S4"
844 0.04751 "1" "1" "56" "S4"
845 0.18594 "1" "1" "56" "S4"
846 0.01823 "1" "1" "57" "S4"
847 0.01631 "1" "1" "57" "S4"
848 0.03814 "1" "1" "57" "S4"
849 0.01030 "1" "1" "57" "S4"
850 0.01348 "1" "1" "57" "S4"
851 0.03054 "1" "1" "57" "S4"
852 0.06203 "1" "1" "58" "S4"
853 0.08093 "1" "1" "58" "S4"
854 0.02750 "1" "1" "58" "S4"
855 0.00756 "1" "1" "58" "S4"
856 0.00866 "1" "1" "59" "S4"
857 0.01954 "1" "1" "59" "S4"
858 0.00582 "1" "1" "63" "S4"
859 0.01905 "1" "1" "63" "S4"
860 0.01574 "1" "1" "64" "S4"
861 0.08022 "1" "1" "64" "S4"
862 0.02407 "1" "0" "1" "S4"
863 0.02472 "1" "0" "1" "S4"
864 0.02561 "1" "0" "1" "S4"
865 0.02060 "1" "0" "1" "S4"
866 0.03514 "1" "0" "1" "S4"
867 0.00797 "1" "0" "1" "S4"
868 0.00405 "1" "0" "2" "S4"
869 0.02295 "1" "0" "2" "S4"
870 0.01770 "1" "0" "3" "S4"
871 0.01489 "1" "0" "3" "S4"
872 0.00802 "1" "0" "7" "S4"
873 0.03576 "1" "0" "7" "S4"
874 0.01638 "1" "0" "8" "S4"
875 0.01101 "1" "0" "8" "S4"
876 0.00796 "1" "0" "8" "S4"
877 0.03364 "1" "0" "8" "S4"
878 0.02773 "1" "0" "9" "S4"
879 0.01619 "1" "0" "9" "S4"
880 0.03681 "1" "0" "9" "S4"
881 0.03221 "1" "0" "9" "S4"
882 0.01914 "1" "0" "9" "S4"
883 0.02643 "1" "0" "9" "S4"
884 0.06497 "1" "0" "10" "S4"
885 0.05775 "1" "0" "10" "S4"
886 0.02597 "1" "0" "10" "S4"
887 0.07129 "1" "0" "10" "S4"
888 0.01121 "1" "0" "11" "S4"
889 0.03206 "1" "0" "11" "S4"
890 0.01619 "1" "0" "15" "S4"
891 0.01509 "1" "0" "15" "S4"
892 0.00185 "1" "0" "16" "S4"
893 0.00131 "1" "0" "16" "S4"
894 0.01048 "1" "0" "17" "S4"
895 0.03332 "1" "0" "17" "S4"
896 0.03282 "1" "0" "17" "S4"
897 0.01220 "1" "0" "17" "S4"
898 0.01653 "1" "0" "17" "S4"
899 0.06675 "1" "0" "17" "S4"
900 0.01027 "1" "0" "18" "S4"
901 0.01811 "1" "0" "18" "S4"
902 0.01172 "1" "0" "19" "S4"
903 0.02673 "1" "0" "19" "S4"
904 0.02252 "1" "0" "23" "S4"
905 0.02031 "1" "0" "23" "S4"
906 0.16451 "1" "0" "24" "S4"
907 0.07368 "1" "0" "24" "S4"
908 0.01510 "1" "0" "24" "S4"
909 0.02476 "1" "0" "24" "S4"
910 0.00732 "1" "0" "25" "S4"
911 0.01286 "1" "0" "25" "S4"
912 0.00865 "1" "0" "25" "S4"
913 0.02043 "1" "0" "25" "S4"
914 0.00701 "1" "0" "25" "S4"
915 0.02209 "1" "0" "25" "S4"
916 0.06252 "1" "0" "26" "S4"
917 0.12170 "1" "0" "26" "S4"
918 0.02830 "1" "0" "26" "S4"
919 0.05951 "1" "0" "26" "S4"
920 0.02897 "1" "0" "27" "S4"
921 0.04952 "1" "0" "27" "S4"
922 0.02162 "1" "0" "31" "S4"
923 0.02407 "1" "0" "31" "S4"
924 0.07909 "1" "0" "32" "S4"
925 0.01430 "1" "0" "32" "S4"
926 0.00971 "1" "0" "33" "S4"
927 0.00869 "1" "0" "33" "S4"
928 0.01797 "1" "0" "33" "S4"
929 0.02692 "1" "0" "33" "S4"
930 0.01814 "1" "0" "33" "S4"
931 0.01627 "1" "0" "33" "S4"
932 0.01001 "1" "0" "34" "S4"
933 0.01432 "1" "0" "34" "S4"
934 0.03469 "1" "0" "35" "S4"
935 0.04162 "1" "0" "35" "S4"
936 0.08110 "1" "0" "39" "S4"
937 0.05691 "1" "0" "39" "S4"
938 0.03159 "1" "0" "40" "S4"
939 0.02254 "1" "0" "40" "S4"
940 0.07581 "1" "0" "40" "S4"
941 0.01532 "1" "0" "40" "S4"
942 0.03460 "1" "0" "41" "S4"
943 0.00582 "1" "0" "41" "S4"
944 0.02856 "1" "0" "41" "S4"
945 0.01581 "1" "0" "41" "S4"
946 0.07263 "1" "0" "41" "S4"
947 0.00745 "1" "0" "41" "S4"
948 0.04896 "1" "0" "42" "S4"
949 0.01001 "1" "0" "42" "S4"
950 0.02345 "1" "0" "42" "S4"
951 0.01304 "1" "0" "42" "S4"
952 0.05779 "1" "0" "43" "S4"
953 0.04182 "1" "0" "43" "S4"
954 0.08652 "1" "0" "47" "S4"
955 0.03921 "1" "0" "48" "S4"
956 0.01212 "1" "0" "48" "S4"
957 0.03075 "1" "0" "49" "S4"
958 0.03185 "1" "0" "49" "S4"
959 0.03131 "1" "0" "49" "S4"
960 0.04359 "1" "0" "49" "S4"
961 0.10105 "1" "0" "49" "S4"
962 0.03282 "1" "0" "49" "S4"
963 0.07167 "1" "0" "50" "S4"
964 0.01835 "1" "0" "50" "S4"
965 0.01591 "1" "0" "51" "S4"
966 0.00879 "1" "0" "51" "S4"
967 0.02616 "1" "0" "55" "S4"
968 0.02308 "1" "0" "56" "S4"
969 0.02865 "1" "0" "56" "S4"
970 0.00536 "1" "0" "56" "S4"
971 0.00948 "1" "0" "56" "S4"
972 0.02716 "1" "0" "57" "S4"
973 0.02755 "1" "0" "57" "S4"
974 0.01363 "1" "0" "57" "S4"
975 0.00817 "1" "0" "57" "S4"
976 0.02411 "1" "0" "57" "S4"
977 0.02917 "1" "0" "57" "S4"
978 0.01078 "1" "0" "58" "S4"
979 0.05961 "1" "0" "58" "S4"
980 0.01933 "1" "0" "58" "S4"
981 0.04774 "1" "0" "58" "S4"
982 0.01211 "1" "0" "59" "S4"
983 0.01873 "1" "0" "59" "S4"
984 0.03272 "1" "0" "63" "S4"
985 0.01141 "1" "0" "63" "S4"
986 0.03715 "1" "0" "64" "S4"
987 0.08075 "1" "0" "64" "S4"
988 0.02045 "1" "1" "1" "S5"
989 0.02388 "1" "1" "1" "S5"
990 0.01452 "1" "1" "1" "S5"
991 0.07549 "1" "1" "1" "S5"
992 0.02875 "1" "1" "1" "S5"
993 0.04457 "1" "1" "2" "S5"
994 0.01353 "1" "1" "2" "S5"
995 0.09886 "1" "1" "3" "S5"
996 0.02526 "1" "1" "3" "S5"
997 0.01444 "1" "1" "7" "S5"
998 0.01256 "1" "1" "7" "S5"
999 0.04335 "1" "1" "8" "S5"
1000 0.00805 "1" "1" "8" "S5"
1001 0.02732 "1" "1" "8" "S5"
1002 0.02456 "1" "1" "8" "S5"
1003 0.03494 "1" "1" "9" "S5"
1004 0.01942 "1" "1" "9" "S5"
1005 0.04169 "1" "1" "9" "S5"
1006 0.00978 "1" "1" "9" "S5"
1007 0.08239 "1" "1" "9" "S5"
1008 0.14291 "1" "1" "10" "S5"
1009 0.08563 "1" "1" "10" "S5"
1010 0.09869 "1" "1" "11" "S5"
1011 0.04867 "1" "1" "15" "S5"
1012 0.27630 "1" "1" "15" "S5"
1013 0.02254 "1" "1" "16" "S5"
1014 0.02695 "1" "1" "16" "S5"
1015 0.03821 "1" "1" "17" "S5"
1016 0.05960 "1" "1" "17" "S5"
1017 0.03340 "1" "1" "17" "S5"
1018 0.01228 "1" "1" "17" "S5"
1019 0.07136 "1" "1" "17" "S5"
1020 0.02303 "1" "1" "17" "S5"
1021 0.06782 "1" "1" "18" "S5"
1022 0.01568 "1" "1" "18" "S5"
1023 0.02283 "1" "1" "23" "S5"
1024 0.06468 "1" "1" "23" "S5"
1025 0.00207 "1" "1" "24" "S5"
1026 0.03600 "1" "1" "24" "S5"
1027 0.00459 "1" "1" "24" "S5"
1028 0.15857 "1" "1" "24" "S5"
1029 0.01948 "1" "1" "25" "S5"
1030 0.09857 "1" "1" "25" "S5"
1031 0.03611 "1" "1" "25" "S5"
1032 0.00847 "1" "1" "25" "S5"
1033 0.03020 "1" "1" "25" "S5"
1034 0.06113 "1" "1" "25" "S5"
1035 0.06097 "1" "1" "26" "S5"
1036 0.02400 "1" "1" "26" "S5"
1037 0.04024 "1" "1" "26" "S5"
1038 0.11809 "1" "1" "26" "S5"
1039 0.01612 "1" "1" "27" "S5"
1040 0.02413 "1" "1" "27" "S5"
1041 0.02793 "1" "1" "31" "S5"
1042 0.01654 "1" "1" "31" "S5"
1043 0.02462 "1" "1" "32" "S5"
1044 0.01951 "1" "1" "32" "S5"
1045 0.01677 "1" "1" "33" "S5"
1046 0.01422 "1" "1" "33" "S5"
1047 0.00533 "1" "1" "33" "S5"
1048 0.00352 "1" "1" "33" "S5"
1049 0.00253 "1" "1" "33" "S5"
1050 0.00999 "1" "1" "33" "S5"
1051 0.00946 "1" "1" "34" "S5"
1052 0.04016 "1" "1" "34" "S5"
1053 0.08545 "1" "1" "35" "S5"
1054 0.03656 "1" "1" "39" "S5"
1055 0.06029 "1" "1" "39" "S5"
1056 0.11177 "1" "1" "40" "S5"
1057 0.02418 "1" "1" "40" "S5"
1058 0.07577 "1" "1" "40" "S5"
1059 0.11458 "1" "1" "41" "S5"
1060 0.01555 "1" "1" "41" "S5"
1061 0.03315 "1" "1" "41" "S5"
1062 0.01188 "1" "1" "41" "S5"
1063 0.02123 "1" "1" "41" "S5"
1064 0.04694 "1" "1" "41" "S5"
1065 0.03677 "1" "1" "42" "S5"
1066 0.04799 "1" "1" "42" "S5"
1067 0.01263 "1" "1" "42" "S5"
1068 0.07437 "1" "1" "42" "S5"
1069 0.05608 "1" "1" "43" "S5"
1070 0.02572 "1" "1" "43" "S5"
1071 0.07783 "1" "1" "47" "S5"
1072 0.01542 "1" "1" "48" "S5"
1073 0.03943 "1" "1" "48" "S5"
1074 0.03510 "1" "1" "49" "S5"
1075 0.03662 "1" "1" "49" "S5"
1076 0.04668 "1" "1" "49" "S5"
1077 0.09177 "1" "1" "49" "S5"
1078 0.01293 "1" "1" "49" "S5"
1079 0.02073 "1" "1" "49" "S5"
1080 0.02443 "1" "1" "50" "S5"
1081 0.02503 "1" "1" "50" "S5"
1082 0.01395 "1" "1" "51" "S5"
1083 0.02141 "1" "1" "51" "S5"
1084 0.01275 "1" "1" "55" "S5"
1085 0.04238 "1" "1" "56" "S5"
1086 0.05824 "1" "1" "56" "S5"
1087 0.21507 "1" "1" "56" "S5"
1088 0.06607 "1" "1" "56" "S5"
1089 0.09579 "1" "1" "57" "S5"
1090 0.07690 "1" "1" "57" "S5"
1091 0.12720 "1" "1" "57" "S5"
1092 0.09022 "1" "1" "57" "S5"
1093 0.07364 "1" "1" "57" "S5"
1094 0.02771 "1" "1" "57" "S5"
1095 0.03043 "1" "1" "58" "S5"
1096 0.00524 "1" "1" "58" "S5"
1097 0.07787 "1" "1" "58" "S5"
1098 0.01989 "1" "1" "58" "S5"
1099 0.08056 "1" "1" "59" "S5"
1100 0.05110 "1" "1" "59" "S5"
1101 0.12861 "1" "1" "63" "S5"
1102 0.05959 "1" "1" "63" "S5"
1103 0.10829 "1" "0" "1" "S5"
1104 0.00712 "1" "0" "1" "S5"
1105 0.02408 "1" "0" "1" "S5"
1106 0.03432 "1" "0" "1" "S5"
1107 0.01728 "1" "0" "1" "S5"
1108 0.02523 "1" "0" "1" "S5"
1109 0.02937 "1" "0" "2" "S5"
1110 0.01254 "1" "0" "2" "S5"
1111 0.04455 "1" "0" "3" "S5"
1112 0.02266 "1" "0" "3" "S5"
1113 0.01337 "1" "0" "7" "S5"
1114 0.00658 "1" "0" "7" "S5"
1115 0.02324 "1" "0" "8" "S5"
1116 0.06217 "1" "0" "8" "S5"
1117 0.10218 "1" "0" "8" "S5"
1118 0.03587 "1" "0" "8" "S5"
1119 0.05239 "1" "0" "9" "S5"
1120 0.06562 "1" "0" "9" "S5"
1121 0.00467 "1" "0" "9" "S5"
1122 0.05419 "1" "0" "9" "S5"
1123 0.04952 "1" "0" "9" "S5"
1124 0.13182 "1" "0" "9" "S5"
1125 0.18333 "1" "0" "10" "S5"
1126 0.04389 "1" "0" "10" "S5"
1127 0.01430 "1" "0" "10" "S5"
1128 0.07845 "1" "0" "10" "S5"
1129 0.07249 "1" "0" "11" "S5"
1130 0.05971 "1" "0" "11" "S5"
1131 0.04879 "1" "0" "15" "S5"
1132 0.02760 "1" "0" "15" "S5"
1133 0.01409 "1" "0" "16" "S5"
1134 0.00695 "1" "0" "16" "S5"
1135 0.01997 "1" "0" "17" "S5"
1136 0.03805 "1" "0" "17" "S5"
1137 0.06689 "1" "0" "17" "S5"
1138 0.06702 "1" "0" "17" "S5"
1139 0.11336 "1" "0" "17" "S5"
1140 0.03298 "1" "0" "18" "S5"
1141 0.02180 "1" "0" "18" "S5"
1142 0.10300 "1" "0" "19" "S5"
1143 0.05505 "1" "0" "19" "S5"
1144 0.06105 "1" "0" "23" "S5"
1145 0.03017 "1" "0" "23" "S5"
1146 0.05188 "1" "0" "24" "S5"
1147 0.01558 "1" "0" "24" "S5"
1148 0.00922 "1" "0" "24" "S5"
1149 0.03619 "1" "0" "24" "S5"
1150 0.07609 "1" "0" "25" "S5"
1151 0.04652 "1" "0" "25" "S5"
1152 0.00706 "1" "0" "25" "S5"
1153 0.01743 "1" "0" "25" "S5"
1154 0.05660 "1" "0" "25" "S5"
1155 0.04449 "1" "0" "25" "S5"
1156 0.06525 "1" "0" "26" "S5"
1157 0.02233 "1" "0" "26" "S5"
1158 0.04073 "1" "0" "26" "S5"
1159 0.01553 "1" "0" "26" "S5"
1160 0.02312 "1" "0" "27" "S5"
1161 0.18710 "1" "0" "27" "S5"
1162 0.08427 "1" "0" "31" "S5"
1163 0.04603 "1" "0" "31" "S5"
1164 0.01357 "1" "0" "32" "S5"
1165 0.00162 "1" "0" "32" "S5"
1166 0.02068 "1" "0" "33" "S5"
1167 0.00741 "1" "0" "33" "S5"
1168 0.05774 "1" "0" "33" "S5"
1169 0.01877 "1" "0" "33" "S5"
1170 0.00720 "1" "0" "33" "S5"
1171 0.04293 "1" "0" "33" "S5"
1172 0.05600 "1" "0" "34" "S5"
1173 0.03683 "1" "0" "34" "S5"
1174 0.11434 "1" "0" "35" "S5"
1175 0.08284 "1" "0" "35" "S5"
1176 0.44627 "1" "0" "39" "S5"
1177 0.07588 "1" "0" "39" "S5"
1178 0.03061 "1" "0" "40" "S5"
1179 0.02365 "1" "0" "40" "S5"
1180 0.02889 "1" "0" "40" "S5"
1181 0.21276 "1" "0" "40" "S5"
1182 0.02353 "1" "0" "41" "S5"
1183 0.09824 "1" "0" "41" "S5"
1184 0.02790 "1" "0" "41" "S5"
1185 0.05685 "1" "0" "41" "S5"
1186 0.01640 "1" "0" "41" "S5"
1187 0.06265 "1" "0" "41" "S5"
1188 0.02102 "1" "0" "42" "S5"
1189 0.03777 "1" "0" "42" "S5"
1190 0.00193 "1" "0" "42" "S5"
1191 0.03166 "1" "0" "42" "S5"
1192 0.12022 "1" "0" "43" "S5"
1193 0.01383 "1" "0" "43" "S5"
1194 0.20620 "1" "0" "47" "S5"
1195 0.14739 "1" "0" "47" "S5"
1196 0.07382 "1" "0" "48" "S5"
1197 0.05586 "1" "0" "48" "S5"
1198 0.03520 "1" "0" "49" "S5"
1199 0.03022 "1" "0" "49" "S5"
1200 0.02357 "1" "0" "49" "S5"
1201 0.03792 "1" "0" "49" "S5"
1202 0.01095 "1" "0" "49" "S5"
1203 0.02426 "1" "0" "49" "S5"
1204 0.00444 "1" "0" "50" "S5"
1205 0.01886 "1" "0" "50" "S5"
1206 0.10295 "1" "0" "51" "S5"
1207 0.01797 "1" "0" "51" "S5"
1208 0.05289 "1" "0" "55" "S5"
1209 0.12322 "1" "0" "55" "S5"
1210 0.16333 "1" "0" "56" "S5"
1211 0.01274 "1" "0" "56" "S5"
1212 0.04818 "1" "0" "56" "S5"
1213 0.03747 "1" "0" "56" "S5"
1214 0.01539 "1" "0" "57" "S5"
1215 0.05257 "1" "0" "57" "S5"
1216 0.06810 "1" "0" "57" "S5"
1217 0.04910 "1" "0" "57" "S5"
1218 0.03314 "1" "0" "57" "S5"
1219 0.03627 "1" "0" "57" "S5"
1220 0.02479 "1" "0" "58" "S5"
1221 0.00731 "1" "0" "58" "S5"
1222 0.09495 "1" "0" "58" "S5"
1223 0.03401 "1" "0" "58" "S5"
1224 0.05934 "1" "0" "59" "S5"
1225 0.04918 "1" "0" "59" "S5"
1226 0.07274 "1" "0" "63" "S5"
1227 0.01791 "1" "0" "63" "S5"
1228 0.09357 "1" "0" "64" "S5"
1229 0.10042 "1" "0" "64" "S5"
1230 0.03504 "1" "1" "1" "S6"
1231 0.02555 "1" "1" "1" "S6"
1232 0.03197 "1" "1" "1" "S6"
1233 0.06798 "1" "1" "1" "S6"
1234 0.10597 "1" "1" "1" "S6"
1235 0.03921 "1" "1" "1" "S6"
1236 0.04677 "1" "1" "2" "S6"
1237 0.01422 "1" "1" "2" "S6"
1238 0.01770 "1" "1" "3" "S6"
1239 0.03226 "1" "1" "3" "S6"
1240 0.02205 "1" "1" "7" "S6"
1241 0.08122 "1" "1" "7" "S6"
1242 0.00239 "1" "1" "8" "S6"
1243 0.01850 "1" "1" "8" "S6"
1244 0.01481 "1" "1" "8" "S6"
1245 0.01604 "1" "1" "8" "S6"
1246 0.05276 "1" "1" "9" "S6"
1247 0.01761 "1" "1" "9" "S6"
1248 0.07248 "1" "1" "9" "S6"
1249 0.02970 "1" "1" "9" "S6"
1250 0.01342 "1" "1" "9" "S6"
1251 0.02762 "1" "1" "10" "S6"
1252 0.13569 "1" "1" "10" "S6"
1253 0.03515 "1" "1" "10" "S6"
1254 0.02586 "1" "1" "10" "S6"
1255 0.03193 "1" "1" "11" "S6"
1256 0.02574 "1" "1" "11" "S6"
1257 0.04102 "1" "1" "15" "S6"
1258 0.02561 "1" "1" "15" "S6"
1259 0.00839 "1" "1" "16" "S6"
1260 0.01233 "1" "1" "16" "S6"
1261 0.03576 "1" "1" "17" "S6"
1262 0.06903 "1" "1" "17" "S6"
1263 0.04361 "1" "1" "17" "S6"
1264 0.01270 "1" "1" "17" "S6"
1265 0.10644 "1" "1" "17" "S6"
1266 0.00977 "1" "1" "17" "S6"
1267 0.01534 "1" "1" "18" "S6"
1268 0.00672 "1" "1" "19" "S6"
1269 0.04562 "1" "1" "19" "S6"
1270 0.01206 "1" "1" "23" "S6"
1271 0.04140 "1" "1" "23" "S6"
1272 0.02202 "1" "1" "24" "S6"
1273 0.02105 "1" "1" "24" "S6"
1274 0.00997 "1" "1" "24" "S6"
1275 0.06173 "1" "1" "24" "S6"
1276 0.05764 "1" "1" "25" "S6"
1277 0.06328 "1" "1" "25" "S6"
1278 0.01979 "1" "1" "25" "S6"
1279 0.01023 "1" "1" "25" "S6"
1280 0.05481 "1" "1" "25" "S6"
1281 0.01850 "1" "1" "25" "S6"
1282 0.03895 "1" "1" "26" "S6"
1283 0.02606 "1" "1" "26" "S6"
1284 0.05171 "1" "1" "26" "S6"
1285 0.03817 "1" "1" "26" "S6"
1286 0.00621 "1" "1" "27" "S6"
1287 0.01347 "1" "1" "31" "S6"
1288 0.04506 "1" "1" "31" "S6"
1289 0.02579 "1" "1" "32" "S6"
1290 0.00687 "1" "1" "32" "S6"
1291 0.00398 "1" "1" "33" "S6"
1292 0.00777 "1" "1" "33" "S6"
1293 0.00387 "1" "1" "33" "S6"
1294 0.06256 "1" "1" "33" "S6"
1295 0.00772 "1" "1" "33" "S6"
1296 0.04463 "1" "1" "33" "S6"
1297 0.06963 "1" "1" "34" "S6"
1298 0.03459 "1" "1" "34" "S6"
1299 0.22171 "1" "1" "35" "S6"
1300 0.01315 "1" "1" "35" "S6"
1301 0.07534 "1" "1" "39" "S6"
1302 0.01387 "1" "1" "39" "S6"
1303 0.02784 "1" "1" "40" "S6"
1304 0.08215 "1" "1" "40" "S6"
1305 0.03953 "1" "1" "40" "S6"
1306 0.02247 "1" "1" "40" "S6"
1307 0.03198 "1" "1" "41" "S6"
1308 0.00724 "1" "1" "41" "S6"
1309 0.01673 "1" "1" "41" "S6"
1310 0.01660 "1" "1" "41" "S6"
