"PDist" "Group" "Cond" "TB" "Subj"
1311 0.01152 "1" "1" "41" "S6"
1312 0.05119 "1" "1" "41" "S6"
1313 0.02453 "1" "1" "42" "S6"
1314 0.01709 "1" "1" "42" "S6"
1315 0.06756 "1" "1" "42" "S6"
1316 0.00504 "1" "1" "42" "S6"
1317 0.03228 "1" "1" "43" "S6"
1318 0.02882 "1" "1" "43" "S6"
1319 0.12791 "1" "1" "47" "S6"
1320 0.10032 "1" "1" "48" "S6"
1321 0.03298 "1" "1" "48" "S6"
1322 0.03473 "1" "1" "49" "S6"
1323 0.08655 "1" "1" "49" "S6"
1324 0.01115 "1" "1" "49" "S6"
1325 0.04855 "1" "1" "49" "S6"
1326 0.02894 "1" "1" "49" "S6"
1327 0.03245 "1" "1" "49" "S6"
1328 0.00357 "1" "1" "50" "S6"
1329 0.00649 "1" "1" "50" "S6"
1330 0.01982 "1" "1" "51" "S6"
1331 0.01176 "1" "1" "51" "S6"
1332 0.04166 "1" "1" "55" "S6"
1333 0.06812 "1" "1" "55" "S6"
1334 0.06378 "1" "1" "56" "S6"
1335 0.04755 "1" "1" "56" "S6"
1336 0.02481 "1" "1" "56" "S6"
1337 0.07164 "1" "1" "57" "S6"
1338 0.08572 "1" "1" "57" "S6"
1339 0.00225 "1" "1" "57" "S6"
1340 0.03582 "1" "1" "57" "S6"
1341 0.03256 "1" "1" "57" "S6"
1342 0.02514 "1" "1" "58" "S6"
1343 0.05051 "1" "1" "58" "S6"
1344 0.00646 "1" "1" "58" "S6"
1345 0.00736 "1" "1" "58" "S6"
1346 0.03137 "1" "1" "59" "S6"
1347 0.02532 "1" "1" "59" "S6"
1348 0.03752 "1" "1" "63" "S6"
1349 0.02556 "1" "1" "63" "S6"
1350 0.01531 "1" "1" "64" "S6"
1351 0.03134 "1" "1" "64" "S6"
1352 0.05154 "1" "0" "1" "S6"
1353 0.04826 "1" "0" "1" "S6"
1354 0.02255 "1" "0" "1" "S6"
1355 0.05427 "1" "0" "1" "S6"
1356 0.04476 "1" "0" "1" "S6"
1357 0.01117 "1" "0" "2" "S6"
1358 0.01343 "1" "0" "2" "S6"
1359 0.05673 "1" "0" "3" "S6"
1360 0.02344 "1" "0" "3" "S6"
1361 0.00741 "1" "0" "7" "S6"
1362 0.02734 "1" "0" "7" "S6"
1363 0.08303 "1" "0" "8" "S6"
1364 0.00598 "1" "0" "8" "S6"
1365 0.05779 "1" "0" "8" "S6"
1366 0.01523 "1" "0" "8" "S6"
1367 0.02499 "1" "0" "9" "S6"
1368 0.02818 "1" "0" "9" "S6"
1369 0.03480 "1" "0" "9" "S6"
1370 0.07438 "1" "0" "9" "S6"
1371 0.04332 "1" "0" "9" "S6"
1372 0.01952 "1" "0" "9" "S6"
1373 0.04924 "1" "0" "10" "S6"
1374 0.02976 "1" "0" "10" "S6"
1375 0.01981 "1" "0" "10" "S6"
1376 0.10724 "1" "0" "10" "S6"
1377 0.01072 "1" "0" "11" "S6"
1378 0.02908 "1" "0" "11" "S6"
1379 0.00662 "1" "0" "15" "S6"
1380 0.00484 "1" "0" "15" "S6"
1381 0.01517 "1" "0" "16" "S6"
1382 0.02192 "1" "0" "16" "S6"
1383 0.15258 "1" "0" "17" "S6"
1384 0.02620 "1" "0" "17" "S6"
1385 0.04249 "1" "0" "17" "S6"
1386 0.05392 "1" "0" "17" "S6"
1387 0.02369 "1" "0" "17" "S6"
1388 0.01153 "1" "0" "17" "S6"
1389 0.01375 "1" "0" "18" "S6"
1390 0.01184 "1" "0" "18" "S6"
1391 0.00634 "1" "0" "19" "S6"
1392 0.00422 "1" "0" "19" "S6"
1393 0.03385 "1" "0" "23" "S6"
1394 0.02381 "1" "0" "23" "S6"
1395 0.15428 "1" "0" "24" "S6"
1396 0.03819 "1" "0" "24" "S6"
1397 0.00831 "1" "0" "24" "S6"
1398 0.00197 "1" "0" "24" "S6"
1399 0.01114 "1" "0" "25" "S6"
1400 0.02441 "1" "0" "25" "S6"
1401 0.01553 "1" "0" "25" "S6"
1402 0.00683 "1" "0" "25" "S6"
1403 0.02765 "1" "0" "25" "S6"
1404 0.02777 "1" "0" "25" "S6"
1405 0.04080 "1" "0" "26" "S6"
1406 0.03284 "1" "0" "26" "S6"
1407 0.03504 "1" "0" "26" "S6"
1408 0.05470 "1" "0" "26" "S6"
1409 0.02717 "1" "0" "27" "S6"
1410 0.01147 "1" "0" "31" "S6"
1411 0.00765 "1" "0" "32" "S6"
1412 0.01452 "1" "0" "32" "S6"
1413 0.02927 "1" "0" "33" "S6"
1414 0.00999 "1" "0" "33" "S6"
1415 0.00582 "1" "0" "33" "S6"
1416 0.00235 "1" "0" "33" "S6"
1417 0.04354 "1" "0" "33" "S6"
1418 0.02750 "1" "0" "33" "S6"
1419 0.02438 "1" "0" "34" "S6"
1420 0.05486 "1" "0" "34" "S6"
1421 0.05333 "1" "0" "35" "S6"
1422 0.02898 "1" "0" "35" "S6"
1423 0.06271 "1" "0" "40" "S6"
1424 0.01905 "1" "0" "40" "S6"
1425 0.04530 "1" "0" "40" "S6"
1426 0.00914 "1" "0" "40" "S6"
1427 0.04276 "1" "0" "41" "S6"
1428 0.09119 "1" "0" "41" "S6"
1429 0.03738 "1" "0" "41" "S6"
1430 0.00517 "1" "0" "41" "S6"
1431 0.02124 "1" "0" "41" "S6"
1432 0.01141 "1" "0" "41" "S6"
1433 0.03987 "1" "0" "42" "S6"
1434 0.01340 "1" "0" "42" "S6"
1435 0.01602 "1" "0" "42" "S6"
1436 0.01902 "1" "0" "42" "S6"
1437 0.01292 "1" "0" "43" "S6"
1438 0.01148 "1" "0" "48" "S6"
1439 0.00838 "1" "0" "49" "S6"
1440 0.05320 "1" "0" "49" "S6"
1441 0.05004 "1" "0" "49" "S6"
1442 0.00750 "1" "0" "49" "S6"
1443 0.04406 "1" "0" "49" "S6"
1444 0.02792 "1" "0" "49" "S6"
1445 0.03608 "1" "0" "50" "S6"
1446 0.01841 "1" "0" "50" "S6"
1447 0.05899 "1" "0" "51" "S6"
1448 0.00768 "1" "0" "51" "S6"
1449 0.02613 "1" "0" "55" "S6"
1450 0.05293 "1" "0" "55" "S6"
1451 0.04353 "1" "0" "56" "S6"
1452 0.00974 "1" "0" "56" "S6"
1453 0.05415 "1" "0" "56" "S6"
1454 0.10418 "1" "0" "56" "S6"
1455 0.02137 "1" "0" "57" "S6"
1456 0.09946 "1" "0" "57" "S6"
1457 0.14619 "1" "0" "57" "S6"
1458 0.02101 "1" "0" "57" "S6"
1459 0.07689 "1" "0" "57" "S6"
1460 0.02310 "1" "0" "57" "S6"
1461 0.03618 "1" "0" "58" "S6"
1462 0.02983 "1" "0" "58" "S6"
1463 0.03195 "1" "0" "58" "S6"
1464 0.01034 "1" "0" "58" "S6"
1465 0.01419 "1" "0" "59" "S6"
1466 0.03497 "1" "0" "59" "S6"
1467 0.06277 "1" "0" "63" "S6"
1468 0.05744 "1" "0" "63" "S6"
1469 0.03296 "1" "0" "64" "S6"
1470 0.02496 "1" "0" "64" "S6"
1471 0.09784 "1" "1" "1" "S7"
1472 0.04022 "1" "1" "1" "S7"
1473 0.07381 "1" "1" "1" "S7"
1474 0.04497 "1" "1" "1" "S7"
1475 0.06685 "1" "1" "1" "S7"
1476 0.00396 "1" "1" "2" "S7"
1477 0.00776 "1" "1" "2" "S7"
1478 0.01990 "1" "1" "3" "S7"
1479 0.04721 "1" "1" "3" "S7"
1480 0.01744 "1" "1" "7" "S7"
1481 0.01058 "1" "1" "7" "S7"
1482 0.02275 "1" "1" "8" "S7"
1483 0.01385 "1" "1" "8" "S7"
1484 0.01824 "1" "1" "8" "S7"
1485 0.01782 "1" "1" "8" "S7"
1486 0.01257 "1" "1" "9" "S7"
1487 0.02533 "1" "1" "9" "S7"
1488 0.06335 "1" "1" "9" "S7"
1489 0.00794 "1" "1" "9" "S7"
1490 0.12514 "1" "1" "9" "S7"
1491 0.04741 "1" "1" "9" "S7"
1492 0.05355 "1" "1" "10" "S7"
1493 0.04376 "1" "1" "10" "S7"
1494 0.00566 "1" "1" "15" "S7"
1495 0.00924 "1" "1" "15" "S7"
1496 0.02463 "1" "1" "16" "S7"
1497 0.02899 "1" "1" "16" "S7"
1498 0.04069 "1" "1" "17" "S7"
1499 0.07271 "1" "1" "17" "S7"
1500 0.02813 "1" "1" "17" "S7"
1501 0.02497 "1" "1" "17" "S7"
1502 0.01949 "1" "1" "17" "S7"
1503 0.04450 "1" "1" "17" "S7"
1504 0.07567 "1" "1" "18" "S7"
1505 0.01713 "1" "1" "18" "S7"
1506 0.03786 "1" "1" "19" "S7"
1507 0.01263 "1" "1" "23" "S7"
1508 0.01407 "1" "1" "23" "S7"
1509 0.01432 "1" "1" "24" "S7"
1510 0.00452 "1" "1" "24" "S7"
1511 0.01270 "1" "1" "24" "S7"
1512 0.00310 "1" "1" "24" "S7"
1513 0.04986 "1" "1" "25" "S7"
1514 0.02437 "1" "1" "25" "S7"
1515 0.03523 "1" "1" "25" "S7"
1516 0.04852 "1" "1" "25" "S7"
1517 0.00995 "1" "1" "25" "S7"
1518 0.05095 "1" "1" "25" "S7"
1519 0.07166 "1" "1" "26" "S7"
1520 0.02746 "1" "1" "26" "S7"
1521 0.08488 "1" "1" "26" "S7"
1522 0.03186 "1" "1" "26" "S7"
1523 0.22109 "1" "1" "27" "S7"
1524 0.13692 "1" "1" "31" "S7"
1525 0.03417 "1" "1" "31" "S7"
1526 0.03528 "1" "1" "32" "S7"
1527 0.04578 "1" "1" "32" "S7"
1528 0.01401 "1" "1" "33" "S7"
1529 0.00608 "1" "1" "33" "S7"
1530 0.00925 "1" "1" "33" "S7"
1531 0.02134 "1" "1" "33" "S7"
1532 0.02974 "1" "1" "33" "S7"
1533 0.00729 "1" "1" "33" "S7"
1534 0.00817 "1" "1" "34" "S7"
1535 0.01778 "1" "1" "34" "S7"
1536 0.20570 "1" "1" "35" "S7"
1537 0.03862 "1" "1" "35" "S7"
1538 0.09325 "1" "1" "39" "S7"
1539 0.03109 "1" "1" "40" "S7"
1540 0.01622 "1" "1" "40" "S7"
1541 0.05331 "1" "1" "40" "S7"
1542 0.07063 "1" "1" "40" "S7"
1543 0.04242 "1" "1" "41" "S7"
1544 0.04426 "1" "1" "41" "S7"
1545 0.01954 "1" "1" "41" "S7"
1546 0.00468 "1" "1" "41" "S7"
1547 0.02074 "1" "1" "41" "S7"
1548 0.05708 "1" "1" "41" "S7"
1549 0.05528 "1" "1" "42" "S7"
1550 0.05196 "1" "1" "42" "S7"
1551 0.01554 "1" "1" "42" "S7"
1552 0.02788 "1" "1" "42" "S7"
1553 0.04478 "1" "1" "43" "S7"
1554 0.01180 "1" "1" "43" "S7"
1555 0.03586 "1" "1" "47" "S7"
1556 0.02179 "1" "1" "47" "S7"
1557 0.02935 "1" "1" "48" "S7"
1558 0.03211 "1" "1" "48" "S7"
1559 0.01042 "1" "1" "49" "S7"
1560 0.05116 "1" "1" "49" "S7"
1561 0.01727 "1" "1" "49" "S7"
1562 0.01934 "1" "1" "49" "S7"
1563 0.00474 "1" "1" "49" "S7"
1564 0.02698 "1" "1" "49" "S7"
1565 0.01623 "1" "1" "50" "S7"
1566 0.02651 "1" "1" "50" "S7"
1567 0.03399 "1" "1" "51" "S7"
1568 0.08859 "1" "1" "51" "S7"
1569 0.10743 "1" "1" "55" "S7"
1570 0.04376 "1" "1" "56" "S7"
1571 0.00545 "1" "1" "56" "S7"
1572 0.02175 "1" "1" "56" "S7"
1573 0.03107 "1" "1" "57" "S7"
1574 0.02452 "1" "1" "57" "S7"
1575 0.00300 "1" "1" "57" "S7"
1576 0.00747 "1" "1" "57" "S7"
1577 0.01114 "1" "1" "57" "S7"
1578 0.05989 "1" "1" "57" "S7"
1579 0.03626 "1" "1" "58" "S7"
1580 0.03021 "1" "1" "58" "S7"
1581 0.02220 "1" "1" "58" "S7"
1582 0.02371 "1" "1" "58" "S7"
1583 0.00910 "1" "1" "59" "S7"
1584 0.01604 "1" "1" "59" "S7"
1585 0.01468 "1" "1" "63" "S7"
1586 0.04178 "1" "1" "63" "S7"
1587 0.04232 "1" "1" "64" "S7"
1588 0.03547 "1" "0" "1" "S7"
1589 0.02269 "1" "0" "1" "S7"
1590 0.02518 "1" "0" "1" "S7"
1591 0.03382 "1" "0" "1" "S7"
1592 0.01517 "1" "0" "1" "S7"
1593 0.02581 "1" "0" "1" "S7"
1594 0.02361 "1" "0" "2" "S7"
1595 0.07670 "1" "0" "2" "S7"
1596 0.03798 "1" "0" "3" "S7"
1597 0.01196 "1" "0" "3" "S7"
1598 0.01095 "1" "0" "7" "S7"
1599 0.01283 "1" "0" "7" "S7"
1600 0.02042 "1" "0" "8" "S7"
1601 0.01898 "1" "0" "8" "S7"
1602 0.01781 "1" "0" "8" "S7"
1603 0.06670 "1" "0" "8" "S7"
1604 0.03330 "1" "0" "9" "S7"
1605 0.01994 "1" "0" "9" "S7"
1606 0.01620 "1" "0" "9" "S7"
1607 0.01097 "1" "0" "9" "S7"
1608 0.03812 "1" "0" "9" "S7"
1609 0.03990 "1" "0" "10" "S7"
1610 0.01366 "1" "0" "10" "S7"
1611 0.01392 "1" "0" "10" "S7"
1612 0.05397 "1" "0" "10" "S7"
1613 0.01623 "1" "0" "11" "S7"
1614 0.03037 "1" "0" "11" "S7"
1615 0.04665 "1" "0" "15" "S7"
1616 0.01734 "1" "0" "15" "S7"
1617 0.04099 "1" "0" "16" "S7"
1618 0.03157 "1" "0" "16" "S7"
1619 0.06994 "1" "0" "17" "S7"
1620 0.02714 "1" "0" "17" "S7"
1621 0.01424 "1" "0" "17" "S7"
1622 0.02641 "1" "0" "17" "S7"
1623 0.03825 "1" "0" "17" "S7"
1624 0.03189 "1" "0" "17" "S7"
1625 0.04301 "1" "0" "18" "S7"
1626 0.01757 "1" "0" "18" "S7"
1627 0.03212 "1" "0" "19" "S7"
1628 0.13689 "1" "0" "19" "S7"
1629 0.01443 "1" "0" "23" "S7"
1630 0.06816 "1" "0" "23" "S7"
1631 0.00476 "1" "0" "24" "S7"
1632 0.01537 "1" "0" "24" "S7"
1633 0.03403 "1" "0" "24" "S7"
1634 0.02793 "1" "0" "24" "S7"
1635 0.00913 "1" "0" "25" "S7"
1636 0.00698 "1" "0" "25" "S7"
1637 0.01235 "1" "0" "25" "S7"
1638 0.03386 "1" "0" "25" "S7"
1639 0.04050 "1" "0" "25" "S7"
1640 0.02096 "1" "0" "25" "S7"
1641 0.03556 "1" "0" "26" "S7"
1642 0.02939 "1" "0" "26" "S7"
1643 0.05974 "1" "0" "26" "S7"
1644 0.01797 "1" "0" "26" "S7"
1645 0.03404 "1" "0" "31" "S7"
1646 0.01232 "1" "0" "31" "S7"
1647 0.01404 "1" "0" "32" "S7"
1648 0.00673 "1" "0" "32" "S7"
1649 0.00741 "1" "0" "33" "S7"
1650 0.02705 "1" "0" "33" "S7"
1651 0.05912 "1" "0" "33" "S7"
1652 0.01489 "1" "0" "33" "S7"
1653 0.00161 "1" "0" "33" "S7"
1654 0.01978 "1" "0" "33" "S7"
1655 0.03186 "1" "0" "34" "S7"
1656 0.03023 "1" "0" "34" "S7"
1657 0.10133 "1" "0" "35" "S7"
1658 0.02600 "1" "0" "35" "S7"
1659 0.13885 "1" "0" "39" "S7"
1660 0.04391 "1" "0" "39" "S7"
1661 0.05872 "1" "0" "40" "S7"
1662 0.02521 "1" "0" "40" "S7"
1663 0.08623 "1" "0" "40" "S7"
1664 0.00700 "1" "0" "40" "S7"
1665 0.02245 "1" "0" "41" "S7"
1666 0.05583 "1" "0" "41" "S7"
1667 0.03554 "1" "0" "41" "S7"
1668 0.00637 "1" "0" "41" "S7"
1669 0.04804 "1" "0" "41" "S7"
1670 0.02345 "1" "0" "41" "S7"
1671 0.02153 "1" "0" "42" "S7"
1672 0.02396 "1" "0" "42" "S7"
1673 0.02401 "1" "0" "42" "S7"
1674 0.01682 "1" "0" "42" "S7"
1675 0.07409 "1" "0" "43" "S7"
1676 0.07641 "1" "0" "43" "S7"
1677 0.02226 "1" "0" "48" "S7"
1678 0.03520 "1" "0" "48" "S7"
1679 0.01351 "1" "0" "49" "S7"
1680 0.03177 "1" "0" "49" "S7"
1681 0.08483 "1" "0" "49" "S7"
1682 0.06063 "1" "0" "49" "S7"
1683 0.02017 "1" "0" "49" "S7"
1684 0.04976 "1" "0" "49" "S7"
1685 0.00742 "1" "0" "50" "S7"
1686 0.05020 "1" "0" "50" "S7"
1687 0.04505 "1" "0" "51" "S7"
1688 0.01181 "1" "0" "51" "S7"
1689 0.03936 "1" "0" "55" "S7"
1690 0.09700 "1" "0" "55" "S7"
1691 0.06267 "1" "0" "56" "S7"
1692 0.01035 "1" "0" "56" "S7"
1693 0.00836 "1" "0" "56" "S7"
1694 0.02417 "1" "0" "56" "S7"
1695 0.06883 "1" "0" "57" "S7"
1696 0.02543 "1" "0" "57" "S7"
1697 0.01569 "1" "0" "57" "S7"
1698 0.03604 "1" "0" "57" "S7"
1699 0.01850 "1" "0" "57" "S7"
1700 0.02004 "1" "0" "57" "S7"
1701 0.02155 "1" "0" "58" "S7"
1702 0.01405 "1" "0" "58" "S7"
1703 0.02504 "1" "0" "58" "S7"
1704 0.02521 "1" "0" "58" "S7"
1705 0.03292 "1" "0" "59" "S7"
1706 0.00647 "1" "0" "59" "S7"
1707 0.02711 "1" "0" "63" "S7"
1708 0.05039 "1" "0" "63" "S7"
1709 0.03640 "1" "0" "64" "S7"
1710 0.03504 "1" "0" "64" "S7"
1711 0.12432 "1" "1" "1" "S8"
1712 0.09879 "1" "1" "1" "S8"
1713 0.06009 "1" "1" "1" "S8"
1714 0.03065 "1" "1" "1" "S8"
1715 0.08624 "1" "1" "1" "S8"
1716 0.24348 "1" "1" "1" "S8"
1717 0.05460 "1" "1" "2" "S8"
1718 0.03811 "1" "1" "2" "S8"
1719 0.04574 "1" "1" "3" "S8"
1720 0.02066 "1" "1" "3" "S8"
1721 0.01906 "1" "1" "7" "S8"
1722 0.02035 "1" "1" "7" "S8"
1723 0.02975 "1" "1" "8" "S8"
1724 0.04589 "1" "1" "8" "S8"
1725 0.10702 "1" "1" "8" "S8"
1726 0.08269 "1" "1" "8" "S8"
1727 0.03497 "1" "1" "9" "S8"
1728 0.05587 "1" "1" "9" "S8"
1729 0.01666 "1" "1" "9" "S8"
1730 0.03705 "1" "1" "9" "S8"
1731 0.02905 "1" "1" "9" "S8"
1732 0.07202 "1" "1" "9" "S8"
1733 0.05467 "1" "1" "10" "S8"
1734 0.02814 "1" "1" "10" "S8"
1735 0.22216 "1" "1" "10" "S8"
1736 0.08209 "1" "1" "11" "S8"
1737 0.03603 "1" "1" "11" "S8"
1738 0.06170 "1" "1" "15" "S8"
1739 0.04438 "1" "1" "15" "S8"
1740 0.01923 "1" "1" "16" "S8"
1741 0.09039 "1" "1" "16" "S8"
1742 0.09431 "1" "1" "17" "S8"
1743 0.10983 "1" "1" "17" "S8"
1744 0.02460 "1" "1" "17" "S8"
1745 0.16488 "1" "1" "17" "S8"
1746 0.05213 "1" "1" "17" "S8"
1747 0.30063 "1" "1" "17" "S8"
1748 0.03998 "1" "1" "18" "S8"
1749 0.04898 "1" "1" "19" "S8"
1750 0.02675 "1" "1" "19" "S8"
1751 0.01111 "1" "1" "23" "S8"
1752 0.00664 "1" "1" "23" "S8"
1753 0.06177 "1" "1" "24" "S8"
1754 0.02411 "1" "1" "24" "S8"
1755 0.06353 "1" "1" "24" "S8"
1756 0.01929 "1" "1" "24" "S8"
1757 0.04718 "1" "1" "25" "S8"
1758 0.04181 "1" "1" "25" "S8"
1759 0.01339 "1" "1" "25" "S8"
1760 0.05916 "1" "1" "25" "S8"
1761 0.01258 "1" "1" "25" "S8"
1762 0.06296 "1" "1" "25" "S8"
1763 0.06312 "1" "1" "26" "S8"
1764 0.01662 "1" "1" "26" "S8"
1765 0.05719 "1" "1" "26" "S8"
1766 0.11851 "1" "1" "26" "S8"
1767 0.12529 "1" "1" "31" "S8"
1768 0.02059 "1" "1" "31" "S8"
1769 0.01545 "1" "1" "32" "S8"
1770 0.03647 "1" "1" "32" "S8"
1771 0.07021 "1" "1" "33" "S8"
1772 0.02729 "1" "1" "33" "S8"
1773 0.01298 "1" "1" "33" "S8"
1774 0.07425 "1" "1" "33" "S8"
1775 0.04193 "1" "1" "33" "S8"
1776 0.00582 "1" "1" "33" "S8"
1777 0.07140 "1" "1" "34" "S8"
1778 0.04079 "1" "1" "34" "S8"
1779 0.22518 "1" "1" "35" "S8"
1780 0.22058 "1" "1" "39" "S8"
1781 0.14169 "1" "1" "39" "S8"
1782 0.09905 "1" "1" "40" "S8"
1783 0.17214 "1" "1" "40" "S8"
1784 0.04466 "1" "1" "40" "S8"
1785 0.08824 "1" "1" "40" "S8"
1786 0.02998 "1" "1" "41" "S8"
1787 0.06268 "1" "1" "41" "S8"
1788 0.03021 "1" "1" "41" "S8"
1789 0.13526 "1" "1" "41" "S8"
1790 0.07846 "1" "1" "41" "S8"
1791 0.03442 "1" "1" "41" "S8"
1792 0.03889 "1" "1" "42" "S8"
1793 0.01451 "1" "1" "42" "S8"
1794 0.01159 "1" "1" "42" "S8"
1795 0.01073 "1" "1" "42" "S8"
1796 0.02660 "1" "1" "43" "S8"
1797 0.02651 "1" "1" "43" "S8"
1798 0.08050 "1" "1" "47" "S8"
1799 0.11758 "1" "1" "48" "S8"
1800 0.11124 "1" "1" "48" "S8"
1801 0.03806 "1" "1" "49" "S8"
1802 0.20444 "1" "1" "49" "S8"
1803 0.02560 "1" "1" "49" "S8"
1804 0.03656 "1" "1" "49" "S8"
1805 0.16729 "1" "1" "49" "S8"
1806 0.03368 "1" "1" "49" "S8"
1807 0.01141 "1" "1" "50" "S8"
1808 0.05492 "1" "1" "50" "S8"
1809 0.02433 "1" "1" "51" "S8"
1810 0.04044 "1" "1" "51" "S8"
1811 0.04714 "1" "1" "55" "S8"
1812 0.01596 "1" "1" "55" "S8"
1813 0.06142 "1" "1" "56" "S8"
1814 0.10053 "1" "1" "56" "S8"
1815 0.21672 "1" "1" "56" "S8"
1816 0.03290 "1" "1" "56" "S8"
1817 0.07624 "1" "1" "57" "S8"
1818 0.28418 "1" "1" "57" "S8"
1819 0.11060 "1" "1" "57" "S8"
1820 0.32904 "1" "1" "57" "S8"
1821 0.09498 "1" "1" "57" "S8"
1822 0.01098 "1" "1" "57" "S8"
1823 0.05693 "1" "1" "58" "S8"
1824 0.04826 "1" "1" "58" "S8"
1825 0.05480 "1" "1" "58" "S8"
1826 0.01491 "1" "1" "58" "S8"
1827 0.05097 "1" "1" "59" "S8"
1828 0.02886 "1" "1" "59" "S8"
1829 0.05368 "1" "1" "63" "S8"
1830 0.01101 "1" "1" "63" "S8"
1831 0.18811 "1" "1" "64" "S8"
1832 0.11890 "1" "1" "64" "S8"
1833 0.07071 "1" "0" "1" "S8"
1834 0.04285 "1" "0" "1" "S8"
1835 0.07956 "1" "0" "1" "S8"
1836 0.08466 "1" "0" "1" "S8"
1837 0.09867 "1" "0" "1" "S8"
1838 0.04042 "1" "0" "2" "S8"
1839 0.07350 "1" "0" "2" "S8"
1840 0.02448 "1" "0" "3" "S8"
1841 0.07211 "1" "0" "3" "S8"
1842 0.02685 "1" "0" "7" "S8"
1843 0.03223 "1" "0" "7" "S8"
1844 0.04587 "1" "0" "8" "S8"
1845 0.04173 "1" "0" "8" "S8"
1846 0.04354 "1" "0" "8" "S8"
1847 0.04395 "1" "0" "8" "S8"
1848 0.03571 "1" "0" "9" "S8"
1849 0.01577 "1" "0" "9" "S8"
1850 0.04837 "1" "0" "9" "S8"
1851 0.09031 "1" "0" "9" "S8"
1852 0.02960 "1" "0" "9" "S8"
1853 0.06794 "1" "0" "9" "S8"
1854 0.06075 "1" "0" "10" "S8"
1855 0.07809 "1" "0" "10" "S8"
1856 0.07514 "1" "0" "10" "S8"
1857 0.09934 "1" "0" "10" "S8"
1858 0.02398 "1" "0" "11" "S8"
1859 0.06960 "1" "0" "11" "S8"
1860 0.06603 "1" "0" "15" "S8"
1861 0.04211 "1" "0" "15" "S8"
1862 0.04974 "1" "0" "16" "S8"
1863 0.03813 "1" "0" "16" "S8"
1864 0.04401 "1" "0" "17" "S8"
1865 0.04219 "1" "0" "17" "S8"
1866 0.12461 "1" "0" "17" "S8"
1867 0.16061 "1" "0" "17" "S8"
1868 0.06977 "1" "0" "17" "S8"
1869 0.03136 "1" "0" "17" "S8"
1870 0.11253 "1" "0" "18" "S8"
1871 0.04028 "1" "0" "18" "S8"
1872 0.03573 "1" "0" "19" "S8"
1873 0.07843 "1" "0" "19" "S8"
1874 0.04551 "1" "0" "23" "S8"
1875 0.02389 "1" "0" "23" "S8"
1876 0.01832 "1" "0" "24" "S8"
1877 0.01625 "1" "0" "24" "S8"
1878 0.04335 "1" "0" "24" "S8"
1879 0.02587 "1" "0" "24" "S8"
1880 0.01978 "1" "0" "25" "S8"
1881 0.01537 "1" "0" "25" "S8"
1882 0.03989 "1" "0" "25" "S8"
1883 0.01524 "1" "0" "25" "S8"
1884 0.08805 "1" "0" "25" "S8"
1885 0.02088 "1" "0" "25" "S8"
1886 0.03196 "1" "0" "26" "S8"
1887 0.10504 "1" "0" "26" "S8"
1888 0.05493 "1" "0" "26" "S8"
1889 0.07414 "1" "0" "26" "S8"
1890 0.12648 "1" "0" "31" "S8"
1891 0.10135 "1" "0" "32" "S8"
1892 0.03854 "1" "0" "32" "S8"
1893 0.01528 "1" "0" "33" "S8"
1894 0.04278 "1" "0" "33" "S8"
1895 0.05138 "1" "0" "33" "S8"
1896 0.05481 "1" "0" "33" "S8"
1897 0.04664 "1" "0" "33" "S8"
1898 0.03322 "1" "0" "33" "S8"
1899 0.04777 "1" "0" "34" "S8"
1900 0.06966 "1" "0" "34" "S8"
1901 0.05754 "1" "0" "35" "S8"
1902 0.09159 "1" "0" "35" "S8"
1903 0.08483 "1" "0" "39" "S8"
1904 0.05521 "1" "0" "39" "S8"
1905 0.11851 "1" "0" "40" "S8"
1906 0.06399 "1" "0" "40" "S8"
1907 0.12960 "1" "0" "40" "S8"
1908 0.02351 "1" "0" "40" "S8"
1909 0.02512 "1" "0" "41" "S8"
1910 0.12594 "1" "0" "41" "S8"
1911 0.12077 "1" "0" "41" "S8"
1912 0.04992 "1" "0" "41" "S8"
1913 0.06083 "1" "0" "41" "S8"
1914 0.01828 "1" "0" "41" "S8"
1915 0.04664 "1" "0" "42" "S8"
1916 0.00647 "1" "0" "42" "S8"
1917 0.01350 "1" "0" "42" "S8"
1918 0.03489 "1" "0" "42" "S8"
1919 0.02384 "1" "0" "43" "S8"
1920 0.03625 "1" "0" "43" "S8"
1921 0.01275 "1" "0" "48" "S8"
1922 0.04596 "1" "0" "48" "S8"
1923 0.08192 "1" "0" "49" "S8"
1924 0.02459 "1" "0" "49" "S8"
1925 0.03756 "1" "0" "49" "S8"
1926 0.02669 "1" "0" "49" "S8"
1927 0.06499 "1" "0" "49" "S8"
1928 0.04714 "1" "0" "50" "S8"
1929 0.02179 "1" "0" "50" "S8"
1930 0.04858 "1" "0" "51" "S8"
1931 0.14181 "1" "0" "51" "S8"
1932 0.06629 "1" "0" "55" "S8"
1933 0.10803 "1" "0" "55" "S8"
1934 0.02311 "1" "0" "56" "S8"
1935 0.06156 "1" "0" "56" "S8"
1936 0.09851 "1" "0" "56" "S8"
1937 0.04321 "1" "0" "57" "S8"
1938 0.02348 "1" "0" "57" "S8"
1939 0.06254 "1" "0" "57" "S8"
1940 0.03256 "1" "0" "57" "S8"
1941 0.11317 "1" "0" "57" "S8"
1942 0.03548 "1" "0" "58" "S8"
1943 0.04881 "1" "0" "58" "S8"
1944 0.04284 "1" "0" "58" "S8"
1945 0.03695 "1" "0" "58" "S8"
