Lat Vpeak Err Block Subj Trial
696 318.000 0.681 0.248 2 7 116
697 324.000 0.821 0.558 2 7 117
698 256.000 0.695 1.358 2 7 118
699 280.000 0.795 0.950 2 7 119
700 280.000 0.976 1.714 2 7 120
701 272.000 0.855 2.363 1 8 11
702 241.000 0.612 0.462 1 8 12
703 281.000 0.751 0.754 1 8 13
704 264.000 0.645 1.680 1 8 14
705 248.000 0.827 1.722 1 8 15
706 279.000 0.546 2.932 1 8 16
707 279.000 0.728 1.425 1 8 17
708 272.000 0.698 2.386 1 8 18
709 249.000 0.548 0.942 1 8 19
710 249.000 0.808 1.893 1 8 20
711 256.000 0.543 1.400 1 8 21
712 303.000 0.632 2.106 1 8 22
713 341.000 0.609 1.005 1 8 23
714 249.000 0.767 3.604 1 8 24
715 302.000 0.793 1.598 1 8 25
716 317.000 0.589 1.686 1 8 26
717 272.000 0.690 0.366 1 8 27
718 333.000 0.640 1.417 1 8 28
719 318.000 0.555 3.563 1 8 29
720 264.000 0.550 1.476 1 8 30
721 240.000 0.687 2.791 1 8 31
722 265.000 0.652 1.603 1 8 32
723 265.000 0.635 0.437 1 8 33
724 302.000 0.543 1.222 1 8 34
725 333.000 0.746 1.954 1 8 35
726 279.000 0.652 1.148 1 8 36
727 288.000 0.650 2.757 1 8 37
728 249.000 0.497 1.886 1 8 38
729 241.000 0.752 2.161 1 8 39
730 257.000 0.699 1.846 1 8 40
731 233.000 0.484 3.110 1 8 41
732 264.000 0.591 0.711 1 8 42
733 257.000 0.700 0.932 1 8 43
734 280.000 0.593 2.213 1 8 44
735 242.000 0.658 1.010 1 8 45
736 280.000 0.757 0.751 1 8 46
737 264.000 0.558 1.459 1 8 47
738 233.000 0.546 0.935 1 8 48
739 248.000 0.647 4.800 1 8 49
740 264.000 0.635 1.161 1 8 50
741 288.000 0.551 1.380 1 8 51
742 304.000 0.536 2.356 1 8 52
743 263.000 0.772 2.357 1 8 53
744 288.000 0.591 2.535 1 8 54
745 249.000 0.633 0.710 1 8 55
746 242.000 0.626 3.618 1 8 56
747 287.000 0.656 0.864 1 8 57
748 295.000 0.491 1.835 1 8 58
749 295.000 0.576 0.700 1 8 59
750 272.000 0.591 1.468 1 8 60
751 356.000 0.651 2.015 2 8 71
752 249.000 0.889 2.121 2 8 72
753 419.000 0.674 6.218 2 8 73
754 256.000 0.695 3.613 2 8 74
755 349.000 1.059 4.273 2 8 75
756 257.000 0.540 0.704 2 8 76
757 249.000 0.785 1.627 2 8 77
758 NaN NaN NaN 2 8 78
759 279.000 0.729 5.883 2 8 79
760 279.000 0.766 3.516 2 8 80
761 295.000 0.881 2.965 2 8 81
762 256.000 0.847 3.548 2 8 82
763 241.000 0.860 1.898 2 8 83
764 287.000 0.702 1.534 2 8 84
765 257.000 0.788 2.763 2 8 85
766 265.000 0.796 3.952 2 8 86
767 326.000 0.645 1.692 2 8 87
768 295.000 0.817 0.458 2 8 88
769 257.000 0.811 1.783 2 8 89
770 248.000 0.742 2.474 2 8 90
771 264.000 0.712 2.682 2 8 91
772 210.000 0.664 3.551 2 8 92
773 240.000 0.556 0.534 2 8 93
774 280.000 0.587 1.292 2 8 94
775 333.000 0.493 0.717 2 8 95
776 264.000 0.955 3.701 2 8 96
777 349.000 0.713 5.213 2 8 97
778 NaN NaN NaN 2 8 98
779 263.000 0.669 2.822 2 8 99
780 295.000 0.950 2.988 2 8 100
781 249.000 0.778 3.119 2 8 101
782 280.000 0.814 1.031 2 8 102
783 NaN NaN NaN 2 8 103
784 NaN NaN NaN 2 8 104
785 318.000 0.513 2.206 2 8 105
786 257.000 0.727 4.036 2 8 106
787 287.000 0.750 6.702 2 8 107
788 356.000 0.542 2.674 2 8 108
789 287.000 0.719 6.620 2 8 109
790 287.000 0.614 3.130 2 8 110
791 NaN NaN NaN 2 8 111
792 NaN NaN NaN 2 8 112
793 NaN NaN NaN 2 8 113
794 NaN NaN NaN 2 8 114
795 NaN NaN NaN 2 8 115
796 287.000 0.781 3.094 2 8 116
797 NaN NaN NaN 2 8 117
798 203.000 0.305 14.962 2 8 118
799 241.000 0.818 0.881 2 8 119
800 257.000 0.617 1.428 2 8 120
801 241.000 0.733 1.219 1 9 11
802 241.000 0.678 1.480 1 9 12
803 256.000 0.784 2.053 1 9 13
804 242.000 0.611 0.820 1 9 14
805 271.000 0.735 0.468 1 9 15
806 272.000 0.721 0.827 1 9 16
807 250.000 0.629 1.896 1 9 17
808 233.000 0.685 1.309 1 9 18
809 310.000 0.712 0.725 1 9 19
810 288.000 0.717 2.019 1 9 20
811 257.000 0.631 2.106 1 9 21
812 288.000 0.704 1.064 1 9 22
813 249.000 0.747 2.644 1 9 23
814 249.000 0.759 1.436 1 9 24
815 242.000 0.703 1.631 1 9 25
816 264.000 0.782 1.313 1 9 26
817 248.000 0.661 0.413 1 9 27
818 287.000 0.577 2.421 1 9 28
819 249.000 0.605 0.949 1 9 29
820 241.000 0.668 1.464 1 9 30
821 257.000 0.686 2.089 1 9 31
822 264.000 0.692 2.022 1 9 32
823 272.000 0.828 1.078 1 9 33
824 257.000 0.655 0.713 1 9 34
825 257.000 0.629 0.886 1 9 35
826 233.000 0.758 2.702 1 9 36
827 256.000 0.610 1.142 1 9 37
828 241.000 0.704 1.761 1 9 38
829 250.000 0.688 0.991 1 9 39
830 234.000 0.694 0.878 1 9 40
831 273.000 0.598 1.689 1 9 41
832 272.000 0.686 0.377 1 9 42
833 265.000 0.684 0.915 1 9 43
834 233.000 0.884 1.263 1 9 44
835 249.000 0.629 1.315 1 9 45
836 304.000 0.685 0.461 1 9 46
837 226.000 0.622 0.942 1 9 47
838 271.000 0.735 1.256 1 9 48
839 242.000 0.721 1.770 1 9 49
840 248.000 0.677 0.678 1 9 50
841 264.000 0.661 1.383 1 9 51
842 233.000 0.650 0.423 1 9 52
843 256.000 0.637 0.882 1 9 53
844 241.000 0.610 1.124 1 9 54
845 249.000 0.622 1.047 1 9 55
846 241.000 0.633 0.544 1 9 56
847 217.000 0.703 2.291 1 9 57
848 256.000 0.614 0.229 1 9 58
849 240.000 0.696 2.002 1 9 59
850 241.000 0.561 0.441 1 9 60
851 272.000 0.747 1.983 2 9 71
852 233.000 0.807 0.618 2 9 72
853 227.000 0.635 1.277 2 9 73
854 265.000 0.654 0.763 2 9 74
855 226.000 0.877 0.684 2 9 75
856 256.000 0.618 1.379 2 9 76
857 202.000 0.865 0.519 2 9 77
858 234.000 0.757 0.892 2 9 78
859 225.000 0.683 0.336 2 9 79
860 234.000 0.755 0.325 2 9 80
861 257.000 0.741 0.491 2 9 81
862 211.000 0.682 0.624 2 9 82
863 222.000 0.778 0.429 2 9 83
864 202.000 0.636 1.573 2 9 84
865 249.000 0.702 1.025 2 9 85
866 233.000 0.749 0.753 2 9 86
867 241.000 1.001 1.299 2 9 87
868 249.000 0.684 0.436 2 9 88
869 211.000 0.923 1.392 2 9 89
870 249.000 0.687 1.241 2 9 90
871 218.000 0.766 1.514 2 9 91
872 257.000 0.767 0.939 2 9 92
873 242.000 0.796 1.244 2 9 93
874 219.000 1.042 1.338 2 9 94
875 195.000 0.706 1.133 2 9 95
876 233.000 0.674 0.550 2 9 96
877 234.000 0.739 0.558 2 9 97
878 257.000 0.590 0.961 2 9 98
879 234.000 0.708 0.220 2 9 99
880 281.000 0.600 0.893 2 9 100
881 219.000 0.748 1.338 2 9 101
882 256.000 0.708 0.160 2 9 102
883 249.000 0.653 0.133 2 9 103
884 249.000 0.802 0.879 2 9 104
885 227.000 0.578 0.264 2 9 105
886 217.000 0.784 0.863 2 9 106
887 265.000 0.611 0.423 2 9 107
888 202.000 0.803 2.033 2 9 108
889 211.000 0.691 1.952 2 9 109
890 179.000 0.652 1.997 2 9 110
891 148.000 0.610 1.752 2 9 111
892 280.000 0.606 0.613 2 9 112
893 256.000 0.551 0.678 2 9 113
894 203.000 0.672 0.859 2 9 114
895 226.000 0.846 0.170 2 9 115
896 226.000 0.655 1.176 2 9 116
897 225.000 0.591 0.272 2 9 117
898 249.000 0.639 1.258 2 9 118
899 3.000 0.472 0.741 2 9 119
900 241.000 0.824 0.855 2 9 120
901 218.000 0.758 1.640 1 10 11
902 233.000 0.569 1.054 1 10 12
903 233.000 0.717 2.384 1 10 13
904 318.000 0.612 1.635 1 10 14
905 195.000 0.879 0.733 1 10 15
906 226.000 0.645 1.510 1 10 16
907 272.000 0.649 0.713 1 10 17
908 240.000 0.660 2.814 1 10 18
909 240.000 0.771 0.674 1 10 19
910 196.000 0.720 0.557 1 10 20
911 196.000 0.618 1.479 1 10 21
912 195.000 0.685 0.576 1 10 22
913 188.000 0.674 1.269 1 10 23
914 203.000 0.544 1.516 1 10 24
915 217.000 0.923 1.629 1 10 25
916 256.000 0.775 2.030 1 10 26
917 234.000 0.728 0.161 1 10 27
918 226.000 0.670 0.567 1 10 28
919 272.000 0.836 2.511 1 10 29
920 218.000 0.608 1.445 1 10 30
921 242.000 0.608 1.528 1 10 31
922 241.000 0.753 1.110 1 10 32
923 233.000 0.779 2.671 1 10 33
924 225.000 0.667 1.136 1 10 34
925 203.000 0.575 1.286 1 10 35
926 179.000 0.698 0.320 1 10 36
927 210.000 0.642 1.104 1 10 37
928 209.000 0.750 1.281 1 10 38
929 234.000 0.625 1.411 1 10 39
930 211.000 0.787 3.634 1 10 40
931 226.000 0.621 0.482 1 10 41
932 234.000 0.583 1.267 1 10 42
933 242.000 0.479 1.641 1 10 43
934 195.000 0.676 0.442 1 10 44
935 241.000 0.595 1.671 1 10 45
936 218.000 0.737 0.876 1 10 46
937 265.000 0.545 0.663 1 10 47
938 226.000 0.519 2.346 1 10 48
939 280.000 0.518 1.394 1 10 49
940 226.000 0.617 1.268 1 10 50
941 201.000 0.564 1.304 1 10 51
942 209.000 0.911 1.683 1 10 52
943 195.000 0.795 1.723 1 10 53
944 218.000 0.619 2.454 1 10 54
945 233.000 0.450 1.996 1 10 55
946 242.000 0.725 0.743 1 10 56
947 210.000 0.612 1.107 1 10 57
948 218.000 0.720 0.975 1 10 58
949 234.000 0.676 2.151 1 10 59
950 211.000 0.683 0.806 1 10 60
951 226.000 1.092 0.700 2 10 71
952 249.000 0.975 3.163 2 10 72
953 233.000 0.805 2.291 2 10 73
954 257.000 0.740 2.144 2 10 74
955 195.000 0.425 1.630 2 10 75
956 195.000 1.172 2.160 2 10 76
957 234.000 0.665 2.339 2 10 77
958 242.000 0.825 0.688 2 10 78
959 211.000 0.589 2.813 2 10 79
960 187.000 0.594 2.098 2 10 80
961 211.000 0.734 1.010 2 10 81
962 216.000 0.965 0.646 2 10 82
963 210.000 0.603 0.209 2 10 83
964 257.000 0.733 1.256 2 10 84
965 210.000 0.635 0.780 2 10 85
966 211.000 0.651 3.336 2 10 86
967 225.000 0.626 1.483 2 10 87
968 189.000 0.820 1.258 2 10 88
969 211.000 0.584 0.893 2 10 89
970 195.000 0.547 0.561 2 10 90
971 203.000 1.103 2.854 2 10 91
972 226.000 0.607 1.297 2 10 92
973 211.000 0.994 1.579 2 10 93
974 249.000 0.805 0.768 2 10 94
975 218.000 0.605 1.270 2 10 95
976 179.000 0.790 0.578 2 10 96
977 257.000 0.767 0.989 2 10 97
978 194.000 0.930 1.148 2 10 98
979 218.000 0.748 4.531 2 10 99
980 172.000 0.698 1.218 2 10 100
981 180.000 0.719 2.862 2 10 101
982 64.000 0.640 1.634 2 10 102
983 172.000 0.785 1.394 2 10 103
984 180.000 0.557 2.018 2 10 104
985 201.000 0.803 2.099 2 10 105
986 226.000 0.432 2.021 2 10 106
987 202.000 0.775 1.099 2 10 107
988 211.000 1.091 1.422 2 10 108
989 202.000 0.738 0.742 2 10 109
990 227.000 0.701 1.788 2 10 110
991 203.000 0.852 0.710 2 10 111
992 187.000 0.698 2.475 2 10 112
993 217.000 0.621 4.986 2 10 113
994 203.000 0.880 3.067 2 10 114
995 209.000 0.578 1.367 2 10 115
996 202.000 0.696 0.684 2 10 116
997 210.000 0.608 1.603 2 10 117
998 218.000 0.557 2.160 2 10 118
999 280.000 0.534 3.912 2 10 119
1000 180.000 1.136 0.629 2 10 120
