Lat Vpeak Err Block Subj Trial
697 226.000 0.521 0.632 2 7 117
698 295.000 0.433 0.206 2 7 118
699 272.000 0.535 0.487 2 7 119
700 295.000 0.472 0.536 2 7 120
701 295.000 0.585 1.478 1 8 11
702 357.000 0.524 0.433 1 8 12
703 349.000 0.498 1.272 1 8 13
704 310.000 0.356 0.535 1 8 14
705 288.000 0.428 1.475 1 8 15
706 279.000 0.409 0.972 1 8 16
707 303.000 0.391 0.950 1 8 17
708 272.000 0.518 0.842 1 8 18
709 303.000 0.509 1.594 1 8 19
710 280.000 0.367 1.492 1 8 20
711 334.000 0.429 1.020 1 8 21
712 311.000 0.367 0.769 1 8 22
713 279.000 0.571 1.059 1 8 23
714 318.000 0.427 2.594 1 8 24
715 325.000 0.472 2.025 1 8 25
716 303.000 0.354 1.665 1 8 26
717 309.000 0.511 1.132 1 8 27
718 302.000 0.466 2.582 1 8 28
719 356.000 0.505 1.092 1 8 29
720 286.000 0.479 0.243 1 8 30
721 309.000 0.587 0.194 1 8 31
722 295.000 0.453 1.587 1 8 32
723 325.000 0.604 0.052 1 8 33
724 334.000 0.469 0.865 1 8 34
725 318.000 0.460 1.442 1 8 35
726 495.000 0.457 1.337 1 8 36
727 310.000 0.636 1.229 1 8 37
728 341.000 0.550 0.987 1 8 38
729 310.000 0.559 0.144 1 8 39
730 325.000 0.453 0.786 1 8 40
731 280.000 0.490 0.205 1 8 41
732 333.000 0.470 2.333 1 8 42
733 311.000 0.504 1.048 1 8 43
734 318.000 0.482 1.680 1 8 44
735 341.000 0.432 0.704 1 8 45
736 289.000 0.543 0.873 1 8 46
737 318.000 0.498 1.670 1 8 47
738 365.000 0.450 1.552 1 8 48
739 319.000 0.584 3.788 1 8 49
740 302.000 0.481 0.745 1 8 50
741 318.000 0.452 2.676 1 8 51
742 342.000 0.523 0.739 1 8 52
743 318.000 0.475 1.669 1 8 53
744 334.000 0.406 0.999 1 8 54
745 287.000 0.415 1.562 1 8 55
746 401.000 0.481 0.236 1 8 56
747 302.000 0.423 0.429 1 8 57
748 280.000 0.486 0.681 1 8 58
749 273.000 0.534 1.219 1 8 59
750 303.000 0.499 0.593 1 8 60
751 288.000 0.465 0.418 2 8 71
752 326.000 0.494 0.438 2 8 72
753 311.000 0.445 1.053 2 8 73
754 380.000 0.537 1.440 2 8 74
755 271.000 0.471 0.677 2 8 75
756 302.000 0.547 1.597 2 8 76
757 303.000 0.543 0.331 2 8 77
758 310.000 0.574 0.171 2 8 78
759 257.000 0.616 1.891 2 8 79
760 318.000 0.581 1.532 2 8 80
761 348.000 0.601 0.956 2 8 81
762 311.000 0.534 0.966 2 8 82
763 334.000 0.572 1.662 2 8 83
764 356.000 0.536 1.218 2 8 84
765 349.000 0.604 0.187 2 8 85
766 325.000 0.486 1.722 2 8 86
767 265.000 0.466 0.683 2 8 87
768 280.000 0.589 0.117 2 8 88
769 279.000 0.519 0.624 2 8 89
770 271.000 0.698 0.630 2 8 90
771 302.000 0.595 1.028 2 8 91
772 310.000 0.573 1.119 2 8 92
773 280.000 0.558 0.511 2 8 93
774 309.000 0.552 2.575 2 8 94
775 356.000 0.566 1.297 2 8 95
776 295.000 0.520 0.915 2 8 96
777 347.000 0.591 1.612 2 8 97
778 288.000 0.686 0.927 2 8 98
779 272.000 0.624 2.882 2 8 99
780 326.000 0.574 1.653 2 8 100
781 327.000 0.613 0.708 2 8 101
782 287.000 0.591 0.634 2 8 102
783 302.000 0.548 0.700 2 8 103
784 303.000 0.564 0.434 2 8 104
785 303.000 0.562 0.233 2 8 105
786 287.000 0.472 0.904 2 8 106
787 340.000 0.626 1.371 2 8 107
788 295.000 0.560 0.702 2 8 108
789 286.000 0.514 0.973 2 8 109
790 295.000 0.576 0.094 2 8 110
791 304.000 0.444 2.321 2 8 111
792 287.000 0.508 0.308 2 8 112
793 287.000 0.568 1.536 2 8 113
794 295.000 0.541 0.590 2 8 114
795 263.000 0.564 1.440 2 8 115
796 271.000 0.532 0.422 2 8 116
797 349.000 0.512 1.246 2 8 117
798 255.000 0.557 1.584 2 8 118
799 364.000 0.617 2.245 2 8 119
800 272.000 0.612 1.714 2 8 120
801 263.000 0.477 0.209 1 9 11
802 341.000 0.456 0.817 1 9 12
803 288.000 0.484 2.084 1 9 13
804 295.000 0.591 1.182 1 9 14
805 279.000 0.425 0.208 1 9 15
806 281.000 0.592 0.593 1 9 16
807 373.000 0.499 1.323 1 9 17
808 264.000 0.624 0.906 1 9 18
809 272.000 0.480 1.349 1 9 19
810 264.000 0.446 0.694 1 9 20
811 295.000 0.503 1.179 1 9 21
812 302.000 0.488 1.373 1 9 22
813 309.000 0.476 0.818 1 9 23
814 249.000 0.648 0.938 1 9 24
815 318.000 0.532 2.020 1 9 25
816 273.000 0.519 0.777 1 9 26
817 287.000 0.454 0.808 1 9 27
818 327.000 0.528 0.459 1 9 28
819 272.000 0.449 0.801 1 9 29
820 264.000 0.549 0.855 1 9 30
821 303.000 0.498 1.027 1 9 31
822 303.000 0.389 0.402 1 9 32
823 310.000 0.529 1.401 1 9 33
824 287.000 0.512 1.043 1 9 34
825 280.000 0.488 1.487 1 9 35
826 225.000 0.519 0.135 1 9 36
827 333.000 0.593 0.885 1 9 37
828 295.000 0.534 1.069 1 9 38
829 279.000 0.496 0.344 1 9 39
830 303.000 0.507 0.805 1 9 40
831 334.000 0.492 1.076 1 9 41
832 295.000 0.406 0.162 1 9 42
833 241.000 0.636 1.304 1 9 43
834 325.000 0.524 0.894 1 9 44
835 279.000 0.530 0.934 1 9 45
836 264.000 0.507 1.338 1 9 46
837 273.000 0.538 0.748 1 9 47
838 272.000 0.511 0.962 1 9 48
839 303.000 0.550 1.201 1 9 49
840 302.000 0.457 0.997 1 9 50
841 279.000 0.485 0.109 1 9 51
842 287.000 0.445 0.537 1 9 52
843 264.000 0.556 0.942 1 9 53
844 295.000 0.461 1.017 1 9 54
845 248.000 0.536 0.290 1 9 55
846 257.000 0.588 1.365 1 9 56
847 303.000 0.696 0.768 1 9 57
848 325.000 0.542 1.012 1 9 58
849 211.000 0.558 0.225 1 9 59
850 273.000 0.535 1.193 1 9 60
851 341.000 0.553 1.438 2 9 71
852 280.000 0.764 1.280 2 9 72
853 257.000 0.594 0.455 2 9 73
854 318.000 0.634 1.153 2 9 74
855 333.000 0.720 0.265 2 9 75
856 287.000 0.565 1.129 2 9 76
857 326.000 0.683 1.772 2 9 77
858 287.000 0.632 0.497 2 9 78
859 279.000 0.521 1.807 2 9 79
860 287.000 0.776 0.531 2 9 80
861 358.000 0.629 2.577 2 9 81
862 302.000 0.583 0.282 2 9 82
863 287.000 0.913 2.794 2 9 83
864 263.000 0.603 0.897 2 9 84
865 256.000 0.691 1.969 2 9 85
866 311.000 0.612 2.063 2 9 86
867 287.000 0.689 0.786 2 9 87
868 271.000 0.535 0.179 2 9 88
869 334.000 0.708 1.326 2 9 89
870 287.000 0.619 0.847 2 9 90
871 287.000 0.591 2.315 2 9 91
872 302.000 0.675 1.097 2 9 92
873 241.000 0.673 1.488 2 9 93
874 295.000 0.812 1.556 2 9 94
875 357.000 0.513 1.147 2 9 95
876 287.000 0.584 0.631 2 9 96
877 248.000 0.665 0.380 2 9 97
878 341.000 0.656 1.515 2 9 98
879 302.000 0.734 1.428 2 9 99
880 272.000 0.518 0.451 2 9 100
881 280.000 0.484 0.534 2 9 101
882 379.000 0.507 0.706 2 9 102
883 311.000 0.547 0.549 2 9 103
884 302.000 0.754 1.309 2 9 104
885 279.000 0.607 0.664 2 9 105
886 310.000 0.667 1.247 2 9 106
887 303.000 0.600 1.087 2 9 107
888 234.000 0.646 1.091 2 9 108
889 288.000 0.670 0.882 2 9 109
890 287.000 0.616 1.822 2 9 110
891 257.000 0.476 1.036 2 9 111
892 310.000 0.480 1.313 2 9 112
893 326.000 0.505 0.162 2 9 113
894 248.000 0.617 1.705 2 9 114
895 310.000 0.627 0.838 2 9 115
896 333.000 0.606 0.471 2 9 116
897 319.000 0.616 2.460 2 9 117
898 310.000 0.478 0.932 2 9 118
899 272.000 0.615 1.192 2 9 119
900 279.000 0.645 1.008 2 9 120
901 225.000 0.694 0.282 1 10 11
902 196.000 0.596 2.010 1 10 12
903 234.000 0.681 0.544 1 10 13
904 213.000 0.632 0.526 1 10 14
905 218.000 0.560 0.288 1 10 15
906 210.000 0.587 0.670 1 10 16
907 195.000 0.648 0.377 1 10 17
908 179.000 0.708 0.763 1 10 18
909 203.000 0.589 0.420 1 10 19
910 218.000 0.695 1.023 1 10 20
911 195.000 0.743 0.527 1 10 21
912 241.000 0.587 0.864 1 10 22
913 226.000 0.609 1.050 1 10 23
914 210.000 0.824 0.663 1 10 24
915 219.000 0.550 0.916 1 10 25
916 201.000 0.740 1.336 1 10 26
917 180.000 0.652 1.902 1 10 27
918 195.000 0.532 0.958 1 10 28
919 241.000 0.619 0.304 1 10 29
920 195.000 0.688 0.640 1 10 30
921 234.000 0.625 0.771 1 10 31
922 202.000 0.607 1.243 1 10 32
923 195.000 0.721 0.384 1 10 33
924 217.000 0.540 0.420 1 10 34
925 241.000 0.607 0.703 1 10 35
926 233.000 0.711 1.452 1 10 36
927 241.000 0.636 0.598 1 10 37
928 201.000 0.684 0.314 1 10 38
929 219.000 0.572 1.307 1 10 39
930 195.000 0.718 0.884 1 10 40
931 195.000 0.573 0.980 1 10 41
932 242.000 0.563 0.467 1 10 42
933 179.000 0.681 1.202 1 10 43
934 210.000 0.798 0.613 1 10 44
935 187.000 0.530 0.264 1 10 45
936 172.000 0.559 0.765 1 10 46
937 202.000 0.680 0.862 1 10 47
938 179.000 0.578 0.581 1 10 48
939 187.000 0.629 0.506 1 10 49
940 210.000 0.569 1.608 1 10 50
941 195.000 0.584 0.563 1 10 51
942 188.000 0.599 1.038 1 10 52
943 210.000 0.580 0.579 1 10 53
944 226.000 0.631 0.622 1 10 54
945 233.000 0.521 1.187 1 10 55
946 234.000 0.537 1.223 1 10 56
947 187.000 0.714 1.180 1 10 57
948 211.000 0.455 0.335 1 10 58
949 211.000 0.625 1.649 1 10 59
950 202.000 0.491 0.619 1 10 60
951 310.000 0.465 0.686 2 10 71
952 241.000 0.652 0.174 2 10 72
953 241.000 0.636 0.539 2 10 73
954 295.000 0.485 0.523 2 10 74
955 234.000 0.568 0.448 2 10 75
956 242.000 0.550 0.927 2 10 76
957 241.000 0.600 0.694 2 10 77
958 234.000 0.625 2.454 2 10 78
959 233.000 0.533 1.035 2 10 79
960 203.000 0.639 0.256 2 10 80
961 241.000 0.542 0.223 2 10 81
962 225.000 0.638 0.037 2 10 82
963 211.000 0.659 0.136 2 10 83
964 250.000 0.670 0.965 2 10 84
965 248.000 0.619 0.409 2 10 85
966 256.000 0.536 1.151 2 10 86
967 226.000 0.573 0.651 2 10 87
968 234.000 0.568 0.587 2 10 88
969 257.000 0.709 0.175 2 10 89
970 257.000 0.607 0.854 2 10 90
971 248.000 0.576 1.112 2 10 91
972 249.000 0.565 0.748 2 10 92
973 233.000 0.612 2.683 2 10 93
974 226.000 0.617 0.591 2 10 94
975 257.000 0.506 1.140 2 10 95
976 248.000 0.569 0.230 2 10 96
977 219.000 0.578 0.795 2 10 97
978 241.000 0.548 0.759 2 10 98
979 242.000 0.692 0.879 2 10 99
980 241.000 0.482 0.605 2 10 100
981 210.000 0.598 0.488 2 10 101
982 294.000 0.518 1.164 2 10 102
983 234.000 0.539 1.880 2 10 103
984 233.000 0.724 0.597 2 10 104
985 249.000 0.513 0.358 2 10 105
986 225.000 0.602 1.180 2 10 106
987 241.000 0.437 0.977 2 10 107
988 226.000 0.651 0.528 2 10 108
989 218.000 0.574 0.920 2 10 109
990 249.000 0.535 0.886 2 10 110
991 249.000 0.512 1.245 2 10 111
992 257.000 0.499 0.799 2 10 112
993 249.000 0.495 0.165 2 10 113
994 203.000 0.588 0.382 2 10 114
995 234.000 0.589 0.512 2 10 115
996 225.000 0.510 1.272 2 10 116
997 234.000 0.513 0.896 2 10 117
998 250.000 0.527 1.184 2 10 118
999 218.000 0.666 1.791 2 10 119
1000 217.000 0.628 1.176 2 10 120
